Sentence_ID,Tokens,NER_Tags
8,بالله,O
8,ان,O
8,فيه,O
8,شخص,O
8,زعلان,O
8,مني,O
8,وما,O
8,يكلمني,O
8,ولا,O
8,يسلم,O
8,علي,O
8,وانا,O
8,اقسم,O
8,بالله,O
8,ما,O
8,اعرف,O
8,ليش,O
8,ومع,O
8,ذلك,O
8,لم,O
8,اساله,O
8,ع,O
8,السبب,O
8,وحقرته,O
8,النفسيات,O
8,كثروا,O
8,شعب,O
8,فاضي,O
8,يعني,O
8,لا,O
8,تستغرب,O
9,كل,O
9,واحد,O
9,سار,O
9,يحس,O
9,ان,O
9,بلاه,O
9,من,O
9,اللي,O
9,حوله,O
9,والله,O
9,العظيم,O
9,انه,O
9,كفو,O
9,ورجال,O
9,ترا,O
9,هذا,O
9,انسان,O
9,مثلنا,O
9,يحق,O
9,له,O
9,يمزح,O
9,ويضحك,O
9,ماله,O
9,داعي,O
9,التصيد,O
9,خصوصاً,O
9,مننا,O
9,يالهلاليين,O
9,عيب,O
9,نكون,O
9,عون,O
9,للي,O
9,يحاول,O
9,يهدم,O
9,لاعبنا,O
9,مستحل,O
9,تمنع,O
9,احد,O
9,انه,O
9,يضحك,O
9,ويستهبل,O
9,تراها,O
9,كورة,O
9,يوم,O
9,انتهى,O
9,عقده,O
9,كلكم,O
9,فجاءه,O
9,حبيتوه,O
9,وباع,O
9,ارقام,O
9,الاهلي,O
9,الفلكيه,O
9,علشانكم,O
9,تراه,O
9,يستحق,O
9,منكم,O
9,تنصفونه,O
9,ما,O
9,توقفون,O
9,مع,O
9,جماهير,O
9,الخصوم,O
9,ضده,O
9,يعيش,O
9,مخترع,O
9,التكميم,O
9,اللي,O
9,نحف,O
9,خلق,O
9,الله,B-MISC
9,اللي,O
9,سويته,O
9,بداية,O
9,الاجازة,O
9,وقلت,O
9,لنا,O
9,عنه,O
9,ليه,O
9,السعودي,O
9,ينكر,O
9,انه,O
9,مسوي,O
9,تكميم,O
9,ماقلت,O
9,اني,O
9,سويت,O
9,شكلك,O
9,غلطان,O
9,تعطوني,O
10,شوفوا,O
10,وجهه,O
10,هنا,O
10,ودهه,O
10,يذبحه,O
10,من,O
10,الاحراج,O
10,ما,O
10,يدري,O
10,وش,O
10,يسوي,O
10,ههاه,O
10,افا,O
10,عليش,O
10,عطيتش,O
10,وجه,O
10,اطلق,O
10,من,O
10,يعطيني,O
10,وجهه,O
10,ليش,O
10,تتزوج,O
10,وانت,O
10,مديون,O
10,انت,O
10,مفكر,O
10,الزواج,O
10,سعة,O
10,صدر,O
10,وتغير,O
10,جو,O
10,تحمل,O
10,مسؤولية,O
10,نفسك,O
10,اول,O
10,بعدين,O
10,خذ,O
10,بنت,O
10,اذا,O
10,انت,O
10,مقتدر,O
10,قول,O
10,ولا,O
10,تبي,O
10,يروح,O
10,للحر,O
11,من,O
11,راح,O
11,من,O
11,كيفه,O
11,وكيفه,O
11,موديه,O
11,خله,O
11,على,O
11,كيفه,O
11,وكيفه,O
11,يرده,O
11,فيه,O
11,ناس,O
11,يصير,O
11,معهم,O
11,مثلي,O
11,عبالي,O
11,انا,O
11,بس,O
11,صعب,O
11,تشرح,O
11,لشخص,O
11,قد,O
11,أيش,O
11,تحتإجه,O
11,وصعب,O
11,تشرح,O
11,كيف,O
11,لازم,O
11,يكون,O
11,معك,O
12,لازم,O
12,يكون,O
12,فيه,O
12,قانون,O
12,ضد,O
12,التحرش,O
12,و,O
12,الاغتصاب,O
12,هذا,O
12,شيء,O
12,موجود,O
12,مانقدر,O
12,ننكره,O
12,وصار,O
12,كثير,O
12,في,O
12,مجتمعنا,O
12,لازم,O
12,يحطون,O
12,حد,O
12,وقانون,O
12,صارم,O
12,لازم,O
12,يحطونه,O
12,بقسم,O
12,لحاله,O
12,لانه,O
12,مايصلح,O
12,يكون,O
12,مع,O
12,الرجال,O
12,ولا,O
12,مع,O
12,النساء,O
12,مو,O
12,ناقصين,O
12,استهبال,O
12,بالسجن,O
13,ليش,O
13,تذكرنا,O
13,خلاص,O
13,غيرنا,O
13,راينا,O
13,مانبي,O
13,نتأهل,O
13,غيرنا,O
13,راينا,O
13,شوي,O
13,والله,O
13,ياكلامك,O
13,صادق,O
13,اليوم,O
13,يقولون,O
13,اختبروا,O
13,كذا,O
13,بكره,O
13,يقولون,O
13,غيرنا,O
13,راينا,O
13,وشروطنا,O
13,واحنا,O
13,اللي,O
13,ناكلها,O
13,مفروض,O
13,تكونون,O
13,حريصين,O
13,اي,O
13,اختبار,O
13,قياس,O
13,للمعلمين,O
13,والمعلمات,O
13,مفروض,O
13,تختبرونه,O
13,سواء,O
13,كان,O
13,متطلب,O
13,او,O
13,ﻻ,O
13,ﻻن,O
13,مع,O
13,الوزير,O
13,الجديد,O
13,ينام,O
13,ويصحى,O
13,بكابوس,O
13,قرار,O
13,جديد,O
13,الموقع,O
13,مزحوم,O
13,والله,O
13,الناس,O
13,مايفيد,O
13,معهم,O
13,شي,O
13,حتى,O
13,لو,O
13,شاركوا,O
13,في,O
13,القرار,O
13,يجون,O
13,بعد,O
13,فترة,O
13,يقولون,O
13,غيرنا,O
13,راينا,O
13,اول,O
13,شغلة,O
13,اول,O
13,شغله,O
13,شي,O
13,ما,O
13,يخصك,O
13,انا,O
13,او,O
13,لا,O
13,الشغلة,O
13,الثانية,O
13,اللي,O
13,متاكد,O
13,يوم,O
13,كنت,O
13,طفله,O
13,كان,O
13,ابوي,O
13,يسافر,O
13,كثير,O
13,بسبب,O
13,شغله,O
13,تقول,O
13,امي,O
13,اني,O
13,كنت,O
13,اول,O
13,مايسافر,O
13,امرض,O
13,واجلس,O
13,مريضه,O
13,تقريباً,O
13,ايام,O
13,بكل,O
13,سفره,O
13,له,O
13,مدري,O
13,اذا,O
13,له,O
13,دخل,O
13,شايفين,O
13,كيف,O
13,الاشغال,O
13,ماجات,O
13,الا,O
13,في,O
13,وقت,O
13,المباراة,O
13,اول,O
13,مابدات,O
13,كل,O
13,واحد,O
13,يناديني,O
13,يبغاني,O
13,في,O
13,شغله,O
13,إذا,O
13,في,O
13,مجال,O
13,ماجربت,O
13,لسى,O
13,ولا,O
13,افكر,O
13,اذا,O
13,في,O
13,مجال,O
13,بالمستقبل,O
13,ممكن,O
13,نشوف,O
13,وين,O
13,الوناسة,O
13,بالموضوع,O
13,أنا,O
13,عارف,O
13,ياخ,O
13,انتو,O
13,قديمين,O
13,كيف,O
14,انت,O
14,ك,O
14,ذكر,O
14,وش,O
14,قدمت,O
14,اترك,O
14,عنك,O
14,انجازات,O
14,غيرك,O
14,قول,O
14,انت,O
14,وش,O
14,قدمت,O
14,انا,O
14,متاكدة,O
14,ان,O
14,عقلك,O
14,دقر,O
14,بالمتوسطة,O
14,وين,O
14,راحت,O
14,السوالف,O
14,مخي,O
14,دقر,O
14,ضيع,O
14,كل,O
14,شي,O
14,وشلون,O
14,عرفت,O
14,هو,O
14,صادق,O
14,المرور,O
14,ماسوا,O
14,شي,O
14,ياليتهم,O
14,يسوون,O
14,جزء,O
14,من,O
14,اللي,O
14,كانت,O
14,تسويه,O
14,الهيئة,O
14,واضح,O
14,التعب,O
14,من,O
14,الكلجات,O
14,المهم,O
14,الي,O
14,عندها,O
14,خاتمة,O
14,تقرير,O
14,تسعفني,O
14,فيها,O
14,خلاص,O
14,مخي,O
14,وقف,O
14,كنت,O
14,بنسخ,O
14,خاتمة,O
14,تقرير,O
14,حاهز,O
14,بس,O
14,تذكرت,O
14,ان,O
14,الدكتورة,O
14,هي,O
14,الي,O
14,عطتنا,O
14,ياه,O
14,الي,O
14,وقف,O
14,عندها,O
14,سؤال,O
14,ي,O
14,أهل,O
14,النزاهه,O
14,و,O
14,الامانه,O
14,ليش,O
14,الى,O
14,الان,O
14,م,O
14,اعلنتو,O
14,عن,O
14,نسب,O
14,القبول,O
14,الي,O
14,وقف,O
14,عندها,O
14,كل,O
14,تخصص,O
14,و,O
14,تسون,O
14,زي,O
14,باقي,O
14,الجامعات,O
14,ولا,O
14,باقي,O
14,م,O
14,خلصتم,O
14,تلاعب,O
14,وشغل,O
14,الواسط,O
14,شغال,O
14,كم,O
14,النسب,O
14,الي,O
14,وقف,O
14,عندها,O
14,القبول,O
14,وهل,O
14,في,O
14,مجال,O
14,اذا,O
14,احد,O
14,سحب,O
14,ملفه,O
14,يتم,O
14,قبول,O
14,احد,O
14,بداله,O
14,ولا,O
14,احد,O
14,عنده,O
14,اي,O
14,احد,O
14,عنده,O
14,متابعين,O
14,خلوه,O
14,اعلامي,O
14,أستغرب,O
14,هذا,O
14,التأخير,O
14,بالرواتب,O
14,يعني,O
14,نتحراه,O
14,لنا,O
14,يوم,O
14,واخرته,O
14,تأخرونه,O
14,طيب,O
14,متى,O
14,ينزل,O
14,يعني,O
14,احد,O
14,عنده,O
14,علم,O
15,الناس,O
15,الطبيعيين,O
15,إذا,O
15,حبوا,O
15,أحد,O
15,يعبرون,O
15,عن,O
15,حبهم,O
15,ويتميلحون,O
15,عنده,O
15,أنا,O
15,أتهاوش,O
15,معه,O
15,وأحارشه,O
15,لين,O
15,يكرهني,O
15,احياناً,O
15,احس,O
15,عندي,O
15,خلل,O
15,بالتعبير,O
15,أحد,O
15,عنده,O
15,أعتراض,O
15,لاسمح,O
15,الله,B-MISC
15,إذا,O
15,أحد,O
15,صورلي,O
15,الشاشة,O
15,أترك,O
15,ام,O
15,السالفة,O
15,واشوف,O
15,كم,O
15,شحنه,O
15,وكم,O
15,الساعة,O
15,وكيف,O
15,النت,O
15,عنده,O
15,ياساتر,O
15,وش,O
15,ذا,O
15,الفضاوه,O
15,اللي,O
15,عنده,O
15,سالفه,O
15,وما,O
15,لقى,O
15,احد,O
15,يقولها,O
15,له,O
15,انا,O
15,في,O
15,الخدمه,O
15,الان,O
15,يا,O
15,بخت,O
15,الي,O
15,عنده,O
15,أحد,O
15,يقوله,O
15,انتبه,O
15,ع,O
15,نفسك,O
15,اخر,O
15,مره,O
15,انقالت,O
15,لي,O
15,كانت,O
15,تهديد,O
15,بهالوقت,O
15,ما,O
15,اظن,O
15,فيه,O
15,احد,O
15,عنده,O
15,عنصريه,O
15,الا,O
15,حقين,O
15,الشيلات,O
15,ياليت,O
15,فيه,O
15,عقوبه,O
15,للشيلات,O
15,لانها,O
15,انتجت,O
15,ناس,O
15,متخلفين,O
16,هذي,O
16,البدايه,O
16,والله,O
16,يستر,O
16,من,O
16,الي,O
16,جاي,O
16,وودي,O
16,فذا,O
16,ووين,O
16,ذا,O
16,الي,O
16,اقدر,O
16,الطفل,O
16,هادا,O
16,جاني,O
16,للمحل,O
16,بفلوس,O
16,الراس,O
16,من,O
16,كثر,O
16,الهواجس,O
16,ضرب,O
16,شوط,O
16,أمشي,O
16,بتالي,O
16,الليل,O
16,كني,O
16,امتعاطي,O
16,من,O
16,شافني,O
16,يقول,O
16,ماهو,O
16,بـ,O
16,مضبوط,O
16,جاني,O
16,خبر,O
16,نسيت,O
16,معه,O
16,إنضباطي,O
16,جاني,O
16,احلى,O
16,خبر,O
16,ُ,O
16,جآني,O
16,وسمعته,O
16,اليوم,O
16,ُ,O
16,جعلني,O
16,ُ,O
16,قدامشً,O
16,وجعل,O
16,افراحش,O
16,دايمهُ,O
16,جاني,O
16,بعد,O
16,يومين,O
16,من,O
16,الطفاقة,O
16,طاحت,O
16,تنحاش,O
16,من,O
16,المطر,O
16,وتغطست,O
16,فيه,O
16,جاني,O
16,خبر,O
16,موته,O
16,كنه,O
16,حلم,O
16,قصت,O
16,ظفايرها,O
16,ودريت,O
16,البارحه,O
16,جاني,O
16,خبر,O
16,بقول,O
16,اكيد,O
16,اني,O
16,اتخيل,O
16,انه,O
16,طلع,O
16,معي,O
16,وان,O
16,جاني,O
16,خبر,O
16,وفاته,O
16,وم,O
16,صدقت,O
17,ياعمي,O
17,قلنا,O
17,لهم,O
17,كيف,O
17,يقفلوها,O
17,ومارضيو,O
17,عبارة,O
17,عن,O
17,الشي,O
17,المزعج,O
17,دا,O
17,يسوقوها,O
17,ولو,O
17,إني,O
17,يلفون,O
17,ويدورون,O
17,وموب,O
17,مو,O
17,بس,O
17,مو,O
17,بس,O
17,إيش,O
17,تنصحوني,O
17,أسوي,O
17,لحد,O
17,ماسكه,O
17,أعصابي,O
17,من,O
17,امس,O
17,وانا,O
17,ماسكه,O
17,اعصابي,O
17,ترا,O
17,للحين,O
17,انا,O
17,ماسكه,O
17,اعصابي,O
17,بكلمو,O
17,اي,O
17,شى,O
17,تبغيه,O
17,احنا,O
17,نكلمو,O
17,واحنا,O
17,تاني,O
17,اني,O
17,اخذ,O
17,اي,O
17,احد,O
17,يقدر,O
17,ممكن,O
17,اذا,O
17,احد,O
17,يعرف,O
17,دا,O
17,وإذا,O
17,أحد,O
17,حصله,O
17,ومافي,O
17,شي,O
17,شي,O
17,انو,O
17,هوا,O
18,أشوى,O
18,اصحى,O
18,الطريق,O
18,قدك,O
18,أصحى,O
18,أصحى,O
18,ياواد,O
18,ازعق,O
18,قول,O
18,له,O
18,ابوك,O
18,يبغاك,O
18,أصفر,O
18,العرقوب,O
18,هالأطوطه,O
18,تاكلها,O
18,اكل,O
18,أطخم,O
18,أطرم,O
18,أطع,O
18,وأخس,O
18,أطقطق,O
18,نطقطق,O
18,على,O
18,أعاد,O
18,نفس,O
18,الأسطوانة,O
18,أغدي,O
18,أغديكم,O
18,فهمتوا,O
18,أفرك,O
18,شفتهم,O
18,من,O
18,هنا,O
18,فركو,O
18,أفرك,O
18,لا,O
18,تجي,O
18,الشرطة,O
18,أفلح,O
18,أفلحنا,O
18,ياواد,O
18,لا,O
18,تقدع,O
18,بالحجر,O
18,أقشر,O
18,أقيس,O
18,أبغا,O
18,أحد,O
18,يكد,O
18,لي,O
18,شعري,O
18,أنا,O
18,رايحة,O
18,أكد,O
18,شعري,O
18,أكفتو,O
19,أنتسعم,O
19,أنثبر,O
19,ابغى,O
19,اروح,O
19,معك,O
19,يبه,O
19,ورا,O
19,ما,O
19,تنثبر,O
19,عند,O
19,ك,O
19,أندر,O
19,ندر,O
19,أندر,O
19,من,O
19,من,O
19,غرفتك,O
19,بسرعة,O
19,علشان,O
19,نلحق,O
19,على,O
19,الموعد,O
19,أنصلق,O
19,ينصلق,O
19,ليش,O
19,تصْلق,O
19,الماء,O
19,علي,O
19,انصلق,O
19,كله,O
19,أنفهدز,O
19,انفهدز,O
19,وراك,O
19,لا,O
19,تنقز,O
19,على,O
19,السرير,O
19,أنقزي,O
19,أنقلع,O
19,انقلع,O
19,يالغثه,O
19,انكتم,O
19,ياوآد,O
19,أنكتم,O
19,أنهج,O
19,انهجي,O
19,أنود,O
19,أهب,O
19,أهب,O
19,يا,O
19,ذا,O
19,الوجه,O
19,أهوه,O
19,اهوه,O
19,أوخو,O
19,أولاه,O
19,أويلاه,O
20,جاباني,O
20,جابلي,O
20,أعمى,O
20,يونسني,O
20,بحلق,O
20,بعينو,O
20,فجعني,O
20,جات,O
20,تكحلها,O
20,عمتها,O
20,جاثوم,O
20,جاعص,O
20,جاك,O
20,العلم,O
20,جاك,O
20,يا,O
20,مهنا,O
20,ما,O
20,ت,O
20,جاك,O
20,يا,O
20,مهنى,O
20,مات,O
20,جايع,O
20,جب,O
20,تشب,O
20,جبتلي,O
20,الصمرقع,O
20,يابوي,O
20,جبتلي,O
20,الصمرقع,O
20,جد,O
20,الله,O
20,عليك,O
20,جدة,B-LOC
20,كذا,O
20,إتي,O
20,وبحر,O
20,جدة,B-LOC
20,كذا,O
20,اهلي,O
20,وبحر,O
20,جعلك,O
20,جواز,O
20,جوا,O
20,داج,O
20,دافور,O
20,دبش,O
20,دبلت,O
20,تسبدي,O
20,وش,O
20,بلاك,O
20,تراك,O
20,دبلت,O
20,تسبدي,O
20,وش,O
20,بلاك,O
20,دحديرة,O
20,دحين,O
20,دراعة,O
20,دربازان,B-MISC
20,أستند,O
20,على,O
20,الدربازان,O
20,درفة,O
21,إلي,O
21,على,O
21,راصو,O
21,بطحة,O
21,يحسس,O
21,عليها,O
21,إلي,O
21,على,O
21,راسو,O
21,بطحة,O
21,يحسس,O
21,عليها,O
21,إلين,O
21,إيش,O
21,اللي,O
21,تبسي,O
21,نشفي,O
21,التبسي,O
21,كويس,O
21,تتزكر,O
21,تحطه,O
21,على,O
21,الجرح,O
21,يبرئ,O
21,تحطها,O
21,على,O
21,الجرح,O
21,يبرئ,O
21,ترى,O
21,تستهبل,O
21,تسلك,O
21,لي,O
21,الحلو,O
21,مايجي,O
21,منو,O
21,الا,O
21,حلو,O
21,تكاية,O
21,التكاية,O
21,مركاة,O
21,المركاة,O
21,تم,O
21,تمسكن,O
21,حتى,O
21,تمكن,O
21,بلا,O
21,تناحه,O
21,تو,O
21,الناس,O
21,توحي,O
21,توهق,O
21,توهقت,O
22,من,O
22,طلع,O
22,من,O
22,داره,O
22,قل,O
22,مقداره,O
22,من,O
22,جد,O
22,من,O
22,تحت,O
22,لتحت,O
22,من,O
22,عيوني,O
22,دري,O
22,إيش,O
22,صارلي,O
22,من,O
22,كيسك,O
22,مني,O
22,فايقلو,O
22,مهو,O
22,بهذا,O
22,مهوب,O
22,زاكرلو,O
22,مواعين,O
22,دلكي,O
22,موت,O
22,يا,O
22,حمار,O
22,عبال,O
22,أبشر,O
22,موعد,O
22,خواجة,O
22,ودتس,O
22,ودك,O
22,به,O
22,ورابوه,O
22,وش,O
22,جوك,O
22,وش,O
22,تحس,O
22,به,O
22,وش,O
22,تحس,O
22,فيه,O
22,وش,O
22,فيك,O
22,يما,O
22,وشلون,O
22,ولا,O
22,يهمك,O
22,وه,O
22,يا,O
22,ندة,O
22,وينك,O
22,شقصدك,O
23,فاذا,O
23,حد,O
23,مرت,O
23,عليه,O
23,نفس,O
23,السالفة,O
23,يفيدني,O
23,بالله,O
23,اديني,O
23,خبر,O
23,اول,O
23,ما,O
23,تدخل,O
23,لأَنِّي,O
23,انا,O
23,عندي,O
23,نفس,O
23,المشكله,O
23,ولي,O
23,سمعتوا,O
23,عادي,O
23,لو,O
23,باقي,O
23,يوم,O
23,حتا,O
23,مين,O
23,جرب,O
23,تعرفون,O
23,احد,O
23,جاي,O
23,الله,O
23,يعافيكم,O
23,الي,O
23,يعرف,O
23,ايش,O
23,الحل,O
23,مع,O
23,العلم,O
23,انو,O
23,جاني,O
23,لاكن,O
23,يوم,O
23,ارجع,O
23,اشيك,O
23,انا,O
23,كمان,O
23,اسأل,O
23,رجع,O
23,تاني,O
23,ع,O
23,يا,O
23,جماعة,O
23,الخير,O
23,إنّو,O
23,ما,O
23,فيها,O
23,اول,O
23,شي,O
23,انصحك,O
23,تبعدين,O
23,عن,O
24,حطتهم,O
24,لي,O
24,في,O
24,يوم,O
24,واحد,O
24,قالت,O
24,لي,O
24,احسن,O
24,لك,O
24,علشان,O
24,اهلي,O
24,بيرسلوا,O
24,لي,O
24,ومابيهم,O
24,فيه,O
24,وحده,O
24,بس,O
24,ارسلو,O
24,لها,O
24,انها,O
24,مرشحه,O
24,كيف,O
24,اقدر,O
24,افك,O
24,جوالي,O
24,الي,O
24,بيدرسوا,O
24,لو,O
24,حاب,O
24,تستفسر,O
24,عن,O
24,شي,O
24,يتواصل,O
24,معايه,O
24,ضروري,O
24,ي,O
24,شباب,O
24,يا,O
24,شباب,O
24,انا,O
24,شريت,O
24,سيارة,O
24,من,O
24,شخص,O
24,و,O
