Sentence_ID,sentence,label,Dialect
42,شكراً STC شركة رائدة وسرعة ممتازة ولله الحمد الى الامام ياشركتنا المفضلة دائماً,Positive,Oman
43,والله فعلا ي ابو تميم من حولت عليها وانا مرتاح مرة,Positive,Saudi Arabia
44,مشكورين الله يجزاك خير,Positive,Qatar
45,اووه عذرا افتكرت الخطوط لا الاس تي سي تمام ردوا علي وخدموني ششكراً  لهم,Positive,Sudan
46,اتصلت ع الهاتف وخدمووني,Positive,Syria
47,# الافضل_STCSTC أكيد STC,Positive,Qatar
48,#الافضل_STC_STCطبعا,Positive,Iraq
49,#الافضل_STC_STCالأفضل وبلا منازع,Positive,Iraq
50,#الافضل_STC_STC صراحة لازين ولا STC خسارة الفلوس فيها في نظري ليست سيئة بل أفضل منهم .,Positive,Oman
51,#الافضل_STC_STC النت وتغطية كامل المناطق بالتاكيد STC,Positive,Iraq
52,الافضل,Positive,Libya
53,فكرة الفيديو جميلة,Positive,Jordan
54,عطوني الجوده وخدمه راقيه 🌹,Positive,Syria
55,STCاكيد الام الحنون  💔,Positive,Iraq
56,حياه اسهل 🌹,Positive,Jordan
57,صادق وكلامك منطقي التغطية تفرق من موقع لموقع https://t.co/AtsRGBMiqz,Positive,Qatar
58,#ما_الافضل_STC_زين_STCالجميع 👍👍شكرا,Positive,Iraq
59,#ما_الافضل_STC_زين_STC واشوف ان STC الافضل بجدة اغلب جدة مغطية بشكل جيد والشركة المفضلة لي سواء انترنت او اتصالات او نت منزلي,Positive,Saudi Arabia
60,❤STC ❤شهاده حق خدمات ممتازه وعملاء مميزين وكل يوم يتحفونا بشي جديد وسعيد كوني مشترك عندهم .  #ما_الافضل_STC_زين_STC,Positive,Yemen
61,❤STC ❤شهاده حق خدمات ممتازه وعملاء مميزين وكل يوم يتحفونا بشي جديد وسعيد كوني مشترك عندهم .  #ما_الافضل_STC_زين_STC,Positive,Yemen
62,❤STC ❤شهاده حق خدمات ممتازه وعملاء مميزين وكل يوم يتحفونا بشي جديد وسعيد كوني مشترك عندهم .  #ما_الافضل_STC_زين_STC,Positive,Yemen
63,STC بلامنازع,Positive,Morocco
64,#ما_الافضل_STC_زين_STC أرى ان الأفضل,Positive,Oman
65,طلباتك أوامر امين 😂,Positive,Egypt
66,بصراحة كاسرعه  هي أفضل مع المنطقة اللي ساكنين فيها الأهم سرعه بغض نظر عن القيمة #ما_الافضل_STC_زين_STC,Positive,Oman
67,على الاطلاق 💜💛💜 #ما_الافضل_STC_زين_STC,Positive,Iraq
68,#ما_الافضل_STC_زين_STCSTC الافضل,Positive,Iraq
69,#ما_الافضل_STC_زين_STC    انصح الجميع STC أفضل شركة محلية حتى الان ..,Positive,Oman
70,لا ولن اغير رقمي من STC لانها افضل شركة في السعودية والشركات الاخرى سيئة جدا و STC تملك اسرع انترن… https://t.co/Ta08h9UOsh,Positive,Saudi Arabia
71,الشركات الإتصال القديمه أفضل ك سوا و مؤبايلي تفرق عن إلي توها جديده ك زين .,Positive,Sudan
72,كل الشركات زباله باستثناءSTC وانتم بس طايحين فيهم مقاطعه والباقين انترنت زباله,Positive,Yemen
73,شركاء قطاف جدا مميزين استفدت من هذي الميزة قبل فترة واشتريت شاحن سفري من سوق كوم ?,Positive,Saudi Arabia
74,شكرًا STC ع الخدمة المميزة❤️,Positive,Syria
75,شركاء قطاف جدا مميزين استفدت من هذي الميزة قبل فترة واشتريت شاحن سفري من سوق كوم 👍🏼,Positive,Saudi Arabia
76,جميل,Positive,Egypt
77,مبروك اخوي عبدالعزيز. بالتوفيق لك ولشركتكم الرائدة 👍🏼,Positive,Qatar
78,وانا بعد جربته والله رهييييب,Positive,Qatar
79,الف مبروووك وان شاء الله مزيد من التطور,Positive,Saudi Arabia
80,الله مير يجزاكم خير عسى بس ماتعبتم وانتم شايلينه,Positive,Yemen
81,كفو يا الحقنة,Positive,Libya
82,كفو ❤❤❤❤❤❤,Positive,Qatar
83,الحمدلله راحه دقايق مجانية ونت أكثروبدون وجع راس ولا نصب ولهط,Positive,Iraq
84,بالتحويل تكسب خدمه افضل والبعض يظن بالتحويل انه لا يؤثر .,Positive,Yemen
85,ابشرك عرفت الحل:  مرحبا بك ارسال 8888 لـ900 لتحقق من الباقهو5559 لالغاء باقة سوا شهري بيسك 55 ريال,Positive,Oman
86,جممميييل,Positive,Jordan
87,شركة  تنجح في الوصول إلى سرعة 70.89 جيجابت بالثانية في اختبار شبكة #5G في #السعوديةالفيديو :… https://t.co/O0XswXdrdG,Positive,Oman
88,لكم تواصلكم معنا.يتم التقدم بالشكوى إلى  من خلال موقعنا الإلكتروني.,Positive,Oman
89,صراحة أفضل شركة وشبكاتهم مغطية جميع المناطق واغلبكم معاه شرائح سوى ويتفلسف,Positive,Saudi Arabia
90,اشتركي ارضي ترا احسن السرعة ثابته ومافي استخدام عادل,Positive,Saudi Arabia
91,اشكركم علي ماتقدمون من خدمة انتم الافضل,Positive,Libya
92,درر😂💔,Positive,Iraq
93,#راح_نفلسكم_STC_206 يا حسرتي على سنين مضت في   حولت الى   باقة واجد و لقيت كل تقدير و احترام😍,Positive,Oman
94,بالعافيه 👍🌷,Positive,Qatar
95,الله يسمع منك لاعدمتك 😊,Positive,Qatar
96,شفيكم عليهم حرام عليكم,Positive,Qatar
97,شكرًا 🌹🌺❤️  https://t.co/vvi0eL1x9q,Positive,Qatar
98,سبحان الله المكان جميل ي STC دائما متميزين بالاماكن الجميله واللي محد يعرفها استمروا ...ولكم كل الحب والتقدير,Positive,Yemen
99,ماشاء الله من كثر التصميم مهو احترافي مسوي منشن لأس تي سي,Positive,Saudi Arabia
100,ما شاء الله ، الله يعطيك الصحه,Positive,Libya
101,مازالت صامده معي من عام 1422هـ https://t.co/HNme4PVi6I,Positive,Oman
102,أبوي رقمة لة ٢٠سنة وماغيرها 👌🏻,Positive,Saudi Arabia
103,شكرا للقائمين على الشركة سوى إداريين او فنيين شكرا خدمة العملاء على جهودكم شكرا للجميع من يرد المكالمات او تويتر شكراSTC,Positive,Saudi Arabia
104,هيه الا على STC,Positive,Jordan
105,المشكلة هاك وحاطين اسلحة اوبي ومدري ايش ويخسر 😂😂✋🏻✋🏻 شكرا شكراSTC😂😂💔💔,Positive,Qatar
106,ومستوى خدماتها يعتبر أفضل وتحاول تستجيب للشكاوي وترضيهم .. لكن الولاء مشكلة فينا💔,Positive,Oman
107,طبعاً الشكر يرجع الىSTC شكرا لكم على الالياف اللي تحدت الهاك باللاق شكراااا من الاعمااااااق,Positive,Iraq
108,"خلال ٤ ساعات فقط جاء الرد بكل "" ذوق "" وشرحوا لي طريقة التفعيل !   https://t.co/HljMFPJK9h",Positive,Qatar
109,كويس أحمد ربك,Positive,Saudi Arabia
110,قاربت على ٢٠سنة مع الاتصالات السعوديةاتمنى من STC ان تقدم عروض للقدامى..,Positive,Oman
111,تم التواصل وشكرا لتجاوبكم,Positive,Oman
112,والله اتذكرها كنها امس 🙂 ياخي ﷲ يرحم زمن الطيبين,Positive,Saudi Arabia
113,بيانات مفوتره ونت سريع 👏🏻👏🏻 https://t.co/Oy2EKslyPn,Positive,Egypt
114,انا عميل من  نزل الجوال والخدمه عندكم طيبه ولا فكرت اشترك في شركه ثانيه,Positive,Yemen
115,انا عميل من يوم ما بدا خط سوا و يبدأ من 057 و كان مكون من 9 ارقام,Positive,Sudan
116,الوظيفة على يدك؟😏🤔,Positive,Syria
117,#تطبيق_MySTCبالتوفيق https://t.co/l0Tv083lYr,Positive,Modern Standard Arabic
118,شباب التقديم ع STC وين مكانهم بالرياض حق التوظيف تكفون فيدون,Positive,Syria
119,#تطبيق_MySTCبيانات مفتوحة مفوتر 👇🏽👍🏼 بصراحة مميزه والنت ما يقطع ✔️ https://t.co/f4Y9g64HTs,Positive,Yemen
120,قام بحل المشكله تماماالاستاذ عبد العزيز عايد الذبياني افضل فني مر علي رجل قمه في الادب والاخلاق والاحترافيه اتمنى شكره وتقديره 2/2,Positive,Yemen
121,جاري التحويل لـSTC لعيون مانشستر,Positive,Libya
122,مبروك لكم,Positive,Yemen
123,#تطبيق_MySTCبيانات مفتوحة مفوتر 👇🏽👍🏼 بصراحة مميزه والنت ما يقطع ✔️ https://t.co/D0RKBMumRw,Positive,Yemen
124,#تطبيق_MySTC يارب😍وشكرًا على ١٠٠ نقطة مجانا في قطاف 😍👌🏻 https://t.co/wf476l1pS7,Positive,Saudi Arabia
125,احبكم يخي 😴🍺,Positive,Oman
126,STC_كنتم ولازلتم في قلوبنا. سنين قضيناها معكم. اختلفت الهوية وظلت خدماتكم المميزة في اذهاننا ... الله لا ي… https://t.co/67CUP0vF16,Positive,Saudi Arabia
127,شكراً,Positive,Oman
128,معاك انا لابد نشكرا  على المصداقيه و حسن التعامل 👌,Positive,Yemen
129,معدل استهلاكي للإنترنت 😎من #تطبيق_MySTC .شكرا  https://t.co/2xJVYde2By,Positive,Iraq
130,زمان يـ  منذ 17 عاماً معكمومازلنا نستمتع بالتطور بخدماتكم. https://t.co/o02GCcLGS1,Positive,Algeria
131,"شكرا""على سرعة التجاوب لاصلاح تلفون منزلي الثابت في نفس يوم البلاغ تم الاصلاح فشكرا"" من القلب",Positive,Yemen
132,#تطبيق_MySTC اخذت شريحة بيانات ب٢٨٠ ريال فيها ٢١٠ قيقا باقي شهر وما استهلكت حتى ربعها نت يغني عن المفتوح 😍… https://t.co/BI2D0DmqvA,Positive,Saudi Arabia
133,بالتوفيق,Positive,Iraq
134,كفو اذا عندك احد في  او,Positive,Qatar
135,والله منت هين يابو ياسر 😂😂😂... انجووووي,Positive,Oman
136,يبارك  فيك وعقبالك❤️,Positive,Morocco
137,كفو,Positive,Libya
138,تستاهلون التكريم شركه رائده في مجال الاتصالات وفي خدمه المجتمع ممثلاً في المهندس حسين,Positive,Yemen
139,بالتوفيق,Positive,Iraq
140,مبروك,Positive,Libya
141,شكرا لكم 👍🏻,Positive,Qatar
142,كفو 👏🏽👏🏽,Positive,Jordan
143,شكرا,Positive,Libya
144,يارجل مو قصدي احسد 😂 الله يجعلك اغنى رجل كنت ابي اعرف الجوائز فقط لاغير,Positive,Oman
145,مو قصدي احسد بالعكس يستاهلون مليون بعد لكن ابي اعرف وش الجوائز بس ☹️,Positive,Qatar
146,يسلموووو يابوعابد,Positive,Lebanon
147,الله يسعدك وعقبالك,Positive,Saudi Arabia
148,الله يبارك لك,Positive,Qatar
149,الله يبارك فيك نادر وعقبالك,Positive,Qatar
150,الله يبارك فيك وعقبالك,Positive,Qatar
151,الله يبارك فيك,Positive,Qatar
152,الف مليون ترليون مبروك على الفووووز تستاهلونها وفالكم خيرررر,Positive,Saudi Arabia
153,الله يبارك فيك يارب وعقبالك ،,Positive,Qatar
154,الله يبارك فيك يارب وعقبالك,Positive,Saudi Arabia
155,مبروووك,Positive,Saudi Arabia
156,الله يبارك فيكم بس ردوا خاص من اليوم اكلمكم😍❤️,Positive,Qatar
157,الله يسعدك ياهدى ويفرحك اضعاف مضاعفه 🌹,Positive,Yemen
158,الف مبروك,Positive,Tunisia
159,الله يفرحنا بفوزك,Positive,Saudi Arabia
160,مبروووك لهمم ...المسابقاات القديمة ما اعلنتم عن الفائزين ???,Positive,Iraq
161,مشكورين يا STC,Positive,Qatar
162,ممممممممبروك عقبالي,Positive,Morocco
163,مبروووووك وعقبالي,Positive,Lebanon
164,الله يبارك فيكم,Positive,Morocco
165,تستاهل أبو مشاري هذا التكريم وأكثر تواضع وحب خدمة للجميع وابتسامة دائمة,Positive,Oman
166,#شتقول_لشخص_تغير_عليك   هذا التغير السنع بارك الله فيكم https://t.co/NDyn9jXYNs,Positive,Qatar
167,العفو عزيزي,Positive,Jordan
168,شكرًا لدعمكم #بسطة_ماركت راعي رئيسي  https://t.co/y6O1lmRZ1o,Positive,Egypt
169,ماشاء الله استخدامك للنت قليل 😳,Positive,Saudi Arabia
170,وجهك أبيض أخوي مشهور .. ويرحم والديك وجميع المسلمين,Positive,Saudi Arabia
171,القصور حاصل وأنا أخوك ... وأن شاء الله بقادم الأيام راح تتغير نظرة الكل عن  الى الأفضل,Positive,Iraq
172,الله يبيض وجهك ويرحم والديك,Positive,Qatar
173,حرام عليك اطلق شركه 🌝,Positive,Yemen
174,اجل اطلبهم وماراح يقصرون,Positive,Saudi Arabia
175,STC هى خطي الرئيسي وماهم مقصرين معي بالخدمة والهدايا بعد😅 ولا يوجد معي معهم مشكلة نهائيا,Positive,Yemen
176,ليش و الـ  ماترتبت امورك معها، مايقصرون مع الجميع ترى بس انت انده عليهم.انا اشجع الوطن ومنتجات الوطن🤗,Positive,Qatar
177,بالعكس باقة ٤٠٠ انا استخدمها واخذت شريحتين بيانات وجهاز ايفون طالعه علي ٢٥٠ واعتبر موفر كثير,Positive,Oman
178,ابشر,Positive,Qatar
179,ي لبى العلا ❤️❤️,Positive,Lebanon
180,واذا عندك دقايق او مفتوح داخل الشبكة تكلم كانك في المملكة ايضا مجربه,Positive,Saudi Arabia
181,#STC صاحبي اشترك فيها ممتازة https://t.co/avvgg4vfLH,Positive,Saudi Arabia
182,#STC مبروك على ( الألياف البصرية ) ياخوفي تكون السرعه مو شي بعد كم سنه 😭😭 تونا داخلين فيه 🙄,Positive,Yemen
183,#مسؤول_كفواخوي عبدالعزيز الشايجي موظف #STC توقعت انه بس يخدمني تبين انه يخدم الي يعرفه والي مايعرفه,Positive,Saudi Arabia
184,. مشگوور,Positive,Morocco
185,ويسسعددگ ياااربويبااارگ لگ في شغلگ,Positive,Yemen
186,دايم تصير في الحي حقنا والحمد الله معاد خرب,Positive,Saudi Arabia
187,مرحباأرجوا التواصل مع فريق العناية بالعملاء على حسابهم في تويتر وإن شاء الله يحلون مشكلتك(  ) -محمد,Positive,Saudi Arabia
188,خذ نت مفتوح هذا والله حلوه,Positive,Iraq
189,ههههههههههههههههههههههههههههه نبي الالياف بس,Positive,Libya
190,خذلك STC اصرف لك,Positive,Qatar
191,طرح جميل و خطة طموح تعطي ميزة تنافسية للشركة.,Positive,Saudi Arabia
192,علما ان سرعتك بالعصر الحالي تعتبر متوسطة الا اذا كنت عميل للحبايبفي  https://t.co/tCbyzWdS4R,Positive,Saudi Arabia
193,مأخذ عقلي ال م رسيد س  عرض STC.. ماعلينا اشكرك واذا عندك معلومه تفيد زودنا فيها,Positive,Yemen
194,ياختي ولا المودم حقهم الجديد كويس 👍مادري هو جديد ولا قديم بس اللي اعرفه انه فخممم,Positive,Saudi Arabia
195,سيتم بكل تأكيد التواصل معكم لحل شكواكم بأقرب وقت,Positive,Oman
196,من اليوم و رايح بركب نتSTC شكله افضل حتى الهلاليين حطوه,Positive,Libya
197,غير صحيح ..الالياف البصريه من ركبتها ماقطعت معي ولا مره,Positive,Yemen
198,يعطيك العافية,Positive,Algeria
199,😂فديتك انا كل شي منك مقبول يالشيخ,Positive,Egypt
200,يعطيك العافية اخوي,Positive,Qatar
201,يعوض أبشر وقت ماترجع الخدمة تواصل معي,Positive,Yemen
202,اذا بسبب النت حرام عليك ، نتهم ممتاز جداً,Positive,Saudi Arabia
203,شكراً STC 😂🏃🏻,Positive,Egypt
204,الرجاء اعطاء دورات لموظفينكم في فرع شارع فلسطين في التعامل مع الجمهور شكرا لكم تقبلوا انتقادي لانني اراكم الافضل,Positive,Saudi Arabia
205,الله يبارك فيكم,Positive,Morocco
206,الله يبارك فيكم ❤️,Positive,Morocco
207,الف مبرووووك ياخالد,Positive,Saudi Arabia
208,ألف مبروووووك,Positive,Lebanon
209,اي الله يسعدك,Positive,Qatar
210,الله يسعدك تمام,Positive,Saudi Arabia
211,نعم وخدمتهم رائعه لاكن STCويدل عليك اول حرفين من اسم الشركة 😂😂😂👍,Positive,Yemen
212,تمام التمام يعطيك العافية,Positive,Oman
213,مبروك,Positive,Libya
214,عليكم  وعقبالي😍,Positive,Tunisia
215,كتر خيركم🤐,Positive,Morocco
216,يستاهل ه الزين اكثر,Positive,Libya
217,مبروك,Positive,Libya
218,السلام عليكم اود تقديم شكر لموظف بالاسم في احد فروع الرياض على الخدمة المقدمة منه هل بإمكاني التواصل معك على الرسائل الخاصة,Positive,Oman
219,السلام عليكم ورحمة الله وبركاته ممكن تفيدني بجهه اقدر اتواصل معها ابغا معلومات عن الشركه تفيد مشروعي شاكره لكم تعاونكم,Positive,Oman
220,اليوم بس بلعتكم 😍,Positive,Jordan
221,اليوم هاديكم الله ايه هذا الشغل الزين. https://t.co/4oOufZj55h,Positive,Yemen
222,بالتوفيق,Positive,Iraq
223,بصراحة انا معجب جداً في خدماتكم الرائعة والتغطية بجميع أنواعها للشبكة والإنترنت 👍🏻 انتم بالنسبة لي المركز الأول,Positive,Oman
224,تدرون صرت مٌغرمه بكم؟ ❤️,Positive,Oman
225,تسلم الحبيب,Positive,Yemen
226,تطبيق اكثر من رائع,Positive,Saudi Arabia
227,حبيبي ، كيف أفعل الواتس ؟ وبكم ؟ مشكور مقدماً 💜,Positive,Yemen
228,سلام يا اتصالات انا مواطن وحاب افيدكم عندنا عدد١٢عماره في موقع مميزتعالوا استفيدوا قبل STCوركبوا لنا الياف/جدة خلف قاعة نرسيان👍🏻,Positive,Yemen
229,شبكة ممتازة,Positive,Saudi Arabia
230,شكرآ لكم,Positive,Morocco
231,شكرا ماقصرت,Positive,Qatar
232,عندي لكم فكرة حلوة ، إنشاء شركة طيران وفنادق ومكاتب سياحية  😃👍🏻,Positive,Saudi Arabia
233,في انتظاركم انشا الله الفوز,Positive,Libya
234,لا كويس ضبط الحين ☺️,Positive,Qatar
235,لوخليتوا الاستطلاع بهالطريقه أفضل مامدى رضى العميل لخدمات STC,Positive,Yemen
236,ونشكركم ايضا تواجدكم في قرية #العنيق التابعه لقرية #المسيجيدديرتنا صارت احلا مع #STC https://t.co/1bmTAcQUCU,Positive,Yemen
237,ياريت تفرحوني بهدية,Positive,Egypt
238,يعطيك العافية يالطريقي,Positive,Qatar
239,العفو يالغالي,Positive,Iraq
240,الله يسعدك يا استاذ فهاد سعادة بحجم السماء ع رقي تعاملك🌹👍,Positive,Syria
241,اوك جزاك الله خير,Positive,Saudi Arabia
242,كفو شكرا احبك,Positive,Yemen
243,ما طلبتو شي ( الله يحيك ) !!,Positive,Morocco
244,ياليت شاكر لك استاذ خالد,Positive,Yemen
245,يعطيگ العافيه ي اخ نواف بس فيه رقم  للتفعيل,Positive,Saudi Arabia
246,انا عندي STC في البيت والشبكة زي الفل🌹 مافيها كلامشكرا STC,Positive,Saudi Arabia
247,الإخوة موظفي شركة STC  المحترمين حقا كنت اكن لكم كل الود والإحترام ، لكن عند زيارتي لفرعكم في منطقة القصيم,Positive,Saudi Arabia
248,حياك الله اخوي..  ..أعتذر عن الإطالة .وسيتم التواصل معك خلال لحظات عبر الرسائل الخاصه .. وشكرأ. خالد,Positive,Oman
249,STC ان تسعد اكثر,Positive,Tunisia
250,ابشر ، بس للامانة يهمني الخدمة اكثر من الخصوصية,Positive,Qatar
251,ابشر ربي يسلمك ❤️,Positive,Qatar
252,اتصلت ع الشركه بيقولولي لازم ازور اقرب فرع ل STC لو تقدر تساعدني يكون افضل,Positive,Egypt
253,اتمنى الرد اخوي الله يسعدك,Positive,Saudi Arabia
254,احبك 😍,Positive,Jordan
255,احبكككك 😍,Positive,Iraq
256,أحبك😍😍💛💛,Positive,Saudi Arabia
257,ارحب يالسمي ، قد تواصلت خاص,Positive,Yemen
258,أرسلت لكم عبر الخاص وللأهمية الرد وفقكم الله.,Positive,Oman
259,أسعد الله صباحكم، وشكراً لكم لحسن التجاوب، وقد أرسلت الرقم.,Positive,Oman
260,أشكر لكم سعدت صدركم من الصباح و التفضل علي بالأجابه .ما فهمته أن فني التركيب هو من يتكفل بكل شي و أن كان التسليك داخلي ؟,Positive,Oman
261,أشكركم لتجاوبكم وفي انتظار الرد والحل للمشكلة التي أوردتها لكم بالخاص مع فائق تقديري.,Positive,Modern Standard Arabic
262,الإخوة موظفي شركة STC  المحترمين حقا كنت اكن لكم كل الود والإحترام ، لكن عند زيارتي لفرعكم في منطقة القصيم وشرائي لشريحة نت .يتبع,Positive,Saudi Arabia
263,الحين ضبط شكرا.,Positive,Qatar
264,السلام عليكم ..اليوم سحبت ع  و نقلت خطي للشركة العملاقه STC و أصبحت بفخر احد عملاء STCقال STC قال 😂😂🙃🙃💔💔,Positive,Oman
265,الله يعطيك العافيه اخوي عبدالعزيز  واشكركم ع التجاوب السريع لانكم الافضل  خلاص انتهت المشكله وتفعلت الباقه تحياتي لك,Positive,Saudi Arabia
266,تم الاتصال على 900 الرقم الموحد تم علاج المشكله الف شكر لكم STC حياه احلى,Positive,Yemen
267,جزاكم الله خير,Positive,Tunisia
268,جزيت الجنه,Positive,Tunisia
269,شكر لك,Positive,Saudi Arabia
270,شكرًا,Positive,Oman
271,شكراً جزيلاً,Positive,Iraq
272,شكرا لحدمتكم الان اتابع المباراه بدون تغطيع شكرا لخدمه العملاء,Positive,Yemen
273,شكرا لك,Positive,Saudi Arabia
274,شكراً لكم رجعت الخدمة,Positive,Algeria
275,شكراً لكم سلطان، أحمد حضر الفني وقام بأصلاح المشكلة أقدر لكم سرعة تجاوبكم,Positive,Oman
276,شكرا من القب انحلت مشكلتي الله يعطيكم العافيه,Positive,Iraq
277,شكرا وايد,Positive,Oman
278,شكراً يعطيك العافيه اخوي احمد,Positive,Qatar
279,ممتن لك على تعاونك الراقي,Positive,Saudi Arabia
280,يعطيك العاافيه وشكراً لك,Positive,Oman
281,مبروك للرابح معنا في فعاليات #قطاف_التميز  بتذكرة سفر مقدمة من  ✈️,Positive,Jordan
282,مبروك للرابحين معنا بفعاليات #ويكند_STC في مسابقات وجوائز أكثر 🎁,Positive,Oman
283,شكراً #STC على الفوز بالتذكرتين ...  ✌🏼️ رغم خسارة الريال مدريد للاسف لكن استمتعنا ... 😊 https://t.co/zV7RjSZ9A4,Positive,Jordan
284,شكراً  على الكرة https://t.co/PF3na6o5Tv,Positive,Algeria
285,شكرا على حسن تعاملككم وعلى شرايح البيانات الرائعة   https://t.co/fErtxEaRVR,Positive,Oman
286,شركات الاتصالات وخصوصاً STC و STC قاعدين يقومون بدور اجتماعي مميز جداً .. شكراً,Positive,Qatar
287,الحمد لله؛ تم توثيق أرقامي في كل STC و STC و Zain بكل يسر وسهولة.  شكرًا لكم على إتاحة هذه الخدمة المتميّزة.,Positive,Oman
288,لدي عطل في الهاتف 0126553728والانترنت  ارجو من سعادتكم ارسال الفني لعملية الاصلاح ولكم مني كل التقدير والعرفان,Positive,Oman
289,شكرا الله يعطيكم العافيه وبروح إلى احد فروعكم واشترك في باقة بيانات مفوتر ١٦٠ ريال شهريا,Positive,Oman
290,اكيد STC الافضل دايماً  #ما_الافضل_STC_زين_STC,Positive,Iraq
291,#ما_الافضل_STC_زين_STCSTC FTTH للبلاستيشن خطييرة افخم الشعب بيتهم وجوالاتهم STC بس يبيلهم يسوون كم عرض مغري لانترنت الجوال .,Positive,Qatar
292,هذا حال الدنيا ماعليها مستريح ياابو محمد الله يغنينا واياكم من واسع فضله,Positive,Yemen
293,يابن الحلال الاتصالات افضل شي بدون مبالغة او مدح لها يكفي شبكة اتصال قوية بلا منافس .STC وزين كل وحدة اردى من الثانية,Positive,Saudi Arabia
294,شكراً STC شركة رائدة وسرعة ممتازة ولله الحمد الى الامام ياشركتنا المفضلة دائماً,Positive,Oman
295,والله فعلا ي ابو تميم من حولت عليها وانا مرتاح مرة,Positive,Saudi Arabia
296,مشكورين الله يجزاك خير,Positive,Qatar
297,اووه عذرا افتكرت الخطوط لا الاس تي سي تمام ردوا علي وخدموني ششكراً  لهم,Positive,Sudan
298,#ما_الافضل_STC_زين_STC أكيد STC,Positive,Iraq
299,#ما_الافضل_STC_زين_STCالأفضل وبلا منازع,Positive,Oman
300,#ما_الافضل_STC_زين_STC صراحة لازين ولا STC خسارة الفلوس فيها في نظري ليست سيئة بل أفضل منهم .,Positive,Oman
301,الافضل   #ما_الافضل_STC_زين_STC,Positive,Iraq
302,عطوني الجوده وخدمه راقيه 🌹,Positive,Syria
