Sentence_ID,sentence,label,Dialect
121,حرام عليها ، هاد الناس مساكن مقاتلين مع الوقت جات وحدة جمعات ليهم رزقهم لي حفاو وعراو باش يجمعوه,-1,Morocco
122,على هاذ الحساب الواحد مابقاش مأمن على فلوسو فالأبناك ...ذاك النهار بنك ودبا بنك ....آش هاذ المصيبة؟؟؟؟؟,-1,Algeria
123,لا حول ولا قوه الا بالله......ماكاين لا مخزن لا والو....ما بقات ثيقة. لا عدالة ولا والو,-1,Morocco
124,الوزير شفار الموظف الشفار ويشي يشفر شي وشي يحکر شي لا حق لا قانون الله عليك يابلادي,-1,Iraq
125,انعدام المراقبة و المحاسبة راه كثرة الفساد في البلاد. من أين لك هذا الشفارة اولاد الحرام قهرتو الشعب كله الله ياخد الحق في كل ضالم فاسد مخربين للبلاد و العباد المفسدين و الفاسدين و المجرمين و لمن يخون الوطن الله الوطن الملك,-1,Algeria
126,حسبي الله ونعم الوكيل الله يخد ألحق في دليمين,-1,Palestine
127,لاحول ولاقوة إلا بالله العلي العظيم ربي يأخذالحق ويرد لكم فلوسكم,-1,Saudi Arabia
128,البنكة هي المسؤولة حيث هي لموظفين هاد السيدة و عاد المسؤولين ديال هاد البنك متيرقبوش مكاين لا مجلس محاسبة لا مراقبة لا حتى حاجة.,-1,Morocco
129,على هاد الحالة ،مابقات ثقة،لي عندو شي فلوس يخبيها فدارو....,-1,Morocco
130,هادو راه متافقين مالين الوكالة دايرين عصابة مع بعضياتهم,-1,Morocco
131,كروش الحرام لي كياكل عرق الواحد ربي مايسهل عليه ياكل فيهم الحرام وكلتهم االله,-1,Morocco
132,هاد والله الا مصيبة مبفى مايعجب حسبي الله ونعم الوكيل,-1,Morocco
133,طالبوا بي أموالكم وتعويض على الروطار والخلعة والنصب. كل حاجة لها تمان وتعويض,-1,Tunisia
134,الفساد يستغل الجهل.,-1,Tunisia
135,لا حول ولا قوة إلا بالله العلي العظيم اللهم لا شماتة اللهم لا شماتة اللهم لا شماتة,-1,Tunisia
136,لا حول ولا قوة الا بالله العلي العظيم,-1,Tunisia
137,هاد بريد بنك ديال ثيفلت فيها عصابة ديال بعض الموظفين اللي دايرين السيبة فعباد الله,-1,Morocco
138,الله ياخد الحق في الشفارة الطالمين.انشاء الله العداب في الدنيا والآخرة. اكروش الحرام,-1,Tunisia
139,البنك المركزي هو المسؤول عن كل الخدمات,-1,Jordan
140,لا حول ولا قوة الا بالله العلي العظيم واتوب اليه,-1,Tunisia
141,ما هذا وما ذا نسمع ليس هناك مراقبة في الابناك والصناديق الفساد فاق كل التخيلات,-1,Modern Standard Arabic
142,واش ملي الحكومة كضرب المليرو متحسبش وهي تبق تشوف ومتخونش بلاد دراع لي قد على شئ كيدير,-1,Morocco
143,المسؤولين المراقبة خاص يخطو فلو فلوسهم لناس,-1,Morocco
144,لاحول ولا قوة الا بالله العلي العظيم استغفر الله العظيم حسبي الله ونعم الوكيل حسبي الله ونعم الوكيل حسبي الله ونعم الوكيل اش هد العجب ولينا كنشفوه واش الناس متيخفوش من عداب الله في الدنيا ولا في الآخرة لا الاه الا الله,-1,Morocco
145,اقصا العقوبات على الشفرة فجميع الجيهات المغربية...لمدا كترت تشفرت...لحول ولا قوة الا بالله العلي العظيم,-1,Morocco
146,متنازلوش اعلى حقكم مدير المأسسة يتحمل المسؤولية الله ياخذ فيهم الحق الشفارة,-1,Saudi Arabia
147,لله يخوذ فيهوم الحق,-1,Tunisia
148,ناري على شوهة حتى بريد المغرب بنكة فيها القوالب الجاهزة للنصب على عباد الله المخلصين إلى خرجت برا البلاد هزكم الما القانون لا يحمي المغفلين للأسف,-1,Tunisia
149,الله يشد ليكم الحق فيها الشفارة,-1,Tunisia
150,حتى المدير متافق معها,-1,Morocco
151,بريد المغرب لايملك اللوجستيك ليصبح مؤوسسة بنكية اما الفساد الدي ينخره فحدث ولاحرج بعض المديرين يتاجرون في العملة الصعبة بربطهم صداقات مع بعض افراد الجالية لحسابهم الخاص اوزيد اوزيد,-1,Oman
152,هادي هي القوالب الموظفين كيمشيو للحساب ل ماليه مكيسولوش فيه على مدة طويلة,-1,Morocco
153,الخطأ. ديالهم علاش تيعيطوعليها وتيعطيوها الفلوس بينها وبينهم هما تاقوا فيها بزاف بلا وراق بلا اتبات,-1,Morocco
154,خص هد المرة الانسان الى بغا يحط فلوسو يسجل بالفيديو شحال عطاهم مصيبة هذي,-1,Morocco
155,من سوس لله يخوذ فيها الحق لله يمهيل ولا يهميل.,-1,Tunisia
156,بغيت غير نعرف واش هاد ناس كيحطو فلوسهم بلا حتى ورقة ولا حتى لعندو الوراق مشاوي ليه فلوسو شي حد افهمني الله يجزيكم,-1,Morocco
157,بنت الحرام .حقرات عليهم .كتختار غير الاميين. الدولة خاصها تدخل وترجع للناس فلوسهم.وتبحث في القضية.واش كاين شي حد كيحط الفلوس ومكياج حتى ورقة .لا حول ولاقوة الابالله العلي العظيم.,-1,Morocco
158,خاص ديرو شكاية بل بريد بنك انتما حاطين فلوسكم عند شركة تقتو فيها ماشي عندالموضفة يعطيوكم فلوسكم ويضبرو معها. هما بغاو يقولبوكم تبعو الموضفة وتخليو شركة,-1,Algeria
159,حالة يرثى لها ماشي لا يرثى لها الكاميرات هي لي تثبت,-1,Algeria
160,شحال من مرا حاطا الفلوس بلا خبار راجلها ...نفس المشكل كان اوقع فمراكش كان السبب فطلاق شحال ديال الأزواج,-1,Morocco
161,هل. هناك. بحث. و تحقيق. في. هاته. المصيبة. ضروري. الناس. تاخد. رزقها. لان. هاته. الكارثة. تزرق. عدم. التيقة. في. جميع. البنوك,-1,Algeria
162,حسبنا الله ونعم الوكيل.الله ينتقم من الطالمين المجرمين .كما تدين تدان.ان الله يمهل ولا يهمل.ان الدنيا لا تساوي جنح بعوضة الشفارة الجماعة اتقو الله يا طالمين,-1,Tunisia
163,&#39; انتم الفقراء الى الله والله الغني&quot; صدق الله العظيم,-1,Oman
164,ياربي السلامة الله يستر,-1,Algeria
165,الإنسان ايلاحط فلوس يشد توصيل ويقراه قبل ما يخرج .,-1,Tunisia
166,مسكينة بصحة جيدة عندها بقعة أرضية وخازنالك 10ملايين وتقولك مالاقيين ما نحنجرو ما الناكلو,-1,Tunisia
167,مسؤولية على المؤسسة البريد المغرب برمته. و تعويض يكون من عندها.,-1,Libya
168,الناس ديال ارفود الثقة التامة,-1,Morocco
169,گاع المشكيل. مبقاش التقه بهادي لبلاد مبقاش فيها والو لحقيقه,-1,Morocco
170,البنك من يتحمل المسؤوليه,-1,Yemen
171,لاحول ولاقوة الا بالله,-1,Tunisia
172,الناس بغات نسبة الفائدة. الطماع تيقضي عليه الكذاب.,-1,Morocco
173,تحركوا ديرو شكايات لسيد الوكيل العام,-1,Algeria
174,Lahawla walah 9owata bilah 3aliyo 3adim lah m3akom,-1,Tunisia
175,هادي معروفة بالنصب والاحتيال والدراويش هم الضحايا شكون المسؤول هو المدير والبنكة لا يعقل هاذشي واقع لمؤسسة بنكية,-1,Algeria
176,الله يوقف معاكم,-1,Qatar
177,الناس مأزمة وزادو أزمهم,-1,Libya
178,النصب والاحتيال فلبنك,-1,Iraq
179,الله يرحم سعاد ويبين حقها في أقرب وقت,-1,Saudi Arabia
180,حشومة حسبناالله ونعم الوكيل في كل ظاام يارب العالمين,-1,Tunisia
181,انا ظد الزروالي ولكن هادشي لقال كامل صحيح شوفنا هدشي كامل الفديوات حسبي الله ونعمة الوكل فكل ظالم,-1,Morocco
182,قاليك كايازرو الزوج وعشيقتة وأمه لي متهمين بتسمم المرحومة سعاد....والزروالي والبوتوبر لي معاه واقفين مع عائلة سعاد البري ي لي هي إبنة خالت جمال وهم يريدون معرفة من قتل سعاد فهم تتسطى الزوج مابيهش شكون لي قتل مراتو ومقابل الزروالي علي عندو توكييل من عند العائلة سعاد باش باز هم... أما البوتوبى لي مع جمال اغليتهم عندهم تصفية حسابات مع الزروالي ومن بينهم طوطو سيدي عدي وحنان شانيل وياسين القنيطري تحفيظ ووووووووو,1,Morocco
183,مسكينة سعاد المرحومة,-1,Tunisia
184,الله يبين حق المرحومة سعاد علاش هاداك لقنفود كان ناكر مراتو وبناتو ربي يبين حقها,-1,Libya
185,الزوج لي دابا كيقول مرتي مرتوا الله يرحمها ملي كانت حية كان ناكرها وناكر بناتو وخطب على المباشر وحدة خرى واحنا فرحانين ليه ومعارفينش راه مزوج وتا ملي ماتت الله يرحمها قال بنت خالتو ماتت حتى عرفنا هادشي من بعدما ما عرفنا انها ماتت مسمومة,-1,Morocco
186,كيفاش السيدة ما كملات حتى سيمانة من الموت ديالها وناض دايير العرس وكايردح فهم تسطا والله القتال لادوزتيها على القضاء المغربي عاش القضاء المغربي النزيه,1,Morocco
187,لاحول ولاقوة الابالله الله العالي العضيم,-1,Tunisia
188,هاد الزروالي شحال مكنحملوش ديمة خاشي راس في كلشي اهاديك السيدة اللي ماتت انا مكنعرفهاش كنطلب الله يبين حقها,-1,Morocco
189,سبحان الله مجموعة متسولي العصر الحديث، أصبح لهم شأن في المجتمع، اليوتيبور الله يلعن الي ما يحشم.,-1,Tunisia
190,كلامك صحيح,1,Saudi Arabia
191,الله يبين الحق.الزروالي,1,Tunisia
192,الحمد لله الذي عافانا مما ابتلى به غيرنا,1,Morocco
193,انا من الجالية الالمانية وانا مغربي والحمد لله افتخر ولكن مثل هذا الاشخاص يمثلون المغرب اكفاس التمثيل يدعمون مثل اية اعوذ بالله حسبنا الله ونعم الوكيل.,1,Saudi Arabia
194,الله اعطي لمك شي حجة و يرزق لمك الفرداوس الأعلى لما دير ليا شي ابوني الله اعطيك الصحة والعافية,1,Morocco
195,بصحتك نيبة درويش تستاهل كل الخير من حقك,1,Saudi Arabia
196,تبارك الله عليكم بالصحة والراحة التفويجة,1,Morocco
197,تستاهل كل خير اخويا نيبا صوفيا الروجولة تهلات فيك,1,Tunisia
198,لا حول ولا قوة إلا بالله المغاربة شوهة في كل مكان اللهم إنا نسألك لطفك والستر في الدنيا والآخرة يارب,-1,Algeria
199,مجتمع الميم رغم الاضطهاد الذي نعيشه من طرف أغلب المغاربة في المجتمع المغربي ، وهجرتنا إلى بلدان أروبية وغيرها ، يبقى حب الوطن في قلوبنا وولد البلاد وبنت البلاد تبقى في القلب مستحيل نفوتوه في الغربة ، الحب هو الحب والحب هو أصل الحياة والغاية منها أزول فلاون من أمستردام,1,Morocco
200,خونا نخنوخ خونا،فوزي تهلا وإنشاء الله ترجعوا بالسلامة,1,Tunisia
201,تحية ل ظاهير يامات العز و الرجولة دابا جا هاد الحتالة و ولا عندو عادي يبان مع المثليين الحمد لله الذي عفانا مما ابتلى به غيرنا,-1,Morocco
202,Bravo sofia maghribia horra,1,Morocco
203,ناري نيبا تبدل حيييييييياة فينك لقضياء فيها صوفيا طالوني,1,Morocco
204,ديما كانسمع حارو فيه الاطباء اليوم شفتهم اطباء حارو فنخنوخ,1,Tunisia
205,نخنوخ و طالوني والله مايزكلو,1,Tunisia
206,يوم يصبح الرجال نساء فإعلم ان الشيطان قد شارف على إنتهاء عمله,1,Modern Standard Arabic
207,أعوذ بالله حسبنا الله ونعم الوكيل,-1,Morocco
208,نخنوخ حسيب بيهم غيخرجو عليه حيت دوك جوج اطباء ممفاهمينش ههههه عفلو عليها نهار نتيجة غيبان بحال شي قريديس,1,Morocco
209,والله واخا يغنيني بحال داك نوع منشوفش فيه حت شوفة ناس دب وريهوم غير لفلوس اسير لهيه غير الله ادير شي تاويل ديال لخير اصافي,-1,Morocco
210,rak 3ajbni achrif,1,Iraq
211,بنهرا و نخنوخ واووووو،واعرين بجوج نخنوخ منخنخ فتركيا حوايجو ما بدلمهم....بنهرا الي متافق يدير لايك بنهرا يدير مفاجأة للمغاربه و خوتنا و عاىله نور الدين نيبا,1,Tunisia
212,كاش نهار تبيع حياة وبنتك على جال فلوس,-1,Tunisia
213,ههههه شرغو,1,Morocco
214,تحية حب وإحترام لهذا المغربي أخوك من الجزائر,1,Modern Standard Arabic
215,ما جذبني للمقطع هو ان لويسا تحجبت وأسأل الله أن يثبتها ويرزقها الحجاب الكامل,1,Oman
217,الله يسهل عليك ا سي براهيم و يسخر للاخ فالمشروع ديالو,1,Morocco
218,المغربي الوحيد لي مستحيل نكرهو. الله يكون معاك و يهنيكم,1,Algeria
219,بصحة وسلامة خويا ابراهيم تستاهل كل خير عافك متبقاش تغيب علينا بزاف,1,Morocco
220,المغربا ديم رافعين راية لبلاد في ما مشاو تحيا لكم من المغرب,1,Morocco
221,عودة ميمونة ان شاء الله توحشناكم مبروك عليكم الموطور الله يدخلو عليهم بالصحة و العافية ان شاء الله و الله يكتب ليكم دائما السلامة فالطريق,1,Algeria
222,lmgharba finma mchaw kayhzo lina ras,1,Iraq
223,السلام خويا إبراهيم مبروك عليك الدرجة الله يدخلها عليك بالربح ومزيد من التألق,1,Morocco
224,طولت الغيبة يا ابراهيم ليك وحشة كبيرة خونا تحياتي ليك من تونس واصل أخي ربي يوفقك,1,Sudan
225,مبروك الدراجة النارية سي ابراهيم و لويسا تستاهلوا كل خير ، الله يسر ليكم الأمور و تحققوا ما تمنيتوا .,1,Tunisia
226,الفيديو واعر مرة مرة زورو نبيل باش ميحسشي بالغربة باينة فيه انسان قلبه رائع و مبروك الموطور فرحتلك بزاااف عقبال تحقق كاع أحلامك إن شاء الله,1,Algeria
227,الف مبروك حجاب لويزا ربي يتبتك ويخليكم لبعض تحياتي من جزائر,1,Syria
228,خويا إبراهيم الله يجعلها مركبة مباركة داىما دير دعاء الركوب والسفر باش ربي يحفظك نتا ولويزا من الحوادث الله يحفظكم من كل سوء,1,Morocco
229,اروع والطف زوجين شفتهم متواضعين ومتحابين ربي يخليكم لبعضاكم,1,Syria
230,على سلامتك خويا لعزيز والله ايسر لك امورك يارب,1,Morocco
231,ولله الا توحشناك اخويا ابراهيم ومرت خونا لويسا الله يحفظكم ومبروك عليك الموطور الجديد يدخل عليكم بالخير والصحة والسلامة,1,Morocco
232,نعمة تربية الله يخليك الولدة خوي لعزيز,1,Tunisia
233,وااااا شحال توحشتكم أخويا إبراهيم,1,Algeria
234,Finally they&#39;re back,1,Oman
235,تحياتي لولاد بلادي ربي معاكم,1,Morocco
236,أحسن كوبل فالعالم أحبكم في الله,1,Algeria
237,بالصحة و الراحة اخي تستحق كل الخير,1,Algeria
238,لويسا كتقتلني بضحك مع العربية ديالا un abrazo muy grande hermano Ibrahim dios os vendiga,1,Morocco
239,بالتوفيق خوي تستاهل مليون متابع محتوى طوب وديما كاز,1,Saudi Arabia
240,اللهم بارك خويا إبراهيم الله إصخر أخويا أربي إحفظكم من شر الخلق,1,Egypt
241,اللهم بارك خويا إبراهيم ، ربي يحفظك إنت و لويزا و أخيرا رجعنا شفناك والله مشاهدة فيديوهاتك تفرحني,1,Algeria
242,على السلامة ومبروك عليكم الموطور الجديد الله يبارك ليكم وااعر. مباقيش تغبر علينا بزااف ولفنا الجولات ديالك,1,Morocco
243,اشتقنا لكم اتمنى ان تكون اموركم جيدة ولا تتاخروعلينا مرة اخرى,1,Oman
244,مبروووك عليك تستاهل كل خير يا أحسن بيهي فالعالم,1,Algeria
245,وأخيرا عدة إلينا ياإبراهيم ويالويزا ..إشتقنا لكم كتيرا ..أعرف أن صناعة المحتوى يتطلب الوقت لاكن لاتغب كتيرا ..وكن حدرا مع الدراجة وتهلا في لويزا,1,Yemen
246,الله يبارك ليك فيه و الله يفرحك يا أخي أنت و جميع المغاربة,1,Morocco
247,Me alegro pr vosotros que lo disfrut is بصحتكوم الله ايهنيكوى او يحفضكم .,1,Morocco
248,تحياتي لك اخي إبراهيم ولويسا بصحتكم مطور زوين مطعم زوين,1,Morocco
249,مبروك عليك ما شاء الله كنبغيكم و الله يسر ليكم و لويسا ما شاء الله كتحمق,1,Morocco
250,اليوتربر الواحد لي ماندمتش حيث تابعتو بصحة الموطور اخويا براهيم غي واحد البلان خويا براهم بقا دير لينا فيذيوهات طوال بروجولة,1,Morocco
251,هادشي كيالم بزاف ياربي تحفظ ولدي ووليدات المسلمين أجمعين,-1,Morocco
252,عهد مسكين بغا يتوب ولكن ملقاش ليعاونو مع للأسف الشديد عاونوه مسكين راه معذب,-1,Morocco
253,لا حول ولا قوة إلا بالله العلي العظيم ياربي عاون خاوتنا لمغاربة,-1,Tunisia
254,ياربي تعفوا على هذا الولد في هاد رمضان الكريم,-1,Algeria
255,والله يلا قطعلي قلبي الله يسترو وبردو للطريق المستقيم يااارب اهدي أولاد المسلمين يااارب وابعد عنهم الفتن واحفظ أولادنا,-1,Libya
256,بقافيا بزاااااااااف الحمد لله الذي عافانا مما ابتلى به غيرنا,-1,Morocco
257,ماشاء الله ولاحول ولاقوة الا بالله العلي العظيم الله اعفو على هذا الشاب يارب,-1,Saudi Arabia
258,لا حول ولا قوة إلا بالله ارحم من في الأرض يرحمكم من في السماء,-1,Tunisia
259,لآ حول ولا قوة إلا بالله العلي العظيم الله يلطف بعباده,-1,Saudi Arabia
260,Marouane dima kayn,1,Morocco
261,ڤيديو عظيم .. لا يقل عظمة عن ڤيديو السفر عبر الزمن ..شكرا لك,1,Modern Standard Arabic
262,أخيراً شي حلقة، هرمنا من أجل هذه اللحظة,1,Algeria
263,دائما متالق أرفع لك القبعة كالعادة تحليل رائع لك كل احترام وتقدير,1,Modern Standard Arabic
264,Always an honor to watch quality content b darija,1,Oman
265,كنتحدى واش كاين شي واحد كيدوي بالعربية يوتيبر كيدير محتوى بهاد الثقل وهاد التحليل و هاد الكام الهائل من المعلوماات,1,Morocco
266,مروان ديال هنا مشي هو مروان ديال التويتش,1,Morocco
267,برافو اتمنى ان تتكلم عن الارض المسطحة و تقول لنا كيف تنتهي الارض المسطحة؟ ؛ هل تمتد الى ما لا نهاية ؟! ام انها تنتهي عند حافة !؟,1,Oman
268,رائع رائع أنت البارع تبارك الله عليك عزيزي مروان عمل رائع متعتنا بهاذ الفيديو الحلو و الموسيقى التصويرية خاصها كيت أوريجينال تبارك الله مونطاج نقي و معلومات محبوكة . أسرع ساعة دوزت هاد العام هههه. ما تغبرش علينا,1,Algeria
269,نتا من اليوتيوبز المغاربة لي كانفتاخرو بيهم كمل اخاي وفيق لينا الناس لي استحلاو نضريات المؤامرة والكون كايتآمر عليهم,1,Morocco
270,والاه مكرهنا فيديوات بحال هادو بهاد الطريقة دالهدرة ديالك اللي كاتدل على انك واحد الانسان اللي واعي و مثقف بالقدر الكافي تقدر تدوي على واقعة تشرنوبل و دير لينا شي فيديو عليها,1,Morocco
271,منيش قادر نتحمل انتظرناك ريان لنراك تكبر ولكن قدر الله وما شاء فعل إن لله وإن إليه راجعون عظم الله اجركم إخواننا,-1,Algeria
272,الحزن حزننا جميعا ولكن الأم حالتها لا يعلمها سوى الله...اللهم ٱجعله مع الصديقين و الشهداء تعازينا للإخوة المغاربة ريان خونا و جزء منا,-1,Algeria
273,إن لله وإن إليه راجعون ريان مات لكنه لن يموت في قلوبنا وسنبقى نذكره دائما ريان طير من طيور الجنه ربي يصبر ولديه عليه وصبرنا يارب,-1,Oman
274,تعازينا الحارة لأهل ريان ولكل المغاربة إن لله وإن إليه راجعون,-1,Modern Standard Arabic
275,تعازينا لأهل الطفل وللشعب المغربي بأكمله,-1,Tunisia
276,تعازينا الخالصة لوالدي ابننا ريان وإلى الشعب المغربي من طنجة حتى القويرة الله يصبر ميمتو وباباه ويصبرنا كاملين والله ماراني قادة هاذ الولد أثر فينا كاملين تحية كبيرة من تلمسانية إلى كل من ساهم في إخراجه,-1,Algeria
277,تعازينا من فلسطين إلى والديه وإلى أهلنا في المغرب الحبيب الله يرحمه ويسكنه فسيح جناته ويصبر اهله ياارب,-1,Oman
