Sentence_ID,Tokens,NER_Tags
87,وعبرنا,O
87,الدروب,O
87,السلسة,O
87,اللي,O
87,تلتف,O
87,حول,O
87,أسفله,O
87,.,O
88,تذكر,O
88,،,O
88,كان,O
88,يقول,O
88,،,O
88,"""",O
88,القانون,O
88,ليس,O
88,فقط,O
88,عن,O
88,القواعد,O
88,،,O
88,ولكن,O
88,عن,O
88,العدل,O
88,والإنصاف,O
88,.,O
88,"""",O
89,في,O
89,المدينة,O
89,،,O
89,كان,O
89,يعزف,O
89,على,O
89,الهارمونيكا,B-MISC
89,بشغف,O
89,كبير,O
89,،,O
89,حتى,O
89,حصل,O
89,على,O
89,تصفيق,O
89,مستمر,O
89,وصار,O
89,مشهور,O
89,جديد,O
89,.,O
90,جاء,O
90,الوقت,O
90,المنتظر,O
90,أخيرًا,O
90,،,O
90,وكما,O
90,تنبأ,O
90,،,O
90,كشف,O
90,الحدث,O
90,تمامًا,O
90,كما,O
90,توقع,O
90,.,O
91,بدلاً,O
91,من,O
91,تدميرها,O
91,،,O
91,قرروا,O
91,جمع,O
91,دعم,O
91,الجمهور,O
91,للحفاظ,O
91,على,O
91,المكتبة,O
92,داخل,O
92,الغرفة,O
92,،,O
92,على,O
92,عكس,O
92,بقية,O
92,القلعة,O
92,،,O
92,كانت,O
92,هناك,O
92,طاولة,O
92,خشبية,O
92,بسيطة,O
92,وكرسي,O
92,واحد,O
92,فقط,O
92,.,O
93,حس,O
93,جون,B-PERS
93,بالحرارة,O
93,،,O
93,فقرر,O
93,يضل,O
93,عريان,O
93,،,O
93,شي,O
93,ما,O
93,كان,O
93,يعمله,O
93,كثير,O
93,.,O
94,في,O
94,الجملة,O
94,،,O
94,كان,O
94,عند,O
94,الخباز,O
94,ثلاثة,O
94,وثلاثين,O
94,نوعًا,O
94,من,O
94,الخبز,O
94,،,O
94,بالإضافة,O
94,لنوع,O
94,جديد,O
94,قرر,O
94,يصنعه,O
94,.,O
95,لما,O
95,حان,O
95,الوقت,O
95,،,O
95,صارت,O
95,الأرض,O
95,مقعد,O
95,لملك,O
95,عظيم,O
95,.,O
96,قام,O
96,بواجباته,O
96,بشكل,O
96,جيد,O
96,،,O
96,وأبعد,O
96,المشاغبين,O
96,عن,O
96,المكان,O
96,.,O
97,استخدم,O
97,سلطته,O
97,زي,O
97,السيف,O
97,،,O
97,بس,O
97,مع,O
97,ذلك,O
97,،,O
97,فقد,O
97,نعمت,O
97,فريقه,O
97,.,O
98,صوت,O
98,هبوب,O
98,الرياح,O
98,انتهى,O
98,،,O
98,وبعده,O
98,جاء,O
98,الصمت,O
98,.,O
99,الموضوع,O
99,كان,O
99,ببساطة,O
99,هو,O
99,الاستمتاع,O
99,باللحظة,O
99,بالنسبة,O
99,لي,O
99,.,O
100,قامت,O
100,الطفلة,O
100,وبدأت,O
100,تتحرك,O
100,،,O
100,وكانت,O
100,سلامتها,O
100,هي,O
100,همنا,O
100,الأول,O
100,.,O
101,العالم,O
101,يقدم,O
101,لنا,O
101,فرصاً,O
101,لا,O
101,تعد,O
101,ولا,O
101,تحصى,O
101,للتعلم,O
101,والنمو,O
101,.,O
102,لا,O
102,تسخر,O
102,،,O
102,قولي,O
102,لي,O
102,شو,O
102,اللي,O
102,يزعجك,O
102,.,O
103,كان,O
103,يأمر,O
103,المياه,O
103,بالانفصال,O
103,،,O
103,مما,O
103,يخلق,O
103,بركًا,O
103,واسعة,O
103,في,O
103,صندوق,O
103,الرمل,O
103,الخاص,O
103,به,O
103,.,O
104,على,O
104,الرغم,O
104,من,O
104,طيشه,O
104,،,O
104,كان,O
104,ضيفًا,O
104,دائمًا,O
104,عندنا,O
104,لتناول,O
104,العشاء,O
104,،,O
104,وكانت,O
104,طلبته,O
104,للمشاركة,O
104,في,O
104,الوليمة,O
104,هي,O
104,الجزء,O
104,الذي,O
104,كان,O
104,يصر,O
104,عليه,O
104,،,O
104,ليعيش,O
104,الحياة,O
104,بكل,O
104,ما,O
104,فيها,O
104,.,O
105,ظن,O
105,جار,B-PERS
105,الديك,I-PERS
105,أن,O
105,امتلاك,O
105,ثلاثة,O
105,ديوك,O
105,في,O
105,اليد,O
105,كان,O
105,أمرًا,O
105,صعبًا,O
105,.,O
106,وفي,O
106,تنقّله,O
106,،,O
106,راد,O
106,على,O
106,المسجد,O
106,القديم,O
106,وهناك,O
106,لا,O
106,زال,O
106,العود,O
106,اللي,O
106,شوّاله,O
106,الخطيب,O
106,ولا,O
106,زال,O
106,متلمع,O
106,.,O
107,أولاً,O
107,،,O
107,وضعت,O
107,الولد,O
107,في,O
107,الزاوية,O
107,،,O
107,ثم,O
107,بديت,O
107,أنا,O
107,،,O
107,كخادمة,O
107,،,O
107,في,O
107,تنظيف,O
107,الغرفة,O
107,.,O
108,هذا,O
108,أنا,O
108,،,O
108,بدون,O
108,أي,O
108,وهم,O
108,حول,O
108,من,O
108,أكون,O
108,.,O
109,مع,O
109,الوقت,O
109,،,O
109,صارت,O
109,حكمة,O
109,الشيخ,O
109,أكثر,O
109,قيمة,O
109,.,O
110,ولكن,O
110,حتى,O
110,هالشي,O
110,ما,O
110,جعل,O
110,معنوياتي,O
110,تنخفض,O
110,.,O
111,كانت,O
111,حماقة,O
111,افترائه,O
111,متوازية,O
111,فقط,O
111,مع,O
111,الخبث,O
111,في,O
111,قلبه,O
111,.,O
112,مع,O
112,استمرار,O
112,سطوع,O
112,الشمس,O
112,،,O
112,ابتكر,O
112,خطة,O
112,لتحسين,O
112,البنية,O
112,التحتية,O
112,للقرية,O
112,.,O
113,بالنسبة,O
113,للمنافقة,O
113,،,O
113,شكلها,O
113,أعطاها,O
113,عناد,O
113,مثل,O
113,الثور,O
113,،,O
113,ومنع,O
113,أي,O
113,تهم,O
113,موجهة,O
113,لها,O
113,.,O
114,حلمت,O
114,الليلة,O
114,الماضية,O
114,،,O
114,كنت,O
114,خادم,O
114,يقدم,O
114,النبيذ,O
114,في,O
114,قلعة,O
114,عظيمة,O
114,.,O
115,عمل,O
115,علامة,O
115,إعجازية,O
115,،,O
115,شفى,O
115,المرضى,O
115,.,O
116,المستشار,O
116,كان,O
116,أكثر,O
116,الناس,O
116,احتراماً,O
116,لدهائه,O
116,بالتعامل,O
116,مع,O
116,الناس,O
116,الغير,O
116,أمينين,O
116,.,O
117,ما,O
117,يجتهد,O
117,ليزهر,O
117,بجمال,O
117,؟,O
117,وما,O
117,تبين,O
117,جهده,O
117,في,O
117,مظهره,O
117,الرائع,O
117,؟,O
118,وعشان,O
118,هيك,O
118,،,O
118,لبناء,O
118,علاقة,O
118,مبنية,O
118,على,O
118,الاحترام,O
118,،,O
118,لازم,O
118,المرء,O
118,يصير,O
118,تلميذ,O
118,للتعاطف,O
118,ويتبع,O
118,مبادئه,O
118,.,O
119,لا,O
119,تحط,O
119,لحم,O
119,الخنزير,O
119,على,O
119,الشواية,O
119,.,O
120,كان,O
120,هو,O
120,الأخ,O
120,الأصغر,O
120,،,O
120,دائماً,O
120,متحمساً,O
120,للقيام,O
120,بشيء,O
120,ذي,O
120,معنى,O
120,لمجتمعه,O
120,.,O
121,رغم,O
121,كثرة,O
121,التفاح,O
121,،,O
121,الفلاح,O
121,ما,O
121,أشعل,O
121,النار,O
121,،,O
121,وقال,O
121,إنه,O
121,نادم,O
121,على,O
121,الإسراف,O
121,اللي,O
121,كان,O
121,يسويه,O
121,قبل,O
121,.,O
122,وفي,O
122,رده,O
122,عليه,O
122,،,O
122,قال,O
122,:,O
122,ما,O
122,اعتاد,O
122,أكون,O
122,بهالضعف,O
122,،,O
122,بس,O
122,اليوم,O
122,ما,O
122,قدرت,O
122,أقوم,O
122,من,O
122,السرير,O
122,.,O
123,كان,O
123,اليوم,O
123,مليئًا,O
123,بالنشاط,O
123,،,O
123,ولكن,O
123,الآن,O
123,يبدو,O
123,أن,O
123,المدينة,O
123,ترغب,O
123,في,O
123,الراحة,O
123,.,O
124,بعد,O
124,هذا,O
124,،,O
124,شفت,O
124,ولد,O
124,يترك,O
124,بالونه,O
124,وهو,O
124,يطلع,O
124,لفوق,O
124,،,O
124,ومستمر,O
124,في,O
124,رحلته,O
124,نحو,O
124,السحب,O
124,.,O
125,كنت,O
125,أشوف,O
125,الطبيعة,O
125,الجميلة,O
125,،,O
125,وجابت,O
125,لي,O
125,شعور,O
125,بالراحة,O
125,.,O
126,كانت,O
126,خطتهم,O
126,تعزيز,O
126,الزواج,O
126,في,O
126,المجتمع,O
126,،,O
126,واستغرق,O
126,الأمر,O
126,وقتاً,O
126,طويلاً,O
126,لإقناع,O
126,ابنة,O
126,العمدة,O
126,.,O
127,كانوا,O
127,يعرفون,O
127,أنه,O
127,لم,O
127,يخف,O
127,شيئاً,O
127,،,O
127,وكانوا,O
127,يثقون,O
127,به,O
127,.,O
128,وأثناء,O
128,الفرقة,O
128,تعزف,O
128,،,O
128,كان,O
128,الجمهور,O
128,واقف,O
128,،,O
128,مستسلم,O
128,تماماً,O
128,للموسيقى,O
128,،,O
128,وتجمع,O
128,الإثارة,O
128,وارتفعت,O
128,الهتافات,O
128,.,O
129,ابن,O
129,الملك,O
129,،,O
129,اللي,O
129,تمت,O
129,معاملته,O
129,بنعمة,O
