,Sentence_ID,sentence,Tokens,POS_Tags,Dialect
10,11,"بعد أن تدبرت جيدا جميع الاختيارات المتاحة بين يديي , كتبت خطابا أطلب فيه من مجلس المعهد أن يسمحوا لي ب السفر إلى بلدي ل إحضار زوجةي , و بينت حالي ب التفصيل .","['بعد', 'أن', 'تدبرت', 'جيدا', 'جميع', 'الاختيارات', 'المتاحة', 'بين', 'يديي', ',', 'كتبت', 'خطابا', 'أطلب', 'فيه', 'من', 'مجلس', 'المعهد', 'أن', 'يسمحوا', 'لي', 'ب', 'السفر', 'إلى', 'بلدي', 'ل', 'إحضار', 'زوجةي', ',', 'و', 'بينت', 'حالي', 'ب', 'التفصيل', '.']","['NOM', 'PRT', 'VRB', 'NOM', 'NOM', 'NOM', 'NOM', 'NOM', 'NOM+NOM', 'PNX', 'VRB', 'NOM', 'VRB', 'PRT+NOM', 'PRT', 'NOM', 'NOM', 'PRT', 'VRB', 'PRT+NOM', 'PRT', 'NOM', 'PRT', 'NOM+NOM', 'PRT', 'NOM', 'NOM+NOM', 'PNX', 'PRT', 'VRB', 'NOM+NOM', 'PRT', 'NOM', 'PNX']",Modern Standard Arabic
11,12,"ثم وافقوا على أن يسمحوا لي ب ذلك خلال إجازة الحج , و أن أزيد ب أسبوع قبل الإجازة و يومين بعدها , و ك ذلك فعلت .","['ثم', 'وافقوا', 'على', 'أن', 'يسمحوا', 'لي', 'ب', 'ذلك', 'خلال', 'إجازة', 'الحج', ',', 'و', 'أن', 'أزيد', 'ب', 'أسبوع', 'قبل', 'الإجازة', 'و', 'يومين', 'بعدها', ',', 'و', 'ك', 'ذلك', 'فعلت', '.']","['PRT', 'VRB', 'PRT', 'PRT', 'VRB', 'PRT+NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM+NOM', 'PNX', 'PRT', 'PRT', 'NOM', 'VRB', 'PNX']",Modern Standard Arabic
12,13,"بعد الانتظار الطويل , و كل انتظار مملوء ب الهموم و القلق مثل هذا يكون طويلا .","['بعد', 'الانتظار', 'الطويل', ',', 'و', 'كل', 'انتظار', 'مملوء', 'ب', 'الهموم', 'و', 'القلق', 'مثل', 'هذا', 'يكون', 'طويلا', '.']","['NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'VRB', 'NOM', 'PNX']",Saudi Arabia
13,14,"اقترب وقت السفر , و الزوجة ولدت لي ابنا ، جيد الصحة و الحمد ل الله ,","['اقترب', 'وقت', 'السفر', ',', 'و', 'الزوجة', 'ولدت', 'لي', 'ابنا', '،', 'جيد', 'الصحة', 'و', 'الحمد', 'ل', 'الله', ',']","['VRB', 'NOM', 'NOM', 'PNX', 'PRT', 'NOM', 'VRB', 'PRT+NOM', 'NOM', 'PNX', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'PROP', 'PNX']",Algeria
14,15,"ف بدأت ب الاستعداد ل السفر ,","['ف', 'بدأت', 'ب', 'الاستعداد', 'ل', 'السفر', ',']","['PRT', 'VRB', 'PRT', 'NOM', 'PRT', 'NOM', 'PNX']",Sudan
15,16,"ثم بعد أن تجاوزت جميع المعرقلات و التعقيدات حول الإجراءات ل الحصول على التأشيرة , سافرت إلى بلدي و لقيت زوجةي عديمة القوة , ضعيفة , كما تكون النساء بعد الولادة الأولى .","['ثم', 'بعد', 'أن', 'تجاوزت', 'جميع', 'المعرقلات', 'و', 'التعقيدات', 'حول', 'الإجراءات', 'ل', 'الحصول', 'على', 'التأشيرة', ',', 'سافرت', 'إلى', 'بلدي', 'و', 'لقيت', 'زوجةي', 'عديمة', 'القوة', ',', 'ضعيفة', ',', 'كما', 'تكون', 'النساء', 'بعد', 'الولادة', 'الأولى', '.']","['PRT', 'NOM', 'PRT', 'VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'NOM', 'PNX', 'VRB', 'PRT', 'NOM+NOM', 'PRT', 'VRB', 'NOM+NOM', 'NOM', 'NOM', 'PNX', 'NOM', 'PNX', 'PRT', 'VRB', 'NOM', 'NOM', 'NOM', 'NOM', 'PNX']",Modern Standard Arabic
16,17,"وصلت في صباح يوم الجمعة , و بدأت فورا ب تجهيز الأوراق حول استخراج جواز السفر ل ابني , الذي لا يمكن استخراجه إلا ب حضوري , و حول تجهيز الأوراق ل أخذ تأشيرة زوجةي .","['وصلت', 'في', 'صباح', 'يوم', 'الجمعة', ',', 'و', 'بدأت', 'فورا', 'ب', 'تجهيز', 'الأوراق', 'حول', 'استخراج', 'جواز', 'السفر', 'ل', 'ابني', ',', 'الذي', 'لا', 'يمكن', 'استخراجه', 'إلا', 'ب', 'حضوري', ',', 'و', 'حول', 'تجهيز', 'الأوراق', 'ل', 'أخذ', 'تأشيرة', 'زوجةي', '.']","['VRB', 'PRT', 'NOM', 'NOM', 'PROP', 'PNX', 'PRT', 'VRB', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM+NOM', 'PNX', 'NOM', 'PRT', 'VRB', 'NOM+NOM', 'PRT', 'PRT', 'NOM+NOM', 'PNX', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM+NOM', 'PNX']",Saudi Arabia
17,18,"و التأشيرة قد أرسلت إلى عاصمة ألبانيا , دولة مجاورة , ل ءنه لا توجد سفارة ل السعودية في صربيا , ب سبب عداوة صربيا ل السعودية ؛","['و', 'التأشيرة', 'قد', 'أرسلت', 'إلى', 'عاصمة', 'ألبانيا', ',', 'دولة', 'مجاورة', ',', 'ل', 'ءنه', 'لا', 'توجد', 'سفارة', 'ل', 'السعودية', 'في', 'صربيا', ',', 'ب', 'سبب', 'عداوة', 'صربيا', 'ل', 'السعودية', '؛']","['PRT', 'NOM', 'PRT', 'VRB-PASS', 'PRT', 'NOM', 'PROP', 'PNX', 'NOM', 'NOM', 'PNX', 'PRT', 'PRT+NOM', 'PRT', 'VRB-PASS', 'NOM', 'PRT', 'PROP', 'PRT', 'PROP', 'PNX', 'PRT', 'NOM', 'NOM', 'PROP', 'PRT', 'PROP', 'PNX']",Yemen
18,19,ل أن السعودية كانت تساعد المسلمين في البوسنة خلال و بعد الحرب .,"['ل', 'أن', 'السعودية', 'كانت', 'تساعد', 'المسلمين', 'في', 'البوسنة', 'خلال', 'و', 'بعد', 'الحرب', '.']","['PRT', 'PRT', 'PROP', 'VRB', 'VRB', 'NOM', 'PRT', 'PROP', 'NOM', 'PRT', 'NOM', 'NOM', 'PNX']",Saudi Arabia
19,20,"انتظرنا جواز السفر ل الولد أسبوعا و في هذا الأسبوع قضيت الوقت مع ءسرةي , و زرت أسرة زوجةي ,","['انتظرنا', 'جواز', 'السفر', 'ل', 'الولد', 'أسبوعا', 'و', 'في', 'هذا', 'الأسبوع', 'قضيت', 'الوقت', 'مع', 'ءسرةي', ',', 'و', 'زرت', 'أسرة', 'زوجةي', ',']","['VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'PRT', 'PRT', 'NOM', 'NOM', 'VRB', 'NOM', 'NOM', 'NOM+NOM', 'PNX', 'PRT', 'VRB', 'NOM', 'NOM+NOM', 'PNX']",Saudi Arabia
20,21,"و جاءني كثير من الضيوف , يهنئون ني ب ولادة ابني ، و يدعون لي ب البركة ,","['و', 'جاءني', 'كثير', 'من', 'الضيوف', ',', 'يهنئون', 'ني', 'ب', 'ولادة', 'ابني', '،', 'و', 'يدعون', 'لي', 'ب', 'البركة', ',']","['PRT', 'VRB+NOM', 'NOM', 'PRT', 'NOM', 'PNX', 'VRB', 'NOM', 'PRT', 'NOM', 'NOM+NOM', 'PNX', 'PRT', 'VRB', 'PRT+NOM', 'PRT', 'NOM', 'PNX']",Saudi Arabia
21,22,"كما ءنني حاولت أن أحسن إلى ءسرةي قدر الإمكان , ل والدي و ءخي و زوجةي , خصوصا ءنني عرفت ءنني لن أرى والدي و ءخي قبل الصيف , و ءنني مقصر تجاه حقوق زوجةي .","['كما', 'ءنني', 'حاولت', 'أن', 'أحسن', 'إلى', 'ءسرةي', 'قدر', 'الإمكان', ',', 'ل', 'والدي', 'و', 'ءخي', 'و', 'زوجةي', ',', 'خصوصا', 'ءنني', 'عرفت', 'ءنني', 'لن', 'أرى', 'والدي', 'و', 'ءخي', 'قبل', 'الصيف', ',', 'و', 'ءنني', 'مقصر', 'تجاه', 'حقوق', 'زوجةي', '.']","['PRT', 'PRT+NOM', 'VRB', 'PRT', 'VRB-PASS', 'PRT', 'NOM+NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'NOM+NOM', 'PRT', 'NOM+NOM', 'PRT', 'NOM+NOM', 'PNX', 'NOM', 'PRT+NOM', 'VRB', 'PRT+NOM', 'PRT', 'VRB', 'NOM+NOM', 'PRT', 'NOM+NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'PRT+NOM', 'NOM', 'NOM', 'NOM', 'NOM+NOM', 'PNX']",Sudan
22,23,"ثم استعددت ل السفر إلى تيرانا و سافرت يوم الاثنين الآخر , لا الذي بعد وصولي مباشرة .","['ثم', 'استعددت', 'ل', 'السفر', 'إلى', 'تيرانا', 'و', 'سافرت', 'يوم', 'الاثنين', 'الآخر', ',', 'لا', 'الذي', 'بعد', 'وصولي', 'مباشرة', '.']","['PRT', 'VRB', 'PRT', 'NOM', 'PRT', 'PROP', 'PRT', 'VRB', 'NOM', 'PROP', 'NOM', 'PNX', 'PRT', 'NOM', 'NOM', 'NOM+NOM', 'NOM', 'PNX']",Modern Standard Arabic
23,24,"وصلت إلى عاصمة ألبانيا – تيرانا – في نفس اليوم , بعد الظهر ,","['وصلت', 'إلى', 'عاصمة', 'ألبانيا', '–', 'تيرانا', '–', 'في', 'نفس', 'اليوم', ',', 'بعد', 'الظهر', ',']","['VRB', 'PRT', 'NOM', 'PROP', 'PNX', 'PROP', 'PNX', 'PRT', 'NOM', 'NOM', 'PNX', 'NOM', 'NOM', 'PNX']",Modern Standard Arabic
24,25,"لكنني فوجئت ب الخبر أن السفارة تستقبل الأوراق إلى الساعة الثانية عشر فقط ,","['لكنني', 'فوجئت', 'ب', 'الخبر', 'أن', 'السفارة', 'تستقبل', 'الأوراق', 'إلى', 'الساعة', 'الثانية', 'عشر', 'فقط', ',']","['PRT+NOM', 'VRB-PASS', 'PRT', 'NOM', 'PRT', 'NOM', 'VRB', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'NOM', 'PNX']",Modern Standard Arabic
25,26,"ف وجب علىي الآن أن أجد مكان المبيت , و أنتظر اليوم التالي .","['ف', 'وجب', 'علىي', 'الآن', 'أن', 'أجد', 'مكان', 'المبيت', ',', 'و', 'أنتظر', 'اليوم', 'التالي', '.']","['PRT', 'VRB', 'PRT+NOM', 'NOM', 'PRT', 'VRB', 'NOM', 'NOM', 'PNX', 'PRT', 'VRB', 'NOM', 'NOM', 'PNX']",Modern Standard Arabic
26,27,"لما جاء يوم الثلاثاء , ذهبت إلى السفارة و قال لي الموظف هناك ءنه يجب علىي أن أحضر تذاكرنا ل الطيران , و أن ندفع رسوم التأشيرات عبر الانترنت , الموقع enjazit . com . sa , و لا يمكن إلا ك ذلك .","['لما', 'جاء', 'يوم', 'الثلاثاء', ',', 'ذهبت', 'إلى', 'السفارة', 'و', 'قال', 'لي', 'الموظف', 'هناك', 'ءنه', 'يجب', 'علىي', 'أن', 'أحضر', 'تذاكرنا', 'ل', 'الطيران', ',', 'و', 'أن', 'ندفع', 'رسوم', 'التأشيرات', 'عبر', 'الانترنت', ',', 'الموقع', 'enjazit', '.', 'com', '.', 'sa', ',', 'و', 'لا', 'يمكن', 'إلا', 'ك', 'ذلك', '.']","['PRT', 'VRB', 'NOM', 'PROP', 'PNX', 'VRB', 'PRT', 'NOM', 'PRT', 'VRB', 'PRT+NOM', 'NOM', 'NOM', 'PRT+NOM', 'VRB', 'PRT+NOM', 'PRT', 'VRB', 'VRB+NOM', 'PRT', 'NOM', 'PNX', 'PRT', 'PRT', 'VRB', 'NOM', 'NOM', 'NOM', 'NOM', 'PNX', 'NOM', 'FOREIGN', 'PNX', 'FOREIGN', 'PNX', 'FOREIGN', 'PNX', 'PRT', 'PRT', 'VRB', 'PRT', 'PRT', 'NOM', 'PNX']",Yemen
27,28,"و قال لي أيضا أن السفارة لا تعمل في إجازة العيد , و ءنه تبدأ عندهم من يوم الأربعاء و تنتهي يوم الاثنين القادم .","['و', 'قال', 'لي', 'أيضا', 'أن', 'السفارة', 'لا', 'تعمل', 'في', 'إجازة', 'العيد', ',', 'و', 'ءنه', 'تبدأ', 'عندهم', 'من', 'يوم', 'الأربعاء', 'و', 'تنتهي', 'يوم', 'الاثنين', 'القادم', '.']","['PRT', 'VRB', 'PRT+NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM', 'PNX', 'PRT', 'PRT+NOM', 'VRB', 'NOM+NOM', 'PRT', 'NOM', 'PROP', 'PRT', 'VRB', 'NOM', 'PROP', 'NOM', 'PNX']",Sudan
28,29,"صدمني هذا الخبر , ل ءنني عرفت ءنه ينبغي أن أرجع إلى بلدي , و قد ذهبت الفلوس الكثيرة ب سبب هذه الرحلات , و أن الوقت ضيق جدا , ف خفت أن أتأخر ,","['صدمني', 'هذا', 'الخبر', ',', 'ل', 'ءنني', 'عرفت', 'ءنه', 'ينبغي', 'أن', 'أرجع', 'إلى', 'بلدي', ',', 'و', 'قد', 'ذهبت', 'الفلوس', 'الكثيرة', 'ب', 'سبب', 'هذه', 'الرحلات', ',', 'و', 'أن', 'الوقت', 'ضيق', 'جدا', ',', 'ف', 'خفت', 'أن', 'أتأخر', ',']","['VRB+NOM', 'NOM', 'PROP', 'PNX', 'PRT', 'PRT+NOM', 'VRB', 'PRT+NOM', 'VRB', 'PRT', 'VRB', 'PRT', 'NOM+NOM', 'PNX', 'PRT', 'PRT', 'VRB', 'NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX', 'PRT', 'VRB', 'PRT', 'VRB', 'PNX']",Saudi Arabia
29,30,"و لو تأخرت حتى تنتهي صلاحية تءشيرةي , لما استطعت الرجوع إلى السعودية أبدا ,","['و', 'لو', 'تأخرت', 'حتى', 'تنتهي', 'صلاحية', 'تءشيرةي', ',', 'لما', 'استطعت', 'الرجوع', 'إلى', 'السعودية', 'أبدا', ',']","['PRT', 'PRT', 'VRB', 'PRT', 'VRB', 'NOM', 'NOM+NOM', 'PNX', 'PRT', 'VRB', 'NOM', 'PRT', 'PROP', 'NOM', 'PNX']",Modern Standard Arabic
30,31,"و ذلك ب النسبة لي أشد من الموت , ل أن طلب العلم بين يدي العلماء الربانيين و العارفين ب الله و ب دينه الموجودين ب السعودية ب كثرة كان أمنية حياةي ،","['و', 'ذلك', 'ب', 'النسبة', 'لي', 'أشد', 'من', 'الموت', ',', 'ل', 'أن', 'طلب', 'العلم', 'بين', 'يدي', 'العلماء', 'الربانيين', 'و', 'العارفين', 'ب', 'الله', 'و', 'ب', 'دينه', 'الموجودين', 'ب', 'السعودية', 'ب', 'كثرة', 'كان', 'أمنية', 'حياةي', '،']","['PRT', 'NOM', 'PRT', 'NOM', 'PRT+NOM', 'NOM', 'PRT', 'NOM', 'PNX', 'PRT', 'PRT', 'NOM', 'NOM', 'NOM', 'NOM', 'NOM', 'NOM', 'PRT', 'NOM', 'PRT', 'PROP', 'PRT', 'PRT', 'NOM+NOM', 'NOM', 'PRT', 'PROP', 'PRT', 'NOM', 'VRB', 'NOM', 'NOM+NOM', 'PNX']",Saudi Arabia
31,32,و أنا حاولت المجيء إلى السعودية ست سنوات قبل أن أقبل .,"['و', 'أنا', 'حاولت', 'المجيء', 'إلى', 'السعودية', 'ست', 'سنوات', 'قبل', 'أن', 'أقبل', '.']","['PRT', 'NOM', 'VRB', 'NOM', 'PRT', 'PROP', 'NOM', 'NOM', 'NOM', 'PRT', 'VRB-PASS', 'PNX']",Modern Standard Arabic
32,33,ل ذلك كنت أدعو الله كثيرا على أن يعينني على ما هو خير لي ؛ ل ءنه أعلم ب ما هو خير لنا في الدنيا و الآخرة .,"['ل', 'ذلك', 'كنت', 'أدعو', 'الله', 'كثيرا', 'على', 'أن', 'يعينني', 'على', 'ما', 'هو', 'خير', 'لي', '؛', 'ل', 'ءنه', 'أعلم', 'ب', 'ما', 'هو', 'خير', 'لنا', 'في', 'الدنيا', 'و', 'الآخرة', '.']","['PRT', 'NOM', 'VRB', 'VRB', 'PROP', 'NOM', 'PRT', 'PRT', 'VRB+NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT+NOM', 'PNX', 'PRT', 'PRT+NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT+NOM', 'PRT', 'NOM', 'PRT', 'NOM', 'PNX']",Yemen
33,34,"رجعت إلى بلدي و أنهيت كل ما قيل لي ءنه يجب علىي ل الحصول على التأشيرة ,","['رجعت', 'إلى', 'بلدي', 'و', 'أنهيت', 'كل', 'ما', 'قيل', 'لي', 'ءنه', 'يجب', 'علىي', 'ل', 'الحصول', 'على', 'التأشيرة', ',']","['VRB', 'PRT', 'NOM+NOM', 'PRT', 'VRB', 'NOM', 'NOM', 'VRB-PASS', 'PRT+NOM', 'PRT+NOM', 'VRB', 'PRT+NOM', 'PRT', 'NOM', 'PRT', 'NOM', 'PNX']",Oman
34,35,ثم سافرت إلى تيرانا يوم الاثنين التالي ، داعيا الله أن ييسر لي ءمري .,"['ثم', 'سافرت', 'إلى', 'تيرانا', 'يوم', 'الاثنين', 'التالي', '،', 'داعيا', 'الله', 'أن', 'ييسر', 'لي', 'ءمري', '.']","['PRT', 'VRB', 'PRT', 'PROP', 'NOM', 'PROP', 'NOM', 'PNX', 'NOM', 'PROP', 'PRT', 'VRB', 'PRT+NOM', 'NOM+NOM', 'PNX']",Modern Standard Arabic
35,36,لما ذهبت إلى السفارة كلفني الموظف ب إجراءات زائدة ،,"['لما', 'ذهبت', 'إلى', 'السفارة', 'كلفني', 'الموظف', 'ب', 'إجراءات', 'زائدة', '،']","['PRT', 'VRB', 'PRT', 'NOM', 'VRB+NOM', 'NOM', 'PRT', 'NOM', 'NOM', 'PNX']",Yemen
36,37,"و بعد ءنهاءها أخذت التأشيرة و رجعت إلى ءهلي ,","['و', 'بعد', 'ءنهاءها', 'أخذت', 'التأشيرة', 'و', 'رجعت', 'إلى', 'ءهلي', ',']","['PRT', 'NOM', 'NOM+NOM', 'VRB', 'NOM', 'PRT', 'VRB', 'PRT', 'NOM+NOM', 'PNX']",Oman
37,38,ثم سافرنا إلى إسطنبول ب الحافلة و إلى الرياض ب الطائرة .,"['ثم', 'سافرنا', 'إلى', 'إسطنبول', 'ب', 'الحافلة', 'و', 'إلى', 'الرياض', 'ب', 'الطائرة', '.']","['PRT', 'VRB', 'PRT', 'PROP', 'PRT', 'NOM', 'PRT', 'PRT', 'PROP', 'PRT', 'NOM', 'PNX']",Saudi Arabia
38,39,تخصصي في المستقبل,"['تخصصي', 'في', 'المستقبل']","['NOM+NOM', 'PRT', 'NOM']",Modern Standard Arabic
39,40,"لما ننظر إلى العالم الإسلامي اليوم , نرى كثيرا من المشكلات وقع المسلمون فيها , و نتساءل ما الحل ؟","['لما', 'ننظر', 'إلى', 'العالم', 'الإسلامي', 'اليوم', ',', 'نرى', 'كثيرا', 'من', 'المشكلات', 'وقع', 'المسلمون', 'فيها', ',', 'و', 'نتساءل', 'ما', 'الحل', '؟']","['PRT', 'VRB', 'PRT', 'NOM', 'NOM', 'NOM', 'PNX', 'VRB', 'NOM', 'PRT', 'NOM', 'VRB', 'NOM', 'PRT+NOM', 'PNX', 'PRT', 'VRB', 'NOM', 'NOM', 'PNX']",Modern Standard Arabic
40,41,و ماذا نفعل حتى نساهم في إصلاح ءمةنا ؟,"['و', 'ماذا', 'نفعل', 'حتى', 'نساهم', 'في', 'إصلاح', 'ءمةنا', '؟']","['PRT', 'NOM', 'VRB', 'PRT', 'VRB', 'PRT', 'NOM', 'NOM+NOM', 'PNX']",Libya
41,42,"منذ أن بدأت ب الالتزام ب الدين و تركت الجاهلية , بدأت ب التعرف على أحوال المسلمين اليوم و في الماضي ،","['منذ', 'أن', 'بدأت', 'ب', 'الالتزام', 'ب', 'الدين', 'و', 'تركت', 'الجاهلية', ',', 'بدأت', 'ب', 'التعرف', 'على', 'أحوال', 'المسلمين', 'اليوم', 'و', 'في', 'الماضي', '،']","['PRT', 'PRT', 'VRB', 'PRT', 'NOM', 'PRT', 'NOM', 'PRT', 'VRB', 'NOM', 'PNX', 'VRB', 'PRT', 'NOM', 'PRT', 'NOM', 'NOM', 'NOM', 'PRT', 'PRT', 'NOM', 'PNX']",Modern Standard Arabic
