Sentence_ID,sentence,Tokens,POS_Tags,Dialect
M1S7,قولي وين لا فيريتي,"['قولي', 'وين', 'لا', 'فيريتي']","['VERB', 'ADV', 'DET', 'NOUN']",Tunisia
9292,123 رانا معاك يا سعدان فيف لالجيري,"['123', 'رانا', 'معاك', 'يا', 'سعدان', 'فيف', 'لالجيري']","['INTJ', 'VERB', 'PRON', 'INTJ', 'PROPN', 'INTJ', 'PROPN']",Algeria
3025,سي بور ال كومونتير نوميرو 46 و فرعون ذي الأوتاد,"['سي', 'بور', 'ال', 'كومونتير', 'نوميرو', '46', 'و', 'فرعون', 'ذي', 'الأوتاد']","['VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'ADP', 'NOUN']",Tunisia
578,سي نو حنا رانا روطار نسحقو 4 G عندنا لي بورطابل و كاين دراهم خصنا ال راي !!!,"['سي', 'نو', 'حنا', 'رانا', 'روطار', 'نسحقو', '4', 'G', 'عندنا', 'لي', 'بورطابل', 'و', 'كاين', 'دراهم', 'خصنا', 'ال', 'راي', '!!!']","['CCONJ', 'CCONJ', 'PRON', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']",Algeria
48,سعدان صايي سي بون خلاص ال كونطرا هه بزاف الله يعطيك ال صحة وصلتنا لي ال مونديال و شكلتها و ڨاع مي معليش ربي يخليك سا في واحد ڨرو بليزير مين لعبنا,"['سعدان', 'صايي', 'سي', 'بون', 'خلاص', 'ال', 'كونطرا', 'هه', 'بزاف', 'الله', 'يعطيك', 'ال', 'صحة', 'وصلتنا', 'لي', 'ال', 'مونديال', 'و', 'شكلتها', 'و', 'ڨاع', 'مي', 'معليش', 'ربي', 'يخليك', 'سا', 'في', 'واحد', 'ڨرو', 'بليزير', 'مين', 'لعبنا']","['PROPN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'INTJ', 'ADV', 'PROPN', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'CCONJ', 'ADV', 'CCONJ', 'INTJ', 'NOUN', 'VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADV', 'VERB']",Morocco
4590,مالكم معقدين من ل مراركة,"['مالكم', 'معقدين', 'من', 'ل', 'مراركة']","['ADV', 'ADJ', 'ADP', 'DET', 'NOUN']",Tunisia
4567,ربي معانا,"['ربي', 'معانا']","['NOUN', 'PRON']",Tunisia
M4S6,"صيروم , أنيستيزي , و معاه سرير في الجبانة","['صيروم', ',', 'أنيستيزي', ',', 'و', 'معاه', 'سرير', 'في', 'الجبانة']","['NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'ADP', 'NOUN']",Algeria
1402,_ جيمري بيان لوكان لي أميريكان إكونو نوطر بروطيجور اللهم إجعل ال أمريكان أولياء لنا,"['_', 'جيمري', 'بيان', 'لوكان', 'لي', 'أميريكان', 'إكونو', 'نوطر', 'بروطيجور', 'اللهم', 'إجعل', 'ال', 'أمريكان', 'أولياء', 'لنا']","['PRON', 'VERB', 'ADV', 'SCONJ', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'NOUN', 'PRON']",Algeria
M4S58,پورطان اني محتاج أ پو پري طروا صون مليون,"['پورطان', 'اني', 'محتاج', 'أ', 'پو', 'پري', 'طروا', 'صون', 'مليون']","['SCONJ', 'PRON', 'ADJ', 'ADP', 'ADV', 'ADV', 'DET', 'NOUN', 'NOUN']",Tunisia
1144,نشالله ل الجيري كوب دو موند 2010 شحاتة نشالله 2014 مع لالجيري,"['نشالله', 'ل', 'الجيري', 'كوب', 'دو', 'موند', '2010', 'شحاتة', 'نشالله', '2014', 'مع', 'لالجيري']","['INTJ', 'DET', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'INTJ', 'NOUN', 'ADP', 'PROPN']",Morocco
M4S5,"سي طرو طار , خاطكش جابولنا لا سيفيار","['سي', 'طرو', 'طار', ',', 'خاطكش', 'جابولنا', 'لا', 'سيفيار']","['VERB', 'ADV', 'ADJ', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN']",Tunisia
M3S34,ؤ _ لاخر خاطب يبروفيتي مع ال فرحة يوخد طفلة,"['ؤ', '_', 'لاخر', 'خاطب', 'يبروفيتي', 'مع', 'ال', 'فرحة', 'يوخد', 'طفلة']","['CCONJ', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN']",Tunisia
M3S57,لو فينومان جديد لي جانا _ لعوام هاديا,"['لو', 'فينومان', 'جديد', 'لي', 'جانا', '_', 'لعوام', 'هاديا']","['DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PRON']",Libya
1544,ناييف مساكن مازالهم يامنو أنت تلعب مع لي أميريكان,"['ناييف', 'مساكن', 'مازالهم', 'يامنو', 'أنت', 'تلعب', 'مع', 'لي', 'أميريكان']","['ADJ', 'ADJ', 'VERB', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN']",Tunisia
1837,أوف ! عييت تالمان _ جي أنفي دو _ لوكان جات ڨاع ال بلدان العربية دايرا كيمان هاكا لوكان فلسطين ستقلت بكري فيف ألجيري,"['أوف !', 'عييت', 'تالمان', '_', 'جي', 'أنفي', 'دو', '_', 'لوكان', 'جات', 'ڨاع', 'ال', 'بلدان', 'العربية', 'دايرا', 'كيمان', 'هاكا', 'لوكان', 'فلسطين', 'ستقلت', 'بكري', 'فيف', 'ألجيري']","['INTJ', 'VERB', 'ADV', 'PRON', 'VERB', 'NOUN', 'ADP', 'X', 'SCONJ', 'VERB', 'ADV', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'PRON', 'SCONJ', 'PROPN', 'VERB', 'ADV', 'INTJ', 'PROPN']",Tunisia
4523,صحا يا بنبوزيد يعطيك الصحة على واش درتي فينا سي فري نو أون بو ريان تو فار مي تينكيات با يا ديو تي بو با تيشابي دو لوي الله لا تربحك يا حقار حسبي الله و نعم الوكيل عليك,"['صحا', 'يا', 'بنبوزيد', 'يعطيك', 'الصحة', 'على', 'واش', 'درتي', 'فينا', 'سي', 'فري', 'نو', 'أون', 'بو', 'ريان', 'تو', 'فار', 'مي', 'تينكيات', 'با', 'يا', 'ديو', 'تي', 'بو', 'با', 'تيشابي', 'دو', 'لوي', 'الله', 'لا', 'تربحك', 'يا', 'حقار', 'حسبي', 'الله', 'و', 'نعم', 'الوكيل', 'عليك']","['INTJ', 'INTJ', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADV', 'VERB', 'PRON', 'VERB', 'ADJ', 'PRON', 'PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'CCONJ', 'VERB', 'ADV', 'VERB', 'NOUN', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'PROPN', 'PART', 'VERB', 'INTJ', 'ADJ', 'VERB', 'PROPN', 'CCONJ', 'NOUN', 'ADJ', 'PRON']",Algeria
2316,123 فيفا ل ألجيري و تاني يعطيكم الصحة صطيف شرفتونا و تاني فيف مولودية و هاد ال عام شامبيوني,"['123', 'فيفا', 'ل', 'ألجيري', 'و', 'تاني', 'يعطيكم', 'الصحة', 'صطيف', 'شرفتونا', 'و', 'تاني', 'فيف', 'مولودية', 'و', 'هاد', 'ال', 'عام', 'شامبيوني']","['INTJ', 'INTJ', 'DET', 'PROPN', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'PROPN', 'VERB', 'CCONJ', 'ADV', 'INTJ', 'PROPN', 'CCONJ', 'PRON', 'DET', 'NOUN', 'NOUN']",Morocco
M4S19,"نعقب في طونوبيل , ام عندي لي كومبين","['نعقب', 'في', 'طونوبيل', ',', 'ام', 'عندي', 'لي', 'كومبين']","['VERB', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'DET', 'NOUN']",Libya
2223,سي واحد راجل ايل يستهل اون ميداليا دو ذهب اون شعب عقون,"['سي', 'واحد', 'راجل', 'ايل', 'يستهل', 'اون', 'ميداليا', 'دو', 'ذهب', 'اون', 'شعب', 'عقون']","['VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ']",Tunisia
3136,يا مولودية كونو شويا سيريو متبهدلوناش على خاطر في روتور لي يغلط إخلص نشالله تكلاسيو مليح,"['يا', 'مولودية', 'كونو', 'شويا', 'سيريو', 'متبهدلوناش', 'على', 'خاطر', 'في', 'روتور', 'لي', 'يغلط', 'إخلص', 'نشالله', 'تكلاسيو', 'مليح']","['INTJ', 'PROPN', 'VERB', 'ADV', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'VERB', 'INTJ', 'VERB', 'ADJ']",Tunisia
4225,يا عنطر سايي فاتك دورك سي بون خلي بلاصتك فيها بركا من ال $,"['يا', 'عنطر', 'سايي', 'فاتك', 'دورك', 'سي', 'بون', 'خلي', 'بلاصتك', 'فيها', 'بركا', 'من', 'ال', '$']","['INTJ', 'PROPN', 'INTJ', 'VERB', 'ADV', 'VERB', 'ADJ', 'VERB', 'NOUN', 'PRON', 'ADV', 'ADP', 'DET', 'NOUN']",Tunisia
723,بوزيد خير من بلعيد ؤ مجاني يستحق يلعب مع _  الفريق الوطني,"['بوزيد', 'خير', 'من', 'بلعيد', 'ؤ', 'مجاني', 'يستحق', 'يلعب', 'مع', '_', ' الفريق الوطني']","['PROPN', 'ADJ', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN']",Tunisia
1903,دزاير راحت من وقت إرهاب جو كروا كو مليح لوكان جات فرانسا مستعمرتنا بالاك سا سوغي ميو,"['دزاير', 'راحت', 'من', 'وقت', 'إرهاب', 'جو', 'كروا', 'كو', 'مليح', 'لوكان', 'جات', 'فرانسا', 'مستعمرتنا', 'بالاك', 'سا', 'سوغي', 'ميو']","['PROPN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PRON', 'VERB', 'SCONJ', 'ADJ', 'SCONJ', 'VERB', 'PROPN', 'NOUN', 'ADV', 'PRON', 'VERB', 'ADJ']",Algeria
4569,هادي حاجة مليحة أنا تساعدني,"['هادي', 'حاجة', 'مليحة', 'أنا', 'تساعدني']","['PRON', 'NOUN', 'ADJ', 'PRON', 'VERB']",Libya
4548,دير فبالك راحت لا كاريير تاعك شوف إدا واحد من مسؤلين ( ريسبونسابل ) يوقفو معاك أبري ال روتور ل بلاد خاطر قع يبكيو مع الراعي و يدحكو مع الذيب,"['دير', 'فبالك', 'راحت', 'لا', 'كاريير', 'تاعك', 'شوف', 'إدا', 'واحد', 'من', 'مسؤلين', '(', 'ريسبونسابل', ')', 'يوقفو', 'معاك', 'أبري', 'ال', 'روتور', 'ل', 'بلاد', 'خاطر', 'قع', 'يبكيو', 'مع', 'الراعي', 'و', 'يدحكو', 'مع', 'الذيب']","['VERB', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'SCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADV', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN']",Tunisia
M1S13,كلشي كدب كلشي فو ، قولي وين لا فيريتي,"['كلشي', 'كدب', 'كلشي', 'فو', '،', 'قولي', 'وين', 'لا', 'فيريتي']","['ADV', 'NOUN', 'ADV', 'ADJ', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN']",Tunisia
M3S40,راجل أمها كلب كي عود وحدو يستفعل فيها,"['راجل', 'أمها', 'كلب', 'كي', 'عود', 'وحدو', 'يستفعل', 'فيها']","['NOUN', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADJ', 'VERB', 'PRON']",Tunisia
128,نشالله يحكمو عليه ب ال مؤبد باه ماي عاودش شي لي قاعد إدير فيه,"['نشالله', 'يحكمو', 'عليه', 'ب', 'ال', 'مؤبد', 'باه', 'ماي', 'عاودش', 'شي', 'لي', 'قاعد', 'إدير', 'فيه']","['INTJ', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PART', 'VERB', 'NOUN', 'PRON', 'ADJ', 'VERB', 'PRON']",Morocco
4475,سلام عليك يا أخي محمد لألجيري سي با بوغ نو دوماج الله يهدي كل المسؤولين ؤ يرحم شهادا لي ضحاو باش إعيشو أنا ونتا و كل جزائريين حرين بحقهم تاع بترول و ال غاز كيما سعوديين حسبي الله و نعم الوكيل,"['سلام', 'عليك', 'يا', 'أخي', 'محمد', 'لألجيري', 'سي', 'با', 'بوغ', 'نو', 'دوماج', 'الله', 'يهدي', 'كل', 'المسؤولين', 'ؤ', 'يرحم', 'شهادا', 'لي', 'ضحاو', 'باش', 'إعيشو', 'أنا', 'ونتا', 'و', 'كل', 'جزائريين', 'حرين', 'بحقهم', 'تاع', 'بترول', 'و', 'ال', 'غاز', 'كيما', 'سعوديين', 'حسبي', 'الله', 'و', 'نعم', 'الوكيل']","['NOUN', 'PRON', 'INTJ', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'ADV', 'ADP', 'PRON', 'INTJ', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'NOUN', 'PRON', 'VERB', 'ADP', 'VERB', 'PRON', 'PRON', 'CCONJ', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PROPN', 'CCONJ', 'NOUN', 'ADJ']",Tunisia
2149,ميرسي عمي بوتاف,"['ميرسي', 'عمي', 'بوتاف']","['INTJ', 'NOUN', 'PROPN']",Lebanon
M2S34,كي نديماري في ل اطاك جامي نخمم ع ل إنسحاب,"['كي', 'نديماري', 'في', 'ل', 'اطاك', 'جامي', 'نخمم', 'ع', 'ل', 'إنسحاب']","['ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN']",Morocco
4375,????????????? فيها لووش هاد ال بومبة !!!? و في هاد مومون ? أواه ? يوووو ! أدربو على شعير يانسا ال قمح ?,"['?????????????', 'فيها', 'لووش', 'هاد', 'ال', 'بومبة', '!!!?', 'و', 'في', 'هاد', 'مومون', '?', 'أواه', '?', 'يوووو', '!', 'أدربو', 'على', 'شعير', 'يانسا', 'ال', 'قمح', '?']","['PUNCT', 'PRON', 'ADJ', 'PRON', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']",Tunisia
M3S65,ال  خبيث إروح إقابلها طول ل ال قبلة قبل ورا قبل حتى تصبح عند ال قابلة,"['ال ', 'خبيث', 'إروح', 'إقابلها', 'طول', 'ل', 'ال', 'قبلة', 'قبل', 'ورا', 'قبل', 'حتى', 'تصبح', 'عند', 'ال', 'قابلة']","['DET', 'ADJ', 'VERB', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN']",Tunisia
M3S11,يخي ال غلطة تع ل كبار,"['يخي', 'ال', 'غلطة', 'تع', 'ل', 'كبار']","['INTJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']",Tunisia
4604,فو أفي با هونت ا فو كروايي كون فا فو ليسي نو دوني 4 - 0 شي فو ديجا فو ألي بيردر كونتر لا زومبي الور نو فو انفلامي با بفففففف معاك يا الخدرة نديرو حالا,"['فو', 'أفي', 'با', 'هونت', 'ا', 'فو', 'كروايي', 'كون', 'فا', 'فو', 'ليسي', 'نو', 'دوني', '4', '-', '0', 'شي', 'فو', 'ديجا', 'فو', 'ألي', 'بيردر', 'كونتر', 'لا', 'زومبي', 'الور', 'نو', 'فو', 'انفلامي', 'با', 'بفففففف', 'معاك', 'يا', 'الخدرة', 'نديرو', 'حالا']","['PRON', 'VERB', 'ADV', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'SCONJ', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'NUM', 'PUNCT', 'NUM', 'ADP', 'PRON', 'ADV', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'SCONJ', 'ADV', 'PRON', 'VERB', 'ADV', 'INTJ', 'PRON', 'INTJ', 'NOUN', 'VERB', 'NOUN']",Tunisia
M4S73,و ل ليل ديما سهران لهيه ب شراب ف لي بار,"['و', 'ل', 'ليل', 'ديما', 'سهران', 'لهيه', 'ب', 'شراب', 'ف', 'لي', 'بار']","['CCONJ', 'DET', 'NOUN', 'ADV', 'ADJ', 'ADV', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN']",Tunisia
2845,ربي معاكم نشالله و تربحو رواندا و سورتو ماصر ال حمدلله حتى هنا خفنا عليك ربي معانا كونطر مروك يا ربي,"['ربي', 'معاكم', 'نشالله', 'و', 'تربحو', 'رواندا', 'و', 'سورتو', 'ماصر', 'ال', 'حمدلله', 'حتى', 'هنا', 'خفنا', 'عليك', 'ربي', 'معانا', 'كونطر', 'مروك', 'يا', 'ربي']","['NOUN', 'PRON', 'INTJ', 'CCONJ', 'VERB', 'PROPN', 'CCONJ', 'ADV', 'PROPN', 'DET', 'INTJ', 'ADV', 'PRON', 'VERB', 'PRON', 'NOUN', 'PRON', 'ADP', 'PROPN', 'INTJ', 'NOUN']",Tunisia
4547,ريبونص ؤ نيمرو 7 لا بريسانص فاس ء فاس أفيك واحد جويف سي لا ريكونيصانس دو ليتا هيبرو نعلهم,"['ريبونص', 'ؤ', 'نيمرو', '7', 'لا', 'بريسانص', 'فاس', 'ء', 'فاس', 'أفيك', 'واحد', 'جويف', 'سي', 'لا', 'ريكونيصانس', 'دو', 'ليتا', 'هيبرو', 'نعلهم']","['NOUN', 'ADP', 'NOUN', 'ADJ', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB']",Tunisia
2063,نو نتا ثعلب و حنا عندنا فنك !,"['نو', 'نتا', 'ثعلب', 'و', 'حنا', 'عندنا', 'فنك', '!']","['INTJ', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'NOUN', 'PUNCT']",Libya
M1S18,"كي نسمع ب ال كو _ ديطا , كل حوما قاريطا","['كي', 'نسمع', 'ب', 'ال', 'كو', '_', 'ديطا', ',', 'كل', 'حوما', 'قاريطا']","['ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'NOUN', 'ADJ']",Tunisia
4518,أويحيى ولله ما نسمحلك عند ربي كار جو طرافاي با و جي پوسي واحد دوسي بور افوار ؤون فواتور پار فاسيليتي لافواتور كووت 40 مليون لي فري دو دوسي مون كوتي 14 مليون و لا طاكس كووت 7 مليون سافي لو تو 21 مليون بور افوار 40 مليون سي نورمال پور ؤن جون كي ٱ پوسي سون دوسي a \,"['أويحيى', 'ولله', 'ما', 'نسمحلك', 'عند', 'ربي', 'كار', 'جو', 'طرافاي', 'با', 'و', 'جي', 'پوسي', 'واحد', 'دوسي', 'بور', 'افوار', 'ؤون', 'فواتور', 'پار', 'فاسيليتي', 'لافواتور', 'كووت', '40', 'مليون', 'لي', 'فري', 'دو', 'دوسي', 'مون', 'كوتي', '14', 'مليون', 'و', 'لا', 'طاكس', 'كووت', '7', 'مليون', 'سافي', 'لو', 'تو', '21', 'مليون', 'بور', 'افوار', '40', 'مليون', 'سي', 'نورمال', 'پور', 'ؤن', 'جون', 'كي', 'ٱ', 'پوسي', 'سون', 'دوسي', 'a', '\\']","['PROPN', 'INTJ', 'PART', 'VERB', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADV', 'CCONJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'ADV', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'VERB', 'ADJ', 'ADP', 'DET', 'ADJ', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT']",Tunisia
4214,هدرة بلا مزيتك إمالا عاود روحك و ولي لعقلك,"['هدرة', 'بلا', 'مزيتك', 'إمالا', 'عاود', 'روحك', 'و', 'ولي', 'لعقلك']","['NOUN', 'PART', 'NOUN', 'ADV', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN']",Tunisia
4488,ٱمين يا رب ال  عالمين,"['ٱمين', 'يا', 'رب', 'ال ', 'عالمين']","['INTJ', 'INTJ', 'NOUN', 'DET', 'NOUN']",Lebanon
4508,هادا بهدلنا في مراكش و مازال يحكي على دراجة لولا و ثانية هدا ماشي مدرب عندو تشرك ال فم قالك إفولولو ال جينيرال هدا كبران ماشي جينيرال,"['هادا', 'بهدلنا', 'في', 'مراكش', 'و', 'مازال', 'يحكي', 'على', 'دراجة', 'لولا', 'و', 'ثانية', 'هدا', 'ماشي', 'مدرب', 'عندو', 'تشرك', 'ال', 'فم', 'قالك', 'إفولولو', 'ال', 'جينيرال', 'هدا', 'كبران', 'ماشي', 'جينيرال']","['PRON', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PRON', 'PART', 'ADJ', 'PRON', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON', 'NOUN', 'PART', 'NOUN']",Libya
869,بن يامينة عووووو شروق إل فو تعاونيه,"['بن', 'يامينة', 'عووووو', 'شروق', 'إل', 'فو', 'تعاونيه']","['PROPN', 'PROPN', 'INTJ', 'PROPN', 'PRON', 'VERB', 'VERB']",Lebanon
