Sentence_ID,sentence,label,Dialect
27,إزا مو عاجبتك القااعدة تقاتل بسورياا ياليت تتكرم انت وامثالك الهربانيين والمتوالين عن الزحف وتنزلوا ع سوريا وتفرجونا مراجلكن بدل التنظير .,0,Lebanon
28,   صدقني يا صديقي المشكله التي تحدث في سوريا ليست مشكله سني وشيعي هيه مشكله سلفي وهابي ارهابي ضد المسلم السني والشيعي,0,Oman
29,#تذكير#  صلاة الوتر بارك الله فيكم..ولاتنسوا أهل السنه في سوريا وفلسطين وبورما وأفريقيا الوسطى من دعواتكم إنهم إخوانكم..وحرماتهم هي حرماتكم.,1,Yemen
30, موقف #روسيا المدافع عن #إيران ونظام قرداحة #سوريا هو أساس مأساة شعب #أوكرانيا - من يدعم عنصري يتعلم عنصرية - و - ومن يؤيد طا…,0,Oman
31,إستهداف مدينة #القرداحة بصواريخ الغراد 18-4-2014 URL #دمشق #اللاذقية #معركة_الأنفال,0,Syria
32, شافي العجمي يتبراء من تنظيم داعش بعد تمويلهم من قبله بجمع التبرعات لقتل أطفال سوريا وشيوخها حسبي الله عليك يا شافي,0,Oman
33, URL #حلب | #الفردوس • جمعة أنقذوا حمص قبل أن تستباح 18-4-2014 #سوريا,0,Iraq
34,"10.50 P.M  #سورية #سوريا #اللاذقية #Syria #lattakia #latakia  نشاط فريق \"" #قطرات_ملونة \"" اليوم: تلوين درج حي... URL",2,Oman
35,Last: #syria# Hama | #حماة #الريف_الجنوبي |  :... - المكتب الإعلامي - مجلس قيادة الثورة في حماة Hama RCC URL #news #syria,2,Egypt
36,الان #أفريقيا_الوسطى ك بورما سوريا مصرليبيا العراق لبنان تونس اليمن وقبلها فلسطين بلادالمسلمين تئن وتشكو لكم الله يامسلمين #العراق,0,Yemen
37, لم تتعرض بلد في العالم على مر التاريخ لخيانة من جيرانها كما حدث لسوريا  لكن الامل في الشعوب وليس بالحكومات  هذه سوريا يا ....…,0,Saudi Arabia
38, #كاثرين_آشتون:سقوط حكم العسكر في  #مصر سينهي الازمة السورية لصالح الاسلامين!! #سوريا #تونس #تركيا #ليبيا  http:…,2,Egypt
39, لمن يستغرب تمسك #بوتفليقة بالحكم ..  مازال حافر #الأسد يحكم من قبره ..   #سوريا,0,Algeria
40, أموي #سوريا •  أهل الشام - بعض الغنائم التي اغتنمها المجاهدون من مليشيات الاحتلال النصيرية وحزب اللات #حالش... URL,0,Iraq
41,   على كل حال):هذا ثائر ينبح ضد كافة المجاهدين اللذين يجاهدون في سبيل الله والمشكله انه من اهل سوريا وجالس بالسعوديه,0,Yemen
42,#Syria إستهداف مدينة القرداحة بصواريخ غراد سدد الله رميكم يا أحرار . تجمع نصرة المظلوم . إستهداف... URL via FaceBook,0,Egypt
43, أموي #سوريا •  فرقة تحرير الشام # اللواء الثاني     للشام نفوس تتهاوى   في عين الغادر مسمار   سنعيد المجد... URL,0,Libya
44, الحمدلله على قضاء الله وقدره، استشهد في سوريا زوجي #وليد_السنيدي اللهم تقبله قبولا حسناً ، واربط على قلبي وعلى قلب والدته ياكريم.,0,Oman
45, إن ماحصل لاخواننا في #سوريا ليعطي اليقين لكل مسلم أن الشعارات البراقة التي ينخدع بها البعض ماهي إلا مطايا للمصالح وتحقيق ال…,0,Modern Standard Arabic
46, كلمة الشيح أيمن الظواهري #كلمة_الظواهري_الواقع_بين_الألم_والأمل  URL #داعش #سوريا #أفغانستان…,0,Egypt
47, #كان_رجل_حتى_قال الله سوريا بشار و بس,0,Tunisia
48,#اخرساعه من يوم الجمعهربي ان اخواننا في سوريا ينتظرون فرجك انصرهم ياناصر المستضعفين ان صبرهم قد طال فعجل بفرحة لنا ولهم تدمع لها الأعين,1,Yemen
49, #شام #سوريا | ريف #القنيطرة : قصف بالمدفعية الثقيلة يستهدف تل أحمر الغربي ، مصدر القصف قوات النظام المتمركزة في تل الجابية و تل الحارة.,0,Algeria
50, استودعكم الله الذي لا تضيعه ودائعه  استغفر الله العظيم  نراكم لاحقا ..   #سوريا,1,Oman
51," \"" حماية الله لطفلٍ برئ أقوى من طغيان بشر  اللهم انصر المجاهدين في #سوريا واحفظ عبادك الموحدين URL""",0,Syria
52, حسبناالله ونعم الوكيل على كل من ساهم في مأساة أطفال سورية ولم يكن هناك من يريدان يناصرهم اللهم اغثهم فلاناصر لهم سواك يالله ياالله,0,Algeria
53, اللهم انصر اخواننا المسلمين في سوريا وفي كل مكان ، اللهم انصر عبادك المستضعفين .  #سوريا,1,Egypt
54,#أوغاريت || #سوريا #حمص :: ملخص أهم أحداث حمص المحتلة ليوم 18 / 4 / 2014 حتى الس... ... URL,2,Algeria
55, كلّ ما مات واحد .. تخافين ، لكن قسم  ضحكة اطفالك تخوف الموت يا سورية   #معرض_وتعليق URL,0,Oman
56, ( والعزه لله )  لا تسقني ماء الحياة بذلة = بل فاسقني بالعز كأس الحنظل  ماء الحياة بذلة كجهنم = وجهنم بالعز أطيب منزل .. !   #سوريا #القصير,0,Modern Standard Arabic
57,#شهداء_الوطن #سوريا  الشهيد البطل محمد سعد الحجل من طرطوس قرية البلاطة الغربية استشهد في درعا الناصرية بتاريخ 13... URL,0,Syria
58,"\"" المراقب الدولي انور مالك.. : تعهدت ألا اطعم نفسي وأولادي من استغلال دماء سوريا ..!  ^و دعاة اخونجية يجمعون تبرعات باسم سوريا ويسرقونها\""",0,Iraq
59," فيديو : إستشهاد وجدي العنزي \"" ابو عزام الكويتي \"" في #سوريا   URL",0,Iraq
60, #سوريا  اللهم في هاذااليوم في صباح يوم الجمعه ان تنصر اخونناءفي بلادالشام اللهم انهم ضماءفاروهم وانهم جاعون فاطعمهم ولعن الله بشا…,1,Algeria
61, #حمص/#سورية #حمص لن تسقط..وستبقى صامدة بابطالها وبشموخ جبينهم العالي #حمص....ستظل العدية♥ URL,1,Egypt
62, أورينت نيوز| مؤتمر يفضح جرائم براميل النظام المتفجرة URL #syria #سوريا,0,Syria
63, سوريا - حمص القديمة : الجيش يسيطر على عدة كتل ومبان في باب هود ووادي السايح  قناة الدنيا,0,Algeria
64, اللهم إني أستودعك أطفال ونساء سوريا فأحفظهم بحفظك ياأرحم الراحمين URL,1,Egypt
65,#حلب لواء التوحيد دك معاقل الشبيحة بالرشاشات الثقيلة URL #دمشق,0,Iraq
66,   اقسم بالله نحن في سوريا لما فاز البطل مرسي في الانتخابات الثوار والمجاهدين فرحوا كانما قتل بشار  #ا…,1,Tunisia
67,#سوريا  المعادل الراهن للملهاة الحزينة بكامل فصولها.,0,Saudi Arabia
68,    قصي واهل سوريا كلهم راجعين انشاءالله ♡♡,1,Saudi Arabia
69,"\"" يقولون تمثيل هذا الصليب ماذا يمثل؟ #جيش_تويتر #السعودية #الرافضة #سوريا #الشيعة #العراق URL""",2,Iraq
70,#سوريا #اللاذقية   #معركة_الأنفال :  الأخوة المجاهدون يحاصرون العديد من مرتزقة الأسد في محور تشالما ويقتلون عدد كبير منهم,0,Modern Standard Arabic
71, لعنت الله عليك ،، النصر قريب للمجاهدين في سوريا !! والله يعجل في قبض روحك انشاءالله,0,Saudi Arabia
72,ابو عمر استشهد مبارح  ب #ريف_اللاذقية ب #كسب #سوريا,0,Syria
73,"\""@: #معلومة_عن_قناة_المجد   الثورة السورية ولازالت تقف  وعلم #سوريا يرفرف على جميع قنواتها  بالإختصار :  قناة تحمل هم الأمة الإسلامية..♡\""",1,Oman
74, اللهم انصر بشار الاسد على رعاع جبهة النصرة و خونة الجيش الصهيونى الحر #سوريا,1,Egypt
75,"\"" اللهم إنك أعلم بحال إخوتنا المستضعفين في #سوريا فعجل بنصرهم.. على من: سفك دمائهم، ومسّ عوراتهم، وقتل أطفالهم، وشيوخهم، وشبابهم\""",0,Iraq
76,"\"" لا يقتل الاطفال إلا من تجرد من أبجديات الإنسانية وأتصف بصفات الطغاة !! #سوريا #حلب URL""",0,Iraq
77,استشهاد ثلاث فلسطينيين في سوريا: الحياة برس – مصادر طبية ومحلية في مخيم حمص ‘ مخيم العائدين ‘ في سوريا الجمعة،... URL,0,Egypt
78,#syria #Aljazeera #حمص : 14 شهيداً ونحو 75 جريحاً هي حصيلة انفجار سيارة مفخخة قرب جامع بلال ... URL #mar15 #alarabiya,0,Iraq
79, !̴​​.. ♡`̨      #لم اعد اسمع اخبار عن #سوريا كالسابق      هل ضُمت سوريا إلى #فلسطين ؟ لتصبح #قضايا منسيہ </3 !  #مسآحه_دعويه,0,Egypt
80, “ منسقه الاتحاد الاوروبي كاثرين اشتون تبين سبب دعم الغرب للانقلاب في مصر !  #مصر #سوريا #تونس #ليبيا . URL,2,Yemen
81, بالفديو صاروخ ميتس يدمر دبابة تابعة للنصيري الاسد و فرحة المجاهدين المسلمين السوريين  بذلك ،، #سوريا   URL,1,Jordan
82, ما حدي رح بيحس فيكي يا سورية  الله خير ناصر ومعين URL,0,Syria
83, الجيش الحر يدمر 3 آليات عسكرية في بلدة بصرى الشام بدرعا ويقتل 7 عناصر من قوات الأسد #Syria,0,Lebanon
84,#اخبار سوريا: مقتل 14 بانفجار استهدف مسجدا في حمص: اقرأ هنا خبر عاجل بعنوان اخبار سوريا: مقتل… URL,0,Egypt
85, أموي #سوريا •  مخطط لإحراق حمص ودرعا   تحت عيون العالم العربي والعالمي المتخاذلين   جبهة الساحل ليش بردت   أحرق... URL,0,Egypt
86," مقتل متزعم لواء رجال الشام التابع لـ\""جبهة ثوار سوريا\"" اثر انفجار عبوة لاصقة بسيارته بريف سراقب  في ادلب .",0,Oman
87, يارب المستضعفينْ فيْ سورياَ إِجعْل لهمْ دْفئَاً فيَ ((هذَا اَلبرْد اَلموٌجع ))    #سوريا,0,Egypt
88, أموي #سوريا •  ديرالزور تجمع شباب الحقيقة #حي الصناعة لقاء مـْـْع المجاهدين المربطين داخل الحي   الرابط :: URL,0,Saudi Arabia
89, أموي #سوريا •   #ريف_حلب_الجنوبي - عزيزة - 18.04.2014     الثوار يسـْـْيطرون على حاجزي بيت الحمام والدشم في قرية عزيزة بريف حلب .,0,Saudi Arabia
90, والله ان مطير تنومس ومالها حـل   مجاهد مطيري في سوريا يراقب الوضع من فوق عماره ومشغل شيلة ( ماجد الحابوط )   URL,0,Yemen
91,(لهم من جهنم مهاد ومن فوقهم غواش وكذلك نجزي الظالمين) [الأعراف:41]  URL #ربي انصر سوريا  #غرد_بالخير,1,Yemen
92,  كنا نتابع احداث سوريا واخبار المجاهدين منذ بداية الثورة اما الآن بعد اقتتال الفصائل الجهاديه فيما بينها كرهنا متابعة الاحداث!,0,Yemen
93,اخواني عنصريين كل ماعصبوا مني قالوا لي يا العبدة، مره اللي يشوفهم يقل من سوريا ذابحهم البياض؟ والله انا ابيض من ياسر بس مين يفهم؟,0,Saudi Arabia
94, اللهم اشفي مرضانا و مرضى المسلمين و عافي عنهم و انصر اخواننا المجاهدين و اعتق سوريا من ايادي الطاغيه بشار و اشفع لك من احتاج ش…,1,Libya
95, أطفالٌ عرفوا الموت قبل أن يعرفوا الحياة ! #لن_ننسكم #سوريا URL,0,Egypt
96, قطع اذرعة النظام الإيراني هو الحل الوحيد لإنهاء الدكتاتورية والبربرية في سوريا  #Iran #Iraq #Geneva2,0,Oman
97, أموي #سوريا •  درعا #الشيخ_مسكين   عصابات الغدر والاجرام تسـْـْتهدف المدينة المحاصرة بالمضادات من حاجز الناحية ومن الواء 82   اللهم ربي سلم,0,Iraq
98, أنت ولعها وبعدين ماتعرف تخمدها.خلينا بثورة سوريا و مصر.أسرع الناس إلى ثورة وأعجزهم عنها.,0,Jordan
99,    لافرق سيسي وبشار لكن شعب سوريا قاتل لم يقف علوش وبعض من قادتهم مع قادة السيسي!؟,0,Yemen
100, سـوف نحـيا هـنـاااا  سـوف يحـلوو الـنغــم # أطفال سوريا URL”,1,Syria
101," \"" :فقط في سوريا ، طفل شهيد في الشارع معلق ، لن أُعلق على الصورة ، فالدمع قد سبق كلماتي ،URL""",0,Algeria
102,URL أهل الشام|| شيخ في جبهة جمعية الزهراء همة قوية وعزيمة لاتنثني بالرغم من كبر سنه في ساحات الجهاد #حلب  #سوريا,1,Iraq
103, أموي #سوريا •    #تجمع_صقور_الفتح_الإسلامي     كتب الشيخ أبو عمارة المسؤول العام عن تجمع صـْـْقور الفتح الإسلامي,2,Sudan
104,CH8: سوريا مباشر || الجزيرة || نشرة أخبار السادس�... URL,2,Syria
105,"#صورة_سورية .. في #سوريا .. عندما يبكي الرجال فاعلمْ أنَّ الهمومَ أثقلُ من الجبال!ربي كن لهم معينا ونصيرا  - URL""",0,Oman
106,  اللهم انصر إخواننا في سوريا,1,Egypt
107, #شام #سوريا | سقوط عدد من الجرحي جراء غارة من الطيران الحربي على مدينة تلبيسة بريف حمص,0,Lebanon
108, #قصة قصيرة ، كيف أصبح الجرو الصغير كلبا قاتلا. #صورة #سوريا URL,0,Modern Standard Arabic
109, 19- #اقتباس من كلمة (ما كان هذا منهجنا ولن يكون ) #الدولة_الإسلامية_في_العراق_والشام #النصرة_المقدسية #القاعدة #سوريا http:/…,0,Oman
110,  اااااااه ذكرتيني رجعتيني احدعش سنه ورا يوم اول مرة نروح سوريا كانو يشغلونها باللعاب,0,Saudi Arabia
111, #شام #سوريا |ريف #حلب : قصف من الطيران الحربي بالرشاشات الثقيلة يستهدف منطقة الليرمون وبلدة كفر حمرة,0,Egypt
112, عاجل  الجيش الحر يستهدف حاجز السلام في خان شيخون بإدلب #Syria #سورية #kuw #حمص #ksa #حلب #uae #شام #oman #درعا #qatar #دمشق  .,0,Egypt
113,    آمين ،آن شاء الله ستشرق شمس سوريا من جديد بصبركن،والشدائد رح تزول بإذن الله،بندعيلكن…,1,Syria
114," \""وأخرى تحبونها، نصر من الله وفتح قريب، وبشر المؤمنين\"". #طرائف_الطريفي #سوريا #سوريا_اقترب_النصر URL",1,Iraq
115,   يعني اي واحد يروح سوريا يكبر خشمه ولا وش السالفه ؟؟,0,Qatar
116," مآذن الشام تبكــي ,,   #سوريا #Syria  . URL",0,Syria
117,#سوريا #حمص : أكثر من 15 شهيد و عشرات الجرحى في حصيلة أولية لضحايا انفجار السيارة المفخخة عند مسجد بلال الحبشي عقب صلاة الجمعة,0,Sudan
118, عبد الله المعتوق: إذا لم تحل الأزمة الـ #سورية فإن الدول المانحة ستشعر بمزيد من الإجهاد بسبب مواصلة العطاء لنف... URL,0,Modern Standard Arabic
119,اطفال حلب سوريا يارب الطف بحالهم اللهم انصر الثورة السوريه وحفظ الشعب السوري من المجرم بشار.اللهم احفظ اهل سوريا URL,0,Oman
120, أموي #سوريا •  درعا_ مدينه الحارة   مـْـْدينة الحاره تزف لكم أحد أبنائها الشهيد أيمن حسين الوادي في سجون الاحتﻻل اﻵسدي - سجن صيدنايا,0,Libya
121,الجربا بين انصاره  هل هذا من يريد ان يحكم في سورية المستقبل URL,0,Saudi Arabia
122,  والله يا أخي شو ماقدمنا وعملنا لحمص غير حمص مقصرين و أقل شيئ إنو نصدق معها وأقله بالتغريد ؟ والله قلبنا انفطر وكل سوريا اليوم حمص,0,Lebanon
123,"\"" اللهم ياودود يامغيث يافعال لماتريد اللهم فرج هم أطفال سوريا  قتلوا برائة الطفولة فيهن ' URL""",1,Syria
124,  سوريا غاليه على قلوبنا,1,Yemen
125, SYRIA #SRGC #الهيئة_العامة #سوريا #درعا : #اليادودة : قوات النظام تقصف بالمدفعية الثقيلة بلدة اليادودة بريف درعا URL,0,Lebanon
126, أموي #سوريا •  عن #البدعة   قال بن مسعود: اتبعوا و لا تبتدعوا فـْـْقد كفيتم، وعليكم بالأمر العتيق,2,Algeria
127, عاجل 🔴  بعد قليل .. #السمبتيك يروي تجربته مع الجهاد في سوريا على القناة السعودية 1   URL,2,Egypt
128,#ساعة_استجابة  اللهم ثبت أقدام المجاهدين و أشدد أزرهم و ثبت أقدام و أعلي رايتهم و وحد صفوفهم و اجمعهم على قلب رجل واحد #سوريا #بغداد #اليمن,1,Libya
129,#شام #سوريا | ريف #حمص : قصف بالمدفعية الثقيلة من قبل قوات النظام يستهدف أطراف مدينة تدمر.,0,Egypt
130, URL  اذا كان يهمك مايجري في سوريا والعراق وماجرى في ليبيا،إقرأ هذا المقال بعيدآ عن العربية والجزيرة والإعلام …,2,Algeria
131, أموي #سوريا •  النـْـْشرة الإخبارية لأهم العمليات والاشتباكات التى دارت في 18 4 2014 الرابط :: URL,2,Sudan
132, من فعل هذا بجدتي ...   من .؟   #حلب اليوم و #جرائم كل يوم   هنا #سوريا URL,0,Saudi Arabia
133, URL شام ريف حلب حريتان تصاعد الدخان جراء القصف العنيف على البلدة 18 4 2014 #سوريا  #حلب  #حريتان,0,Syria
134, جماعة لصوص ، نحن في سوريا من أين لنا بهذا المبلغ الضخم ، ما إلنا غير القمر التركي أو #zdf,0,Oman
135, ولا تحسبن الذين قتلوا في سبيل الله أمواتا بل أحياء عند ربهم يرزقون) رحم الله الشهيد عبدالرحمن محسن التوم  #سوريا URL,0,Sudan
136, 2 ايران تنتقل خطوة فى سوريا .خطوتها الجديدة حكم ميلشياوى شيعى رسمى ﻻ حكم حزب بشار الذى يدعى العلمانية والبعثية.يبقى بشار …,0,Egypt
137, ✨صبراً يا سوريا ؛ فالنصر قريب بإذن الله. ✨ URL,1,Syria
138,#سوريا #syria قوات النظام تقصف بالمدفعية الثقيلة على بلدة #البوعمر #ريف_ديرالزور,0,Iraq
139, #شام #سوريا | #ديرالزور : الجيش الحر يقتل عدد من قوات النظام إثر نسفه لأحد معاقلهم بحي الصناعة,0,Algeria
140, حينَ يخذلكَ بترولُ العرب ، وحطبُ بلادك ، وخيمتكَ المهترئة ، ورصيفُ غربةٍ بارد.. لن يخذلكَ حضن أخاك !🍂 #سوريا URL,0,Oman
141,#Syria حمص: سقوط شهداء والعشرات من الجرحى جراء انفجار سيارة مفخخة امام مسجد بلال الحبشي بالقريب من... URL via FaceBook,0,Iraq
142, وفي آخر ساعه من يوم الجمعه لاتنسون أخوانا في سوريا من دعواتكم .. ولا تنسون المرضى والاموات من دعواتكم..  ولاتنسوني من دعواتكم ♥,1,Yemen
143,#سوريا  حدث في مثل هذا اليوم #مجزرة_الساعة #حمص 18-4 URL,0,Oman
144, هـنـا #سوريا   حـيـث مـاتـت إنـسـانـيـة العالـم URL,0,Syria
145,أموي #سوريا •     - #ريف_دمشق - #القلمـْـْون - #وادي_بردى - #عاجل -   إستهداف قرية #اشرافية_الوادي بالرشاشات... URL,0,Egypt
146, بعد سقوط بشار اجزم لك سوف يسقط بعده مباشره حزب الشيطان ويليه دولة المجوس.وقسم بالله ان النصر لاهل سوريا وسوف يقتل بشار,0,Oman
147, مؤلم جداً بكاء الكبار اكثر من بكاء الأطفال  لأنهم لا يبكون إلا من شئ قد غلب صبرهم !!   #سوريا URL,0,Modern Standard Arabic
148, أسود حتى النخاع وﻻ بنرضى غير باﻷسد يكون رمز سوريا,1,Syria
149,"\"": لا تحزني يا صغيرتي ستجتمعين أنتِ ومن خذلك أمام الله ولن يضيع حقك ،،، #سوريا . URL""",0,Oman
150," مع المكر الكبار في #سوريا   لا يغب عن بالك قوله تعالى : \""أم أبرموا أمرا فإنا مبرمون\"" \"" ومكروا مكرا ومكرنا مكرا وهم لا ي…",1,Oman
151, اللهم أنصر #المجاهدين في #سوريا وأحفظ أطفال ونساء ورجال #الشام #syria      h…,1,Egypt
152, والله ما يحصل في اليمن يحزن القلب و سوريا أيضاً تستصرخ الضمير الحي النشطاء السوريين يعبرون عن قلقهم من مجزرة جديدة في حمص,0,Oman
153, أموي #سوريا •  ريف #حماة: دارت اشتباكات عنيفة على أطراف مدينة مورك تمكن خلالها الثوار من تدمير دبابة وقـْـْتل... URL,0,Libya
154,اذكروا #سوريا بدعوة #ساعة_استجابة,1,Iraq
155, زعلانه لان أطفال سوريا ماعندهم شي ياكلونه   URL,0,Iraq
156,"الاقتصاد السوري ليرة منهارة وديون متعثرة: في عامي 2011 و2012، ومع دخول \""الثورة السورية\"" عامها... URL  #سوريا",0,Oman
157,  وحدمر سوريا اكثر  نظرياً اختي امريكا ماضربت بشار  وماعم بتشوف شو عم بيصير امريكا  مابدها اسلاميين يحكمو سوريا…,0,Syria
158," : هكذا ينحرون أطفال سوريا  ثم يقولون نحن أتباع أهل البيت❗❗   URL أهلكـهم.\""",0,Modern Standard Arabic
159, #شام #سوريا | ريف #درعا : تجدد القصف بالدبابات على بلدة اليادودة ،  مصدر القصف قوات النظام المتمركة على حاجز فطرة.,0,Lebanon
160, مافيا سورية تفشل بتهريب 22 مليون حبة مخدرة للسعودية   URL URL,0,Jordan
161, #شام #سوريا | ريف #درعا : قصف للطيران المروحي بالبراميل المتفجرة على مدينة إنخل.,0,Lebanon
162, #شام #سوريا | ريف #درعا : قصف بالمدفعية الثقيلة يستهدف أطراف بلدة الغرايا ،  مصدر القصف قوات النظام المتمركزة في خربة غزالة.,0,Algeria
163,أموي #سوريا •  #حماة #الريف_الشمالي #عاجل   إشتباكات عنيفة على مشارف الحي الجنوبي لمدينة مورك بين الجيش الإسلامي... URL,0,Egypt
164, يـــا بآسط الأرض ورافــع السمـاءابسط رحمتك لأهل سوريــآ وارفــع عــنهم البـــلاء  #دعواتكم  لــ  #سوريا URL,1,Syria
165, اللهم أمين #مصر #لبنان #السعودية #المغرب #الإمارات #سوريا #فلسطين #الكويت #الأردن #البحرين #تونس #دبي #جدة #القاهرة http://…,2,Egypt
166," \"" عثروا عليه في الصحراء من سورية إلى الأردن حاملا كيس أغراضه وأحلامه ، لكم الله يا #أطفال_سورية URL",0,Modern Standard Arabic
167,أموي #سوريا •  SYRIA     15 شهيداً في انفجار سيارة مفخخة قرب جامع( بلال ) بحمص   استشهد اليوم (الجمعة)15شهيدا... URL,0,Lebanon
168, من يطلب الثورة والاحتجاجات والمظاهرات بالكويت ممكن سؤال واحد فقط.  ماذا أستفاد سوريا ومصر وليبيا والعراق والجزائر من ثوراتهم؟  غير الدماء ؟,0,Modern Standard Arabic
169,#حمص_المحاصرة #سوريا #Syria #Homs #حصار  باب الدريب_ الصليبة العصياتي URL,0,Syria
170, استشهاد 3 من اللاجئين #الفلسطينيين و إصابة 7 في #مخيم_العايدين في حمص في سوريا نتيجة انفجار سيارة مفخخة.,0,Modern Standard Arabic
171, مقطع يظهر وحشية النظام الإيراني في تعذيب  الأطفال العرب الأحوازيين  #Bahrain #Egypt #Syria #UN  #البحرين #مصر #سوريا htt…,0,Egypt
172, #الشعب_يتحرك_19_ابريل #الشعب_يقول_كلمته t سنبقى عبيد بلاكرامة ولا دين ولاخلق !؟ حتى لا يحدث لنا كما في سوريا ومصر ووو !!؟ …,0,Saudi Arabia
173,#سورية  بالجزائر رئيس بيفوز عالكرسي وبيخاطب شعبه عالسكايب وبسورية رئيس بيترشح معاق عقليا..! حسبنا الله ونعم الوكيل لك الله يا أمة الاسلام,0,Syria
174, الروافض قد كشروا أنيابهم وذبحوا الرضيع قبل الرجل الروافض أشد على الإسلام من اليهود والنصارى! #سوريا #مصر #السعودية URL,0,Yemen
175, أموي #سوريا •  فيلق الشام ll الساحل ll صواريخ غراد المرعبة تستهدف معاقل اوكار إرهابـْـْيي الأسد في البهلولية   URL,0,Saudi Arabia
176,اخبار قناة الآن/ إصابة 100 جراء استخدام غاز الكلور بكفرزيتا بريف حماة #سوريا - عبر تطبيق نبض  URL,0,Sudan
177, #شام #سوريا | ريف #حمص : قصف مدفعي لقوات النظام يتجدد على مدينة تلبيسة.,0,Algeria
178,أموي #سوريا •  أبـْـْطال لواء الشهيد أحمد العمر ولشهر الخامس على التوالي يرابطون على الثغور في جبهة عتمان   URL,1,Iraq
179, حسبي الله على كل من دمر سوريا وقتل الانفس بغير حق,0,Saudi Arabia
180,أموي #سوريا •     - #حماة #الريف_الشمالي   الجيش الإسلامي الحر يستهدف بمدفع إلى جهنم معاقل النظام في قاعدة تل... URL,0,Libya
