Sentence_ID,sentence,Tokens,NER_Tags,Dialect
11,شروقي مشتاق ليكي تجي ويتكتك العصفور وتكون روحك معي بالصدر مصروره وحروف اسمك كانها لمعة البلور عا لوح صدري بإيدي حفر محفوره ونكون انتي وانا بجنينة المنتور ومن حول منا الدني جنّات معموره ويكون شهد النحل فوق الزهر معصور ويكون مجرى النهر برواز للصوره .,"['شروقي', 'مشتاق', 'ليكي', 'تجي', 'ويتكتك', 'العصفور', 'وتكون', 'روحك', 'معي', 'بالصدر', 'مصروره', 'وحروف', 'اسمك', 'كانها', 'لمعة', 'البلور', 'عا', 'لوح', 'صدري', 'بإيدي', 'حفر', 'محفوره', 'ونكون', 'انتي', 'وانا', 'بجنينة', 'المنتور', 'ومن', 'حول', 'منا', 'الدني', 'جنّات', 'معموره', 'ويكون', 'شهد', 'النحل', 'فوق', 'الزهر', 'معصور', 'ويكون', 'مجرى', 'النهر', 'برواز', 'للصوره', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
12,زقّمتهن وقت اللي كانو زغار وشو كنت اسقيهن من عيوني احفر عاصدري بالمسمار ومن روح روحي جبلهن موني ومن مرج عمري اقطف الازهار وقضّي حياتي وسخوني اعصر حروفي حبر فوق الغار وعبّي من الآهات مخزوني وأعمل رموشي للرسم بيكار وارسم على حيط العمر تذكار فلفش حياتي وبعثر الأشعار وقت اللي صارو للحرف شعّار كل هالتقدير نسيوني .,"['زقّمتهن', 'وقت', 'اللي', 'كانو', 'زغار', 'وشو', 'كنت', 'اسقيهن', 'من', 'عيوني', 'احفر', 'عاصدري', 'بالمسمار', 'ومن', 'روح', 'روحي', 'جبلهن', 'موني', 'ومن', 'مرج', 'عمري', 'اقطف', 'الازهار', 'وقضّي', 'حياتي', 'وسخوني', 'اعصر', 'حروفي', 'حبر', 'فوق', 'الغار', 'وعبّي', 'من', 'الآهات', 'مخزوني', 'وأعمل', 'رموشي', 'للرسم', 'بيكار', 'وارسم', 'على', 'حيط', 'العمر', 'تذكار', 'فلفش', 'حياتي', 'وبعثر', 'الأشعار', 'وقت', 'اللي', 'صارو', 'للحرف', 'شعّار', 'كل', 'هالتقدير', 'نسيوني', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
13,بحياة الجيش اللبناني الله يحمي الزند الباني يا بلادي عمراني وعابيدرنا نجمع ونصرخ وحياتك يارب وبحياة الجيش اللبناني والفرسان بضهر الخيل تحمي من كل ميل منحلف ما منشوف الويل بوجود الجيش اللبناني .,"['بحياة', 'الجيش', 'اللبناني', 'الله', 'يحمي', 'الزند', 'الباني', 'يا', 'بلادي', 'عمراني', 'وعابيدرنا', 'نجمع', 'ونصرخ', 'وحياتك', 'يارب', 'وبحياة', 'الجيش', 'اللبناني', 'والفرسان', 'بضهر', 'الخيل', 'تحمي', 'من', 'كل', 'ميل', 'منحلف', 'ما', 'منشوف', 'الويل', 'بوجود', 'الجيش', 'اللبناني', '.']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']",Lebanon
14,متل القمر كل يوم بتهلّي عا طول عندك عالارض طلي من كثر ما نورك سحر هالكون نجمات حولك مش عم تخلي .,"['متل', 'القمر', 'كل', 'يوم', 'بتهلّي', 'عا', 'طول', 'عندك', 'عالارض', 'طلي', 'من', 'كثر', 'ما', 'نورك', 'سحر', 'هالكون', 'نجمات', 'حولك', 'مش', 'عم', 'تخلي', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
15,كرمال عينيكي كتبت حروف وعاوراق عمري بلشت ادمع من حول منك صار قلبي يطوف يغزلك من الشعر كنزة صوف ويلفّها عا كتافك ويرجع .,"['كرمال', 'عينيكي', 'كتبت', 'حروف', 'وعاوراق', 'عمري', 'بلشت', 'ادمع', 'من', 'حول', 'منك', 'صار', 'قلبي', 'يطوف', 'يغزلك', 'من', 'الشعر', 'كنزة', 'صوف', 'ويلفّها', 'عا', 'كتافك', 'ويرجع', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
16,اتطلّعت بعيونك شفت اسرار خلف القلق يمكن مخبّايه وعالخد عندك وردتين زغار ورده عم تقلي عليك بغار ورده بتسأل ايمتا جاي .,"['اتطلّعت', 'بعيونك', 'شفت', 'اسرار', 'خلف', 'القلق', 'يمكن', 'مخبّايه', 'وعالخد', 'عندك', 'وردتين', 'زغار', 'ورده', 'عم', 'تقلي', 'عليك', 'بغار', 'ورده', 'بتسأل', 'ايمتا', 'جاي', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
17,اللون الزهر بيقهر قهر بسرّ وجهر بيكوي قلوب بس المهر قبال النهر بيمشي الدهر دروب دروب .,"['اللون', 'الزهر', 'بيقهر', 'قهر', 'بسرّ', 'وجهر', 'بيكوي', 'قلوب', 'بس', 'المهر', 'قبال', 'النهر', 'بيمشي', 'الدهر', 'دروب', 'دروب', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
18,سبحان ربي اللي عطاكي عيون تاضل اقشع هالدني فيهن لا تبعدي عيونك عن المحزون مطرح عيونو عيون خليهن .,"['سبحان', 'ربي', 'اللي', 'عطاكي', 'عيون', 'تاضل', 'اقشع', 'هالدني', 'فيهن', 'لا', 'تبعدي', 'عيونك', 'عن', 'المحزون', 'مطرح', 'عيونو', 'عيون', 'خليهن', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
19,Coolness دخيلك رجّعي الايام Costume كل غفوه بشوفك بحلمي ياريتني طفل وعا زندك نام وإكبر يا إمي وتكبر الأحلام كلما همستي بثغرك البسّام بتفوح منك ريحة الكلمي ه .,"['Coolness', 'دخيلك', 'رجّعي', 'الايام', 'Costume', 'كل', 'غفوه', 'بشوفك', 'بحلمي', 'ياريتني', 'طفل', 'وعا', 'زندك', 'نام', 'وإكبر', 'يا', 'إمي', 'وتكبر', 'الأحلام', 'كلما', 'همستي', 'بثغرك', 'البسّام', 'بتفوح', 'منك', 'ريحة', 'الكلمي', 'ه', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
20,عم شوف انك قاعده حدي ونظرات عينيكي شمس حدي وجوات صدري نار عم بتثور وعامخدتي في Costume عصفور واللحن عم ينزف عالمخدي .,"['عم', 'شوف', 'انك', 'قاعده', 'حدي', 'ونظرات', 'عينيكي', 'شمس', 'حدي', 'وجوات', 'صدري', 'نار', 'عم', 'بتثور', 'وعامخدتي', 'في', 'Costume', 'عصفور', 'واللحن', 'عم', 'ينزف', 'عالمخدي', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
21,شفتك شمس بعزّ الضهر ووهج خدودك كاويني وبسمة تمّك متل الطهر بتركض بتبوس جبيني .,"['شفتك', 'شمس', 'بعزّ', 'الضهر', 'ووهج', 'خدودك', 'كاويني', 'وبسمة', 'تمّك', 'متل', 'الطهر', 'بتركض', 'بتبوس', 'جبيني', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
22,Costumet اذا هالدهر court وراحو المنابر يسألو عني هونيك مايلاقو الزجل موجود يلاقوه ميّت من بعد مني .,"['Costumet', 'اذا', 'هالدهر', 'court', 'وراحو', 'المنابر', 'يسألو', 'عني', 'هونيك', 'مايلاقو', 'الزجل', 'موجود', 'يلاقوه', 'ميّت', 'من', 'بعد', 'مني', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
23,كلما اشتقت للصوت يا عصفور بعزف بقلبي تاتجي ليّي لكن بدونك هالعمر مقهور غيرك آندرويد من الطيور طيور بعطيك صوتي ونور عينيّي .,"['كلما', 'اشتقت', 'للصوت', 'يا', 'عصفور', 'بعزف', 'بقلبي', 'تاتجي', 'ليّي', 'لكن', 'بدونك', 'هالعمر', 'مقهور', 'غيرك', 'آندرويد', 'من', 'الطيور', 'طيور', 'بعطيك', 'صوتي', 'ونور', 'عينيّي', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
24,عشقتك لأنك متل عينيّي مهما تغيبي بترجعي ليّي بلشت ازرعلك عا خدي زهر وإمشي بهالمرجه انا أبلود وعملت قلبي زورق بهالنهر تتركضي وتسافري أحيانن .,"['عشقتك', 'لأنك', 'متل', 'عينيّي', 'مهما', 'تغيبي', 'بترجعي', 'ليّي', 'بلشت', 'ازرعلك', 'عا', 'خدي', 'زهر', 'وإمشي', 'بهالمرجه', 'انا', 'أبلود', 'وعملت', 'قلبي', 'زورق', 'بهالنهر', 'تتركضي', 'وتسافري', 'أحيانن', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
25,مبارح اجو شعّار عالمنبر حسّيت انو المنبر تغيّر واصفرّ لونو متل عشب الصيف الدفّ انخجل وتشوّه المنظر قلتلهن شعر الزجل ياحيف يموت وما يبقى هالغصن اخضر شعر الزجل يا حباب قلبي طيف منّو شكل ومجسّم محجّر شعر الزجل للناس متل الكيف شعر الزجل ببلادنا بيدر شعر الزجل مش إدّعاء وزيف ومتلو انا بالخابيه مخمّر وقت التحدي بكون متل السيف ووقت المرح اعذب من الكوثر مِنّي نصيحه راقبو المنبر .,"['مبارح', 'اجو', 'شعّار', 'عالمنبر', 'حسّيت', 'انو', 'المنبر', 'تغيّر', 'واصفرّ', 'لونو', 'متل', 'عشب', 'الصيف', 'الدفّ', 'انخجل', 'وتشوّه', 'المنظر', 'قلتلهن', 'شعر', 'الزجل', 'ياحيف', 'يموت', 'وما', 'يبقى', 'هالغصن', 'اخضر', 'شعر', 'الزجل', 'يا', 'حباب', 'قلبي', 'طيف', 'منّو', 'شكل', 'ومجسّم', 'محجّر', 'شعر', 'الزجل', 'للناس', 'متل', 'الكيف', 'شعر', 'الزجل', 'ببلادنا', 'بيدر', 'شعر', 'الزجل', 'مش', 'إدّعاء', 'وزيف', 'ومتلو', 'انا', 'بالخابيه', 'مخمّر', 'وقت', 'التحدي', 'بكون', 'متل', 'السيف', 'ووقت', 'المرح', 'اعذب', 'من', 'الكوثر', 'مِنّي', 'نصيحه', 'راقبو', 'المنبر', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
26,"أسوء محل هون عامل عرض كل 3 أحذية بسعر 2 ، في تلات نسوان كانوا مع بعض عم يشتروا وعم يحكوا عربي ، كنت واقف وهني عم يحكوا ورايي ، بتقول وحدة منن للتانية : """""" ليكي هالصباط شو حلو ، متل وجّك بالظبط """""" .","['أسوء', 'محل', 'هون', 'عامل', 'عرض', 'كل', '3', 'أحذية', 'بسعر', '2', '،', 'في', 'تلات', 'نسوان', 'كانوا', 'مع', 'بعض', 'عم', 'يشتروا', 'وعم', 'يحكوا', 'عربي', '،', 'كنت', 'واقف', 'وهني', 'عم', 'يحكوا', 'ورايي', '،', 'بتقول', 'وحدة', 'منن', 'للتانية', ':', '""""""', 'ليكي', 'هالصباط', 'شو', 'حلو', '،', 'متل', 'وجّك', 'بالظبط', '""""""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LANGUAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
27,هيدا اكيد زلمة عربي مزوج تلات نسوان وباعتن مع بعض كرمال يوفّر ع حاله .,"['هيدا', 'اكيد', 'زلمة', 'عربي', 'مزوج', 'تلات', 'نسوان', 'وباعتن', 'مع', 'بعض', 'كرمال', 'يوفّر', 'ع', 'حاله', '.']","['O', 'O', 'O', 'B-NORP', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
28,"من مدة كنت بمناسبة وتعرفت ع صبية اسبانية ، من حديث لحديث قالت انها مقاطعة كل منتجات الكيان ، انا عالحماس قلتلها بحبك ، اكيد أضرب فكرت اني عم امزح بينما انا عنجد قاصد للي قلته وبلشت فكر بأسماء الولاد ، الأول رح يكون اسمه مركب """""" راؤول علي الأكبر """""" للي صار مبارح لم يصنع ابطالا ، يعني لا القاضي ولا الجهة الحزبية للي داعميته رح ياخدوا ثقة الشعب من خلال هالقرار ، بس للي صار مبارح كتير مهم لأن كشف ناس ع حقيقتن ، وكمان التلفزيونات للي كانوا عاملين حالن غيفارا الثورة .","['من', 'مدة', 'كنت', 'بمناسبة', 'وتعرفت', 'ع', 'صبية', 'اسبانية', '،', 'من', 'حديث', 'لحديث', 'قالت', 'انها', 'مقاطعة', 'كل', 'منتجات', 'الكيان', '،', 'انا', 'عالحماس', 'قلتلها', 'بحبك', '،', 'اكيد', 'أضرب', 'فكرت', 'اني', 'عم', 'امزح', 'بينما', 'انا', 'عنجد', 'قاصد', 'للي', 'قلته', 'وبلشت', 'فكر', 'بأسماء', 'الولاد', '،', 'الأول', 'رح', 'يكون', 'اسمه', 'مركب', '""""""', 'راؤول', 'علي', 'الأكبر', '""""""', 'للي', 'صار', 'مبارح', 'لم', 'يصنع', 'ابطالا', '،', 'يعني', 'لا', 'القاضي', 'ولا', 'الجهة', 'الحزبية', 'للي', 'داعميته', 'رح', 'ياخدوا', 'ثقة', 'الشعب', 'من', 'خلال', 'هالقرار', '،', 'بس', 'للي', 'صار', 'مبارح', 'كتير', 'مهم', 'لأن', 'كشف', 'ناس', 'ع', 'حقيقتن', '،', 'وكمان', 'التلفزيونات', 'للي', 'كانوا', 'عاملين', 'حالن', 'غيفارا', 'الثورة', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O']",Syria
29,"بعرف بنات كل يوم الصبح بيوقفوا إدام المراية وبيقولوا لحالن """""" يقبرني جمالك """""" ، بيرجعوا بيجوا بيتمسخروا عالناس للي بيعملوا لايك لحالن أمّا .","['بعرف', 'بنات', 'كل', 'يوم', 'الصبح', 'بيوقفوا', 'إدام', 'المراية', 'وبيقولوا', 'لحالن', '""""""', 'يقبرني', 'جمالك', '""""""', '،', 'بيرجعوا', 'بيجوا', 'بيتمسخروا', 'عالناس', 'للي', 'بيعملوا', 'لايك', 'لحالن', 'أمّا', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
30,بعملّك سحر ؟ حط صورة الزعيم للي قلي بيي ممنوع احكي عنه وشوف كيف فجأة بتختفي من عندي .,"['بعملّك', 'سحر', '؟', 'حط', 'صورة', 'الزعيم', 'للي', 'قلي', 'بيي', 'ممنوع', 'احكي', 'عنه', 'وشوف', 'كيف', 'فجأة', 'بتختفي', 'من', 'عندي', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
31,مبارح تفاجأت إستقلالية بفقرة الطبخ عاملين كبة برغل مع بطاطا ، هودي يا واصلة الأزمة الاقتصادية عندن للركب ، أو إمي مستلمة ادارة المحطة .,"['مبارح', 'تفاجأت', 'إستقلالية', 'بفقرة', 'الطبخ', 'عاملين', 'كبة', 'برغل', 'مع', 'بطاطا', '،', 'هودي', 'يا', 'واصلة', 'الأزمة', 'الاقتصادية', 'عندن', 'للركب', '،', 'أو', 'إمي', 'مستلمة', 'ادارة', 'المحطة', '.']","['B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
32,اليوم صار شي كتير غريب ، الله يستر لوين رايحة فينا الحياة وكيف تغيرت هالعالم .,"['اليوم', 'صار', 'شي', 'كتير', 'غريب', '،', 'الله', 'يستر', 'لوين', 'رايحة', 'فينا', 'الحياة', 'وكيف', 'تغيرت', 'هالعالم', '.']","['B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
