,Sentence_id,sentence,Tokens,POS_Tags,Dialect
14,15,احترمو بتنحرمو,"['احترمه', 'بتنحرمه']","['فعل+أمر', 'فعل+مضارع']",Syria
15,16,كونوا أخوة و تقاسموا بالحق,"['كونوا', 'أخوة', 'و', 'تقاسموا', 'بالحق']","['فعل+أمر', 'اسم', 'عطف', 'فعل+أمر', 'اسم']",Tunisia
16,17,القلب و ما يختار,"['القلب', 'و', 'ما', 'يختار']","['اسم', 'عطف', 'اسم+موصول', 'فعل+مضارع']",Sudan
17,18,اللي آخد عقلك يتهنى,"['اللي', 'آخد', 'عقلك', 'يتهنى']","['اسم+موصول', 'اسم', 'اسم', 'فعل+مضارع']",Egypt
18,19,أد القد و زود الزود,"['قد', 'القد', 'و', 'زود', 'الزود']","['اسم', 'اسم', 'عطف', 'اسم', 'اسم']",Lebanon
19,20,أدِّب ابنك صغير بتفرح منو كبير,"['أدب', 'ابنك', 'صغير', 'بتفرح', 'منه', 'كبير']","['فعل+أمر', 'اسم', 'صفة', 'فعل+مضارع', 'أداة+نفي', 'صفة']",Lebanon
20,21,الحذر ما بيمنع القدر,"['الحذر', 'ما', 'بيمنع', 'القدر']","['اسم', 'أداة+نفي', 'فعل+مضارع', 'اسم']",Yemen
21,22,ما بتاخدها إزا بتأدّن,"['ما', 'بتاخدها', 'إذا', 'بتأدّن']","['أداة+نفي', 'فعل+مضارع', 'أداة+ربط', 'فعل+مضارع']",Lebanon
22,23,كل واحد يحكي على أدو,"['كل', 'واحد', 'يحكي', 'على', 'قده']","['اسم+كم', 'اسم+عدد', 'فعل+مضارع', 'حرف+جر', 'اسم']",Lebanon
23,24,إجا مكتوب للكلاب بدك مين يقرا و مين يسمع,"['أجا', 'مكتوب', 'للكلاب', 'بدك', 'مين', 'يقرأ', 'و', 'مين', 'يسمع']","['فعل+ماضي', 'صفة', 'اسم', 'فعل+مضارع', 'اسم+موصول', 'فعل+مضارع', 'عطف', 'اسم+موصول', 'فعل+مضارع']",Lebanon
24,25,أرايبك لا تقربو بيقرصك عقربو,"['قريبك', 'لا', 'تقربو', 'بيقرصك', 'عقربه']","['اسم', 'أداة+نفي', 'فعل+مضارع', 'فعل+مضارع', 'اسم']",Lebanon
25,26,الضرب عالأساس,"['الضرب', 'عالأساس']","['اسم', 'اسم']",Tunisia
26,27,اللي استحوا ماتوا,"['اللي', 'استحوا', 'ماتوا']","['اسم+موصول', 'فعل+ماضي', 'فعل+ماضي']",Egypt
27,28,يا مسترخص اللحمة عند المرقه تندم,"['يا', 'مسترخص', 'اللحمة', 'عند', 'المرقة', 'تندم']","['أداة+نداء', 'صفة', 'اسم', 'ظرف', 'اسم', 'فعل+مضارع']",Libya
28,29,يا مستعجل وقف لقلّك,"['يا', 'مستعجل', 'وقف', 'لقلّك']","['أداة+نداء', 'صفة', 'فعل+أمر', 'فعل+ماضي']",Palestine
29,30,استوطى حيطو,"['استوطى', 'حيطه']","['فعل+ماضي', 'اسم']",Tunisia
30,31,إستفتي قلبك,"['استفتي', 'قلبك']","['فعل+أمر', 'اسم']",Lebanon
31,32,مين استفقدني بعضمه كنت عندو عظيم,"['مين', 'استفقدني', 'بعظمة', 'كنت', 'عنده', 'عظيم']","['اسم+موصول', 'فعل+ماضي', 'اسم', 'فعل+ماضي', 'ظرف', 'صفة']",Lebanon
32,33,استكبرها و لو كانت مرّة,"['استكبرها', 'و', 'لو', 'كانت', 'مرة']","['فعل+أمر', 'عطف', 'أداة+ربط', 'فعل+ماضي', 'اسم']",Jordan
33,34,السر ازا تعدى التنين شاع,"['السر', 'إذا', 'تعدى', 'التنين', 'شاع']","['اسم', 'أداة+ربط', 'فعل+ماضي', 'اسم', 'فعل+ماضي']",Palestine
34,35,كل مين أشاطو تحت باطو,"['كل', 'مين', 'قشاطه', 'تحت', 'باطه']","['اسم+كم', 'اسم+موصول', 'اسم', 'ظرف', 'اسم']",Morocco
35,36,أشكره خَبَر,"['أشكرة', 'خَبَّر']","['اسم', 'فعل+ماضي']",Sudan
36,37,اللي بينشرى ما بينشهى,"['اللي', 'بينشرى', 'ما', 'بينشهى']","['اسم+موصول', 'فعل+مضارع', 'أداة+نفي', 'فعل+مضارع']",Egypt
37,38,أصابعك مو متل بعضهن,"['أصابعك', 'مو', 'مثل', 'بعضهن']","['اسم', 'أداة+نفي', 'اسم', 'اسم']",Syria
38,39,خود الأصيلة و لو كانت عالحصيرة,"['خذ', 'الأصيلة', 'و', 'لو', 'كانت', 'عالحصيرة']","['فعل+أمر', 'صفة', 'عطف', 'أداة+ربط', 'فعل+ماضي', 'اسم']",Lebanon
39,40,أضا و مضى من عقلو,"['قضى', 'و', 'مضى', 'من', 'عقله']","['فعل+ماضي', 'عطف', 'فعل+ماضي', 'حرف+جر', 'اسم']",Lebanon
40,41,يَعَلى أطاطك,"['ياعلى', 'أطاطك']","['حرف+جر', 'اسم']",Syria
41,42,متل الأطرش بالزفّه,"['مثل', 'الأطرش', 'بالزفة']","['اسم', 'اسم', 'اسم']",Syria
42,43,عم يعرج قدام مكرسح,"['عم', 'يعرج', 'قدام', 'مكرسح']","['أداة+مضارعة', 'فعل+مضارع', 'ظرف', 'صفة']",Syria
43,44,أعلو براسو بيعرف خلاصو,"['عقله', 'براسه', 'بيعرف', 'خلاصه']","['اسم', 'اسم', 'فعل+مضارع', 'اسم']",Lebanon
44,45,جيل الأفجع بتحاكيه ما بيسمع بتبعتو عالغرض ما بيرجع,"['جيل', 'الأفجع', 'بتحاكيه', 'ما', 'بيسمع', 'بتبعتو', 'عالغرض', 'ما', 'بيرجع']","['اسم', 'صفة', 'فعل+مضارع', 'أداة+نفي', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'أداة+نفي', 'فعل+مضارع']",Lebanon
45,46,كبرت البيتنجانه و تدندلت جراصا و نسيت قفة الزبل اللي كانت فوق راسا,"['كبرت', 'البيتنجانة', 'و', 'تدندلت', 'أجراسها', 'و', 'نسيت', 'قفة', 'الزبل', 'اللي', 'كانت', 'فوق', 'راسها']","['فعل+ماضي', 'اسم', 'عطف', 'فعل+ماضي', 'اسم', 'عطف', 'فعل+ماضي', 'اسم', 'اسم', 'اسم+موصول', 'فعل+ماضي', 'ظرف', 'اسم']",Libya
46,47,أءرع و دءنو طويلة شي بيغطي شي,"['أءرع', 'و', 'ذقنه', 'طويلة', 'شي', 'بيغطي', 'شي']","['صفة', 'عطف', 'اسم', 'صفة', 'اسم', 'فعل+مضارع', 'اسم']",Lebanon
47,48,أقسى من الحجر,"['أقسى', 'من', 'الحجر']","['صفة+مقارنة', 'حرف+جر', 'اسم']",Yemen
48,49,أكتر من الهم عالقلب,"['أكتر', 'من', 'الهم', 'عالقلب']","['صفة+مقارنة', 'حرف+جر', 'اسم', 'اسم']",Lebanon
49,50,كرمال الورد منصقي العليق,"['كرمال', 'الورد', 'منسقي', 'العليق']","['اسم', 'اسم', 'فعل+مضارع', 'اسم']",Lebanon
50,51,ألبي على ولدي و قلب ولدي عالحجر,"['ألبي', 'على', 'ولدي', 'و', 'قلب', 'ولدي', 'عالحجر']","['اسم', 'حرف+جر', 'اسم', 'عطف', 'اسم', 'اسم', 'اسم']",Palestine
51,52,أكلّو أكلاتو و ضحك على أعلاتو,"['أكلو', 'أكلاته', 'و', 'ضحك', 'على', 'عقلاته']","['فعل+ماضي', 'اسم', 'عطف', 'فعل+ماضي', 'حرف+جر', 'اسم']",Palestine
52,53,إلها تم ياكل مالها تم يحكي,"['إلها', 'تم', 'ياكل', 'مالها', 'تم', 'يحكي']","['حرف+جر', 'اسم', 'فعل+مضارع', 'أداة+استفهام', 'اسم', 'فعل+مضارع']",Yemen
53,54,اللي بيبيعك بالفول بيعو بالقشور,"['اللي', 'بيبيعك', 'بالفول', 'بيعه', 'بالقشور']","['اسم+موصول', 'فعل+مضارع', 'اسم', 'فعل+أمر', 'اسم']",Egypt
54,55,بالألم نشرح,"['بالألم', 'نشرح']","['اسم', 'فعل+مضارع']",Lebanon
55,56,أهلك أهلك و لو رموك عالمهلك,"['أهلك', 'أهلك', 'و', 'لو', 'رموك', 'عالمهلك']","['اسم', 'اسم', 'عطف', 'أداة+ربط', 'فعل+ماضي', 'اسم']",Syria
56,57,مافي أوان بيستحي من أوانو,"['مافي', 'أوان', 'بيستحي', 'من', 'أوانه']","['حرف+جر', 'اسم', 'فعل+مضارع', 'حرف+جر', 'اسم']",Syria
57,58,أوت لا تموت,"['قوت', 'لا', 'تموت']","['فعل+أمر', 'أداة+نفي', 'فعل+مضارع']",Oman
58,59,جحه أولى بلحم تورو,"['جحى', 'أَوْلَى', 'بلحم', 'ثوره']","['اسم+علم', 'صفة', 'اسم', 'اسم']",Libya
59,60,أوَص الضبع,"['قَوص', 'الضبع']","['فعل+ماضي', 'اسم']",Oman
60,61,نيال مين باس إيدو لحالو,"['نيال', 'مين', 'باس', 'إيده', 'لحاله']","['اسم', 'اسم+موصول', 'فعل+ماضي', 'اسم', 'اسم']",Lebanon
61,62,من إيمتى كنا و الشمس ترقعنا,"['من', 'ايمتى', 'كنا', 'و', 'الشمس', 'ترقعنا']","['حرف+جر', 'أداة+استفهام', 'فعل+ماضي', 'عطف', 'اسم', 'فعل+مضارع']",Morocco
62,63,عرق آس و لا شماته بين الناس,"['عرق', 'آس', 'و', 'لا', 'شماته', 'بين', 'الناس']","['اسم', 'اسم', 'عطف', 'أداة+نفي', 'اسم', 'اسم', 'اسم']",Egypt
63,64,آن الأوان و انتصب الميزان,"['آن', 'الأَوان', 'و', 'انتصب', 'الميزان']","['فعل+ماضي', 'اسم', 'عطف', 'فعل+ماضي', 'اسم']",Algeria
64,65,الله يآنسك برحمتو,"['الله', 'يآنسك', 'برحمته']","['اسم+علم', 'فعل+مضارع', 'اسم']",Lebanon
65,66,يللي بيدق الباب بيسمع الجواب,"['اللي', 'بيدق', 'الباب', 'بيسمع', 'الجواب']","['اسم+موصول', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'اسم']",Syria
66,67,الولد إن بار تلتينو للخال,"['الولد', 'إِن', 'بار', 'ثلثينه', 'للخال']","['اسم', 'أداة', 'صفة', 'اسم+كم', 'اسم']",Tunisia
67,68,أبرد من طين الشته,"['أبرد', 'من', 'طين', 'الشتا']","['صفة+مقارنة', 'حرف+جر', 'اسم', 'اسم']",Egypt
68,69,بارك الله فيمن زار و خفف,"['بارك', 'الله', 'فيمن', 'زار', 'و', 'خفف']","['فعل+ماضي', 'اسم+علم', 'اسم+موصول', 'فعل+ماضي', 'عطف', 'فعل+ماضي']",Tunisia
69,70,أخد الحق و تلتين الباطل,"['أخد', 'الحق', 'و', 'تلتين', 'الباطل']","['فعل+ماضي', 'اسم', 'عطف', 'اسم+كم', 'اسم']",Lebanon
70,71,الإيد اللي ما بتقدر عليها بوسها و إدعي عليها بالكسر,"['الإيد', 'اللي', 'ما', 'بتقدر', 'عليها', 'بوسها', 'و', 'ادعي', 'عليها', 'بالكسر']","['اسم', 'اسم+موصول', 'أداة+نفي', 'فعل+مضارع', 'حرف+جر', 'فعل+أمر', 'عطف', 'فعل+أمر', 'حرف+جر', 'اسم']",Lebanon
71,72,بحصه بتسند خابيه,"['بحصة', 'بتسند', 'خابيه']","['اسم', 'فعل+مضارع', 'اسم']",Iraq
72,73,العين بالعين و السن بالسن و البادي أظلم,"['العين', 'بالعين', 'و', 'السن', 'بالسن', 'و', 'البادي', 'أظلم']","['اسم', 'اسم', 'عطف', 'اسم', 'اسم', 'عطف', 'اسم', 'صفة+مقارنة']",Sudan
73,74,بدك عنب لما بدك تقابل الناطور,"['بدك', 'عنب', 'لما', 'بدك', 'تقابل', 'الناطور']","['فعل+مضارع', 'اسم', 'أداة+ربط', 'فعل+مضارع', 'فعل+مضارع', 'اسم']",Palestine
74,75,بدّل غزلانو بقرودو,"['بَدَّل', 'غزلانه', 'بقروده']","['فعل+ماضي', 'اسم', 'اسم']",Lebanon
75,76,بيضل البرد قايم طوال مو النصراني صايم,"['بيظل', 'البرد', 'قايم', 'طوال', 'مو', 'النصراني', 'صايم']","['فعل+مضارع', 'اسم', 'صفة', 'اسم', 'أداة+ربط', 'اسم', 'صفة']",Syria
76,77,الفرنجي برنجي,"['الفرنجي', 'برنجي']","['صفة', 'صفة']",Palestine
77,78,نيال المتهوم و عند ربو بري,"['نيال', 'المتهوم', 'و', 'عند', 'ربه', 'بري']","['اسم', 'اسم', 'عطف', 'ظرف', 'اسم', 'اسم']",Tunisia
78,79,إجا من البريه و أخد الأوليه,"['أجا', 'من', 'البرية', 'و', 'أخد', 'الأولية']","['فعل+ماضي', 'حرف+جر', 'اسم', 'عطف', 'فعل+ماضي', 'اسم']",Lebanon
79,80,على قد بساطك مد رجليك,"['على', 'قد', 'بساطك', 'مد', 'رجليك']","['حرف+جر', 'اسم', 'اسم', 'فعل+أمر', 'اسم']",Egypt
80,81,ساعة البسط ما بتتفوت,"['ساعة', 'البسط', 'ما', 'بتتفوت']","['اسم', 'اسم', 'أداة+نفي', 'فعل+مضارع']",Lebanon
81,82,مين قامك بسبرو ما ظلمك,"['مين', 'قامك', 'بسبره', 'ما', 'ظلمك']","['اسم+موصول', 'فعل+ماضي', 'اسم', 'أداة+نفي', 'فعل+ماضي']",Lebanon
82,83,البطر عمى النّضر,"['البطر', 'عمى', 'النضر']","['اسم', 'فعل+ماضي', 'اسم']",Sudan
83,84,إزا الأكل مو إلك بطنك مو إلك,"['إذا', 'الأكل', 'مو', 'إلك', 'بطنك', 'مو', 'إلك']","['أداة+ربط', 'اسم', 'أداة+نفي', 'حرف+جر', 'اسم', 'أداة+نفي', 'حرف+جر']",Lebanon
84,85,بعيد عن الشر و غنيلو,"['بعيد', 'عن', 'الشر', 'و', 'غنيله']","['فعل+أمر', 'حرف+جر', 'اسم', 'عطف', 'فعل+أمر']",Morocco
85,86,وصل البل لدقني,"['وصل', 'البل', 'لدقني']","['فعل+ماضي', 'اسم', 'اسم']",Qatar
86,87,ما في شي ببلاش إلا العمى و الطراش,"['ما', 'في', 'شي', 'ببلاش', 'إلا', 'العمى', 'و', 'الطرش']","['أداة+نفي', 'حرف+جر', 'اسم', 'اسم', 'أداة+إستثناء', 'اسم', 'عطف', 'اسم']",Lebanon
87,88,طب الجره على تمها بتطلع البنت لأمها,"['طب', 'الجره', 'على', 'تمها', 'بتطلع', 'البنت', 'لأمها']","['فعل+أمر', 'اسم', 'حرف+جر', 'اسم', 'فعل+مضارع', 'اسم', 'اسم']",Jordan
88,89,بالع الموس عالحدين,"['بالع', 'الموس', 'عالحدين']","['اسم', 'اسم', 'اسم']",Lebanon
89,90,يا بيتي يا بويتاتي يا مستّرلي عويباتي,"['يا', 'بيتي', 'يا', 'بويتاتي', 'يا', 'مستّرلي', 'عيباتي']","['أداة+نداء', 'اسم', 'أداة+نداء', 'اسم', 'أداة+نداء', 'اسم', 'اسم']",Lebanon
90,91,بيضه شق اللفت,"['بيضه', 'شق', 'اللفت']","['صفة', 'اسم', 'اسم']",Qatar
91,92,رضينا بالبين و البين ما رضي فينا,"['رضينا', 'بالبين', 'و', 'البين', 'ما', 'رضي', 'فينا']","['فعل+ماضي', 'اسم', 'عطف', 'اسم', 'أداة+نفي', 'فعل+ماضي', 'حرف+جر']",Tunisia
92,93,شاب و ما تاب,"['شاب', 'و', 'ما', 'تاب']","['فعل+ماضي', 'عطف', 'أداة+نفي', 'فعل+ماضي']",Jordan
93,94,الله لا يتوّهلنا رأي,"['الله', 'لا', 'يتوهلنا', 'رأي']","['اسم+علم', 'أداة+نفي', 'فعل+مضارع', 'اسم']",Tunisia
94,95,تجيكي مجية,"['تجيكي', 'مجية']","['فعل+مضارع', 'nan']",Lebanon
95,96,يا داخل بين البصلة و قشرتها ما بينوبك إلا ريحتا,"['يا', 'داخل', 'بين', 'البصلة', 'و', 'قشرتها', 'ما', 'بينوبك', 'إلا', 'ريحتها']","['أداة+نداء', 'اسم', 'اسم', 'اسم', 'عطف', 'اسم', 'أداة+نفي', 'فعل+مضارع', 'أداة+إستثناء', 'اسم']",Lebanon
96,97,الأرض بتقول يا لطيف ياما عليي تقيل و خفيف,"['الأرض', 'بتقول', 'يا', 'لطيف', 'ياما', 'عليي', 'تقيل', 'و', 'خفيف']","['اسم', 'فعل+مضارع', 'أداة+نداء', 'صفة', 'تعجب', 'حرف+جر', 'صفة', 'عطف', 'صفة']",Lebanon
97,98,تمر و زيت مونة البيت,"['تمر', 'و', 'زيت', 'مونة', 'البيت']","['اسم', 'عطف', 'اسم', 'اسم', 'اسم']",Tunisia
98,99,جحه جاب و جحه أكل,"['جحى', 'جاب', 'و', 'جحى', 'أكل']","['اسم+علم', 'فعل+ماضي', 'عطف', 'اسم+علم', 'فعل+ماضي']",Libya
99,100,لا تاكل إلا جوعان ولا تنام إلا نعسان,"['لا', 'تاكل', 'إلا', 'جوعان', 'ولا', 'تنام', 'إلا', 'نعسان']","['أداة+نفي', 'فعل+مضارع', 'أداة+إستثناء', 'اسم', 'أداة+نفي', 'فعل+مضارع', 'أداة+إستثناء', 'صفة']",Tunisia
100,101,بدو يفهم البيضه مين باضا و الجاجة مين جابا,"['بده', 'يفهم', 'البيضة', 'مين', 'باضها', 'و', 'الجاجة', 'مين', 'جابها']","['فعل+مضارع', 'فعل+مضارع', 'اسم', 'ضمير+استفهام', 'فعل+ماضي', 'عطف', 'اسم', 'ضمير+استفهام', 'فعل+ماضي']",Lebanon
101,102,يا جبل ما يهزك ريح,"['يا', 'جبل', 'ما', 'يهزك', 'ريح']","['أداة+نداء', 'اسم', 'أداة+نفي', 'فعل+مضارع', 'اسم']",Oman
102,103,جخ و رخ,"['جخ', 'و', 'رخ']","['اسم', 'عطف', 'اسم']",Lebanon
103,104,اللي مالو قديم مالو جديد,"['اللي', 'ماله', 'قديم', 'ماله', 'جديد']","['اسم+موصول', 'حرف+جر', 'صفة', 'حرف+جر', 'صفة']",Tunisia
104,105,جعجعه بلا طحن,"['جعجعة', 'بلا', 'طحن']","['اسم', 'أداة+نفي', 'اسم']",Iraq
105,106,البعد جفا,"['البعد', 'جفاء']","['اسم', 'اسم']",Iraq
106,107,و ما لذة العيش إلا للمجانين,"['و', 'ما', 'لذة', 'العيش', 'إلا', 'للمجانين']","['عطف', 'اسم', 'اسم', 'اسم', 'أداة+إستثناء', 'اسم']",Yemen
107,108,اللي بيدق الباب بيسمع الجواب,"['اللي', 'بيدق', 'الباب', 'بيسمع', 'الجواب']","['اسم+موصول', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'اسم']",Egypt
108,109,الجار قبل الدار,"['الجار', 'قبل', 'الدار']","['اسم', 'ظرف', 'اسم']",Tunisia
109,110,لا بيحلّل و لا بيحرّم,"['لا', 'بيحلل', 'و', 'لا', 'بيحرم']","['أداة+نفي', 'فعل+مضارع', 'عطف', 'أداة+نفي', 'فعل+مضارع']",Jordan
110,111,الشجرة المثمرة كل الناس بتحاجرها,"['الشجرة', 'المثمرة', 'كل', 'الناس', 'بتحاجرها']","['اسم', 'اسم', 'اسم+كم', 'اسم', 'فعل+مضارع']",Jordan
111,112,قللو شو اللي حاجك عالمر قلو اللي أمر,"['قله', 'شو', 'اللي', 'حاجك', 'المر', 'قله', 'اللي', 'أمر']","['فعل+ماضي', 'اسم+موصول', 'اسم+موصول', 'فعل+ماضي', 'صفة', 'فعل+ماضي', 'اسم+موصول', 'صفة+مقارنة']",Lebanon
112,113,الخبز الحاف بيعرّض الكتاف,"['الخبز', 'الحاف', 'بيعرض', 'الكتاف']","['اسم', 'صفة', 'فعل+مضارع', 'اسم']",Algeria
113,114,مشينا لحفينا و بكينا لعمينا,"['مشينا', 'لحفينا', 'و', 'بكينا', 'لعمينا']","['فعل+ماضي', 'فعل+ماضي', 'عطف', 'فعل+ماضي', 'فعل+ماضي']",Morocco
114,115,سبحان مغير الأحوال من حال إلى حال,"['سبحان', 'مغيّر', 'الاحوال', 'من', 'حال', 'إلى', 'حال']","['تعجب', 'اسم', 'اسم', 'حرف+جر', 'اسم', 'حرف+جر', 'اسم']",Oman
115,116,تلاتة ما بيتخبوا الحب و الحبل و ركوب الجمل,"['ثلاثة', 'ما', 'بيتخبوا', 'الحب', 'و', 'الحبل', 'و', 'ركوب', 'الجمل']","['اسم+عدد', 'أداة+نفي', 'فعل+مضارع', 'اسم', 'عطف', 'اسم', 'عطف', 'اسم', 'اسم']",Lebanon
116,117,حد العقرب لا تقرب حد الحية افروش و نام,"['حد', 'العقرب', 'لا', 'تقرب', 'حد', 'الحية', 'افرش', 'و', 'نام']","['اسم', 'اسم', 'أداة+نفي', 'فعل+مضارع', 'اسم', 'اسم', 'فعل+أمر', 'عطف', 'فعل+أمر']",Lebanon
117,118,حدّو ستين جهنم,"['حده', 'ستين', 'جهنم']","['اسم', 'اسم+عدد', 'اسم']",Egypt
118,119,ما صفي بالميدان إلا حديدان,"['ما', 'صفي', 'بالميدان', 'إلا', 'حديدان']","['أداة+نفي', 'فعل+ماضي', 'اسم', 'أداة+إستثناء', 'اسم+علم']",Lebanon
119,120,محراك الشر,"['محراك', 'الشر']","['اسم', 'اسم']",Morocco
120,121,عين الحسود فيها عود,"['عين', 'الحسود', 'فيها', 'عود']","['اسم', 'صفة', 'حرف+جر', 'اسم']",Morocco
121,122,اللي بيزرع بيحصد,"['اللي', 'بيزرع', 'بيحصد']","['اسم+موصول', 'فعل+مضارع', 'فعل+مضارع']",Egypt
122,123,الأهل بياكلو الحصرم و الولاد بيضرسو,"['الأهل', 'بياكلو', 'الحصرم', 'و', 'الولاد', 'بيضرسو']","['اسم', 'فعل+مضارع', 'اسم', 'عطف', 'اسم', 'فعل+مضارع']",Palestine
123,124,قاعد بحضنا و عم ينتف بدقنا,"['قاعد', 'بحضنها', 'و', 'عم', 'ينتف', 'بذقننا']","['صفة', 'اسم', 'عطف', 'أداة+مضارعة', 'فعل+مضارع', 'اسم']",Lebanon
124,125,اللي بيحط عليك وردة منحط بعينو الشوكة,"['اللي', 'بيحط', 'عليك', 'وردة', 'منحط', 'بعيونه', 'شوكة']","['اسم+موصول', 'فعل+مضارع', 'حرف+جر', 'اسم', 'فعل+مضارع', 'اسم', 'اسم']",Lebanon
125,126,حظ اعطيني و بالبحر ارميني,"['حظ', 'اعطيني', 'و', 'بالبحر', 'ارميني']","['اسم', 'فعل+أمر', 'عطف', 'اسم', 'فعل+أمر']",Lebanon
126,127,الحزر واجب,"['الحزر', 'واجب']","['اسم', 'اسم']",Libya
127,128,اللي بيحفر حفرة بدو يوقع فيها,"['اللي', 'بيحفر', 'حفرة', 'بده', 'يوقع', 'فيها']","['اسم+موصول', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'فعل+مضارع', 'حرف+جر']",Jordan
128,129,السكافي حافي و الحايك عريان,"['السكافي', 'حافي', 'و', 'الحايك', 'عريان']","['اسم+علم', 'صفة', 'عطف', 'اسم', 'صفة']",Lebanon
129,130,الحكي مو متل الشوف,"['الحكي', 'مو', 'مثل', 'الشوف']","['اسم', 'أداة+نفي', 'اسم', 'اسم']",Syria
130,131,عجَّز الحكما,"['عجز', 'الحكما']","['فعل+ماضي', 'اسم']",Morocco
131,132,إزا حل السئيل فما على القوم إلا الرحيل,"['إذا', 'حل', 'الثقيل', 'فما', 'على', 'القوم', 'إلا', 'الرحيل']","['أداة+ربط', 'فعل+ماضي', 'صفة', 'أداة+نفي', 'حرف+جر', 'اسم', 'أداة+إستثناء', 'اسم']",Lebanon
132,133,حطن حلق بإذنيك,"['حطهم', 'حلق', 'بأذنيك']","['فعل+ماضي', 'اسم', 'اسم']",Syria
133,134,قالولو للحرامي احليف يمين قلَن إجاني الفرج,"['قالوله', 'للحرامي', 'احليف', 'يمين', 'قالهم', 'أجاني', 'الفرج']","['فعل+ماضي', 'اسم', 'فعل+أمر', 'اسم', 'فعل+ماضي', 'فعل+ماضي', 'اسم']",Egypt
134,135,إزا حلق جارك بل دقنك,"['إذا', 'حلق', 'جارك', 'بَلّ', 'دقنك']","['أداة+ربط', 'فعل+ماضي', 'اسم', 'فعل+أمر', 'اسم']",Lebanon
135,136,اللي حلّل حرّم,"['اللي', 'حلل', 'حرّم']","['اسم+موصول', 'فعل+ماضي', 'فعل+ماضي']",Jordan
136,137,الحامي الله,"['الحامي', 'الله']","['صفة', 'اسم+علم']",Yemen
