,Sentence_ID,sentence,Tokens,POS_Tags,Dialect
10,11,مش معنى ان حد بيضحك كتير يبقى سعيد يمكن بيضحك كتير من همه الكبير بيضحك عشان يبعد عن حزنه ويعمل نفسه ناسيه,"['مش', 'معنى', 'ان', 'حد', 'بيضحك', 'كتير', 'يبقى', 'سعيد', 'يمكن', 'بيضحك', 'كتير', 'من', 'همه', 'الكبير', 'بيضحك', 'عشان', 'يبعد', 'عن', 'حزنه', 'ويعمل', 'نفسه', 'ناسيه']","['PART', 'NOUN', 'PART', 'NOUN', 'PROG_PART+V', 'ADJ', 'V', 'ADJ', 'V', 'PROG_PART+V', 'ADJ', 'PREP', 'NOUN+PRON', 'DET+ADJ', 'PROG_PART+V', 'PART', 'V', 'PREP', 'NOUN+PRON', 'CONJ+V', 'NOUN+PRON', 'ADJ+PRON']",Egypt
11,12,الاول كنا بعد ماحد ياخد اخلاء سبيل او براءة ندعي ان النيابة ماتستأنفش دلوقتي بندعي كمان ان امن الدولة ما ياخدوهوش #سيسي_لاند #بلالا,"['الاول', 'كنا', 'بعد', 'ماحد', 'ياخد', 'اخلاء', 'سبيل', 'او', 'براءة', 'ندعي', 'ان', 'النيابة', 'ماتستأنفش', 'دلوقتي', 'بندعي', 'كمان', 'ان', 'امن', 'الدولة', 'ما', 'ياخدوهوش', '#سيسي_لاند', '#بلالا']","['DET+NUM', 'V+PRON', 'NOUN', 'PART+NOUN', 'V', 'NOUN', 'NOUN', 'CONJ', 'NOUN+NSUFF', 'V', 'PART', 'DET+NOUN+NSUFF', 'PART+V+NEG_PART', 'NOUN', 'PROG_PART+V', 'ADV', 'PART', 'NOUN', 'DET+NOUN+NSUFF', 'PART', 'V+PRON+PRON+NEG_PART', 'HASH', 'HASH']",Egypt
12,13,مفيش اوحش من انك تكون شخص مزاجي تفاصيل صغيرة ممكن تخليك طاير من الفرحة . . . وكلمة صغيرة بردو تنزلك لسابع ارض وتكئبك . . !,"['مفيش', 'اوحش', 'من', 'انك', 'تكون', 'شخص', 'مزاجي', 'تفاصيل', 'صغيرة', 'ممكن', 'تخليك', 'طاير', 'من', 'الفرحة', '.', '.', '.', 'وكلمة', 'صغيرة', 'بردو', 'تنزلك', 'لسابع', 'ارض', 'وتكئبك', '.', '.', '!']","['PART+PREP+NEG_PART', 'ADJ', 'PREP', 'PART+PRON', 'V', 'NOUN', 'ADJ', 'NOUN', 'ADJ+NSUFF', 'ADJ', 'V+PRON+PRON', 'ADJ', 'PREP', 'DET+NOUN+NSUFF', 'PUNC', 'PUNC', 'PUNC', 'CONJ+NOUN+NSUFF', 'ADJ+NSUFF', 'ADV', 'V+PRON', 'PREP+NUM', 'NOUN', 'CONJ+V+PRON', 'PUNC', 'PUNC', 'PUNC']",Egypt
13,14,عارف انت الصحاب الجدعة دى اللى بتحبلك الخير و دايسة معاك ف كل حاجة ! ! ؟ عارفهم ؟ طب و النبى معندكش اتنيين سلف أكمل معاهم بقية عمرى =),"['عارف', 'انت', 'الصحاب', 'الجدعة', 'دى', 'اللى', 'بتحبلك', 'الخير', 'و', 'دايسة', 'معاك', 'ف', 'كل', 'حاجة', '!', '!', '؟', 'عارفهم', '؟', 'طب', 'و', 'النبى', 'معندكش', 'اتنيين', 'سلف', 'أكمل', 'معاهم', 'بقية', 'عمرى', '=)']","['ADJ', 'PRON', 'DET+NOUN', 'DET+ADJ+NSUFF', 'PRON', 'PART', 'PROG_PART+V+PREP+PRON', 'DET+NOUN', 'CONJ', 'ADJ+NSUFF', 'NOUN+PRON', 'PREP', 'NOUN', 'NOUN+NSUFF', 'PUNC', 'PUNC', 'PUNC', 'ADJ+PRON', 'PUNC', 'ADJ', 'CONJ', 'DET+NOUN', 'PART+NOUN+PRON+NEG_PART', 'NUM+NSUFF', 'NOUN', 'V', 'NOUN+PRON', 'NOUN+NSUFF', 'NOUN+PRON', 'EMOT']",Egypt
14,15,@MahaMaamoun فى ناس بسيطة كانوا بيستلفوا علشان يجيبوا اكل لعيالهم والى محبوسين معاهم من الشباب علشان فى ناس مبيجلهاش حد حاجة مؤلمة,"['@MahaMaamoun', 'فى', 'ناس', 'بسيطة', 'كانوا', 'بيستلفوا', 'علشان', 'يجيبوا', 'اكل', 'لعيالهم', 'والى', 'محبوسين', 'معاهم', 'من', 'الشباب', 'علشان', 'فى', 'ناس', 'مبيجلهاش', 'حد', 'حاجة', 'مؤلمة']","['MENTION', 'PREP', 'NOUN', 'ADJ+NSUFF', 'V+PRON', 'PROG_PART+V+PRON', 'PART', 'V+PRON', 'NOUN', 'PREP+NOUN+PRON', 'CONJ+PART', 'ADJ+NSUFF', 'NOUN+PRON', 'PREP', 'DET+NOUN', 'PART', 'PREP', 'NOUN', 'PART+PROG_PART+V+PREP+PRON+NEG_PART', 'NOUN', 'NOUN+NSUFF', 'ADJ+NSUFF']",Egypt
15,16,بيقولوا اللي بيحبك هيبقى على طبيعته معاك ! بس اللي بيعشقك بقا هيعمل حاجات مش من طبيعته انه يعملها عشان بس يرضيك و يعجبك !,"['بيقولوا', 'اللي', 'بيحبك', 'هيبقى', 'على', 'طبيعته', 'معاك', '!', 'بس', 'اللي', 'بيعشقك', 'بقا', 'هيعمل', 'حاجات', 'مش', 'من', 'طبيعته', 'انه', 'يعملها', 'عشان', 'بس', 'يرضيك', 'و', 'يعجبك', '!']","['PROG_PART+V+PRON', 'PART', 'PROG_PART+V+PRON', 'FUT_PART+V', 'PREP', 'NOUN+PRON+PRON', 'NOUN+PRON', 'PUNC', 'PART', 'PART', 'PROG_PART+V+PRON', 'ADV', 'FUT_PART+V', 'NOUN+NSUFF', 'PART', 'PREP', 'NOUN+NSUFF+PRON', 'PART+PRON', 'V+PRON', 'PART', 'ADV', 'V+PRON', 'CONJ', 'V+PRON', 'PUNC']",Egypt
16,17,بتحب حد روح قوله ، مش تقول لأمه لا إله إلا الله وهو لأ . . . ولو بتكره حد ابعد عنه وكش مضطر تعيش حياتك في تمثيل . . . زعلان من حد روح صفي أمورك معاه,"['بتحب', 'حد', 'روح', 'قوله', '،', 'مش', 'تقول', 'لأمه', 'لا', 'إله', 'إلا', 'الله', 'وهو', 'لأ', '.', '.', '.', 'ولو', 'بتكره', 'حد', 'ابعد', 'عنه', 'وكش', 'مضطر', 'تعيش', 'حياتك', 'في', 'تمثيل', '.', '.', '.', 'زعلان', 'من', 'حد', 'روح', 'صفي', 'أمورك', 'معاه']","['PROG_PART+V', 'NOUN', 'V', 'V+PREP+PRON', 'PUNC', 'PART', 'V', 'PREP+NOUN+NSUFF', 'PART', 'NOUN', 'PART', 'NOUN', 'CONJ+PRON', 'PART', 'PUNC', 'PUNC', 'PUNC', 'CONJ+PART', 'PROG_PART+V', 'NOUN', 'V', 'PREP+PRON', 'CONJ+PART', 'ADJ', 'V', 'NOUN+NSUFF+PRON', 'PREP', 'NOUN', 'PUNC', 'PUNC', 'PUNC', 'ADJ', 'PREP', 'NOUN', 'V', 'V+PRON', 'NOUN+PRON', 'NOUN+PRON']",Egypt
17,18,عايزة أفضفض من غير ماحد يقول لي معلش أو فُكك أو نفضي . . وده مُستحيل . . فبما إنك سبب قرفي فتعالى أفضفضلك إنتَ وحللي مشاكلنا !,"['عايزة', 'أفضفض', 'من', 'غير', 'ماحد', 'يقول', 'لي', 'معلش', 'أو', 'فُكك', 'أو', 'نفضي', '.', '.', 'وده', 'مُستحيل', '.', '.', 'فبما', 'إنك', 'سبب', 'قرفي', 'فتعالى', 'أفضفضلك', 'إنتَ', 'وحللي', 'مشاكلنا', '!']","['ADJ+NSUFF', 'V', 'PREP', 'NOUN', 'PART+NOUN', 'V', 'PREP+PRON', 'NOUN', 'CONJ', 'V+PRON', 'CONJ', 'V+PRON', 'PUNC', 'PUNC', 'CONJ+PRON', 'ADJ', 'PUNC', 'PUNC', 'CONJ+PREP+PART', 'PART+PRON', 'NOUN', 'NOUN+PRON', 'CONJ+V+PRON', 'V+PREP+PRON', 'PRON', 'CONJ+V+PREP+PRON', 'NOUN+PRON', 'PUNC']",Egypt
18,19,الواحد لما بينام كتير ، بيحلم بأحلام - هيا في الأغلب هلاوس او حاجات تانية ، بس المهم مش أحلام يعني - مالهمش اي علاقة ببعض ، متتالية ، وغير منطقية .,"['الواحد', 'لما', 'بينام', 'كتير', '،', 'بيحلم', 'بأحلام', '-', 'هيا', 'في', 'الأغلب', 'هلاوس', 'او', 'حاجات', 'تانية', '،', 'بس', 'المهم', 'مش', 'أحلام', 'يعني', '-', 'مالهمش', 'اي', 'علاقة', 'ببعض', '،', 'متتالية', '،', 'وغير', 'منطقية', '.']","['DET+NOUN', 'PART', 'PROG_PART+V', 'ADJ', 'PUNC', 'PROG_PART+V', 'PREP+NOUN', 'PUNC', 'PRON', 'PREP', 'DET+ADJ', 'NOUN', 'CONJ', 'NOUN+NSUFF', 'ADJ+NSUFF', 'PUNC', 'PART', 'DET+ADJ', 'PART', 'NOUN', 'ADV', 'PUNC', 'PART+PREP+PRON+NEG_PART', 'NOUN', 'NOUN+NSUFF', 'PREP+NOUN', 'PUNC', 'NOUN+NSUFF', 'PUNC', 'CONJ+PART', 'ADJ+NSUFF', 'PUNC']",Egypt
19,20,ف حاجه ظريفه انا شيرت اغنيه رنوش ع صفحات الموضه والاكل وجابت رودو فعل حلوة خصوصا بتاعت الاكل اللى عنده بقى بيج تانى يقولى #RanaSamahaTeam,"['ف', 'حاجه', 'ظريفه', 'انا', 'شيرت', 'اغنيه', 'رنوش', 'ع', 'صفحات', 'الموضه', 'والاكل', 'وجابت', 'رودو', 'فعل', 'حلوة', 'خصوصا', 'بتاعت', 'الاكل', 'اللى', 'عنده', 'بقى', 'بيج', 'تانى', 'يقولى', '#RanaSamahaTeam']","['PREP', 'NOUN+NSUFF', 'ADJ+NSUFF', 'PRON', 'V+PRON', 'NOUN+NSUFF', 'NOUN', 'PREP', 'NOUN+NSUFF', 'DET+NOUN+NSUFF', 'CONJ+DET+NOUN', 'CONJ+V+PRON', 'NOUN', 'NOUN', 'ADJ+NSUFF', 'NOUN+CASE', 'NOUN+NSUFF', 'DET+NOUN', 'PART', 'NOUN+PRON', 'ADV', 'NOUN', 'ADJ', 'V+PREP+PRON', 'HASH']",Egypt
20,21,الدنيـــا دى عبارة عن امتحان و احنا فيه يوم ما الامتحان دة بيخلص حياه الانسان كمان بتخلص ساعتها بقى بيروح يجيب نتيجتة . .,"['الدنيـــا', 'دى', 'عبارة', 'عن', 'امتحان', 'و', 'احنا', 'فيه', 'يوم', 'ما', 'الامتحان', 'دة', 'بيخلص', 'حياه', 'الانسان', 'كمان', 'بتخلص', 'ساعتها', 'بقى', 'بيروح', 'يجيب', 'نتيجتة', '.', '.']","['DET+NOUN', 'PRON', 'NOUN+NSUFF', 'PREP', 'NOUN', 'CONJ', 'PRON', 'PREP+PRON', 'NOUN', 'PART', 'DET+NOUN', 'PRON', 'PROG_PART+V', 'NOUN+NSUFF', 'DET+NOUN', 'ADV', 'PROG_PART+V', 'NOUN+NSUFF+PRON', 'ADV', 'PROG_PART+V', 'V', 'NOUN+NSUFF+PRON', 'PUNC', 'PUNC']",Egypt
21,22,لمـآ تيجي علي نفسك كتير آعرف أنك مـآشي غلط :),"['لمـآ', 'تيجي', 'علي', 'نفسك', 'كتير', 'آعرف', 'أنك', 'مـآشي', 'غلط', ':)']","['PART', 'V+PRON', 'PREP', 'NOUN+PRON', 'ADJ', 'V', 'PART+PRON', 'ADJ', 'NOUN', 'EMOT']",Egypt
22,23,@HanyAEllatif لو ما فيش اڤورة ما فيش مصريين . . ربنا يخلينا ونأڤور كمان وكمان . . p:,"['@HanyAEllatif', 'لو', 'ما', 'فيش', 'اڤورة', 'ما', 'فيش', 'مصريين', '.', '.', 'ربنا', 'يخلينا', 'ونأڤور', 'كمان', 'وكمان', '.', '.', 'p:']","['MENTION', 'PART', 'PART', 'PREP+NEG_PART', 'NOUN+NSUFF', 'PART', 'PREP+NEG_PART', 'NOUN+NSUFF', 'PUNC', 'PUNC', 'NOUN+PRON', 'V+PRON+PRON', 'CONJ+V', 'ADV', 'CONJ+ADV', 'PUNC', 'PUNC', 'EMOT']",Libya
23,24,وبعدين انتوا ازاي تبدأوا دروس من قبل الدراسة ؟ ها ؟ يعني ازاي يكون عندي درس النهاردة ._.,"['وبعدين', 'انتوا', 'ازاي', 'تبدأوا', 'دروس', 'من', 'قبل', 'الدراسة', '؟', 'ها', '؟', 'يعني', 'ازاي', 'يكون', 'عندي', 'درس', 'النهاردة', '._.']","['CONJ+NOUN', 'PRON', 'PART', 'V+PRON', 'NOUN', 'PREP', 'NOUN', 'DET+NOUN+NSUFF', 'PUNC', 'PART', 'PUNC', 'ADV', 'PART', 'V', 'NOUN+PRON', 'NOUN', 'DET+NOUN+NSUFF', 'EMOT']",Egypt
24,25,"كنت خايف السيسي يطلع ذكي وميترشحش , , الحمد لله الحمار هيلبس :D","['كنت', 'خايف', 'السيسي', 'يطلع', 'ذكي', 'وميترشحش', ',', ',', 'الحمد', 'لله', 'الحمار', 'هيلبس', ':D']","['V+PRON', 'ADJ', 'DET+NOUN', 'V', 'ADJ', 'CONJ+PART+V+NEG_PART', 'PUNC', 'PUNC', 'DET+NOUN', 'PREP+NOUN', 'DET+NOUN', 'FUT_PART+V', 'EMOT']",Egypt
25,26,@hananalyaly@ahmedadel755 هو وزير دفاع فاهم كويس حدود منصبه واحترامه ميصحش يتكلم في حاجة لسة مش موجودة,"['@hananalyaly@ahmedadel755', 'هو', 'وزير', 'دفاع', 'فاهم', 'كويس', 'حدود', 'منصبه', 'واحترامه', 'ميصحش', 'يتكلم', 'في', 'حاجة', 'لسة', 'مش', 'موجودة']","['MENTION', 'PRON', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN+PRON', 'CONJ+NOUN+PRON', 'PART+V+NEG_PART', 'V', 'PREP', 'NOUN+NSUFF', 'ADV+NSUFF', 'PART', 'ADJ+NSUFF']",Egypt
26,27,شكلنا بلبس المدرسة ده هيفضل نقطة سودة في حياتنا طول ماحنا عايشين ، مأساه .,"['شكلنا', 'بلبس', 'المدرسة', 'ده', 'هيفضل', 'نقطة', 'سودة', 'في', 'حياتنا', 'طول', 'ماحنا', 'عايشين', '،', 'مأساه', '.']","['NOUN+PRON', 'PREP+NOUN', 'DET+NOUN+NSUFF', 'PRON', 'FUT_PART+V', 'NOUN+NSUFF', 'ADJ+NSUFF', 'PREP', 'NOUN+NSUFF+PRON', 'NOUN', 'PART+PRON', 'ADJ+NSUFF', 'PUNC', 'NOUN+NSUFF', 'PUNC']",Egypt
27,28,"من النهارده هيبدأ الإعلام يتكلم على ان اد ايه مشاكل مصر كتيره وتحقيقها صعب فى سنه او اتنين , ومحتاجه سنين طويله علشان مصر تتقدم , ومحدش يستعجل","['من', 'النهارده', 'هيبدأ', 'الإعلام', 'يتكلم', 'على', 'ان', 'اد', 'ايه', 'مشاكل', 'مصر', 'كتيره', 'وتحقيقها', 'صعب', 'فى', 'سنه', 'او', 'اتنين', ',', 'ومحتاجه', 'سنين', 'طويله', 'علشان', 'مصر', 'تتقدم', ',', 'ومحدش', 'يستعجل']","['PREP', 'DET+NOUN+NSUFF', 'FUT_PART+V', 'DET+NOUN', 'V', 'PREP', 'PART', 'NOUN', 'PART', 'NOUN', 'NOUN', 'ADJ+NSUFF', 'CONJ+NOUN+PRON', 'ADJ', 'PREP', 'NOUN+NSUFF', 'CONJ', 'NUM+NSUFF', 'PUNC', 'CONJ+ADJ+NSUFF', 'NOUN+NSUFF', 'ADJ+NSUFF', 'PART', 'NOUN', 'V', 'PUNC', 'CONJ+PART+NOUN+NEG_PART', 'V']",Egypt
28,29,وعمالين نقول فى نصايح واحنا عاوزين اللى ينصحنا .,"['وعمالين', 'نقول', 'فى', 'نصايح', 'واحنا', 'عاوزين', 'اللى', 'ينصحنا', '.']","['CONJ+ADJ+PRON', 'V', 'PREP', 'NOUN', 'CONJ+PRON', 'ADJ+NSUFF', 'PART', 'V+PRON', 'PUNC']",Egypt
29,30,ياعم اضحك ونبي قولي أخدت إيه من الزعل ؟ ضحكه بسيطه في أي وقت ممكن تديك أمل :),"['ياعم', 'اضحك', 'ونبي', 'قولي', 'أخدت', 'إيه', 'من', 'الزعل', '؟', 'ضحكه', 'بسيطه', 'في', 'أي', 'وقت', 'ممكن', 'تديك', 'أمل', ':)']","['PART+NOUN', 'V', 'CONJ+NOUN', 'V+PREP+PRON', 'V+PRON', 'PART', 'PREP', 'DET+NOUN', 'PUNC', 'NOUN+NSUFF', 'ADJ+NSUFF', 'PREP', 'NOUN', 'NOUN', 'ADJ', 'V+PRON+PRON', 'NOUN', 'EMOT']",Egypt
30,31,مبقتش مشكله انهم يدايقوك ولا حتى يزعلوك عادى اصلا ، المشكله انك كنت فاكرهم حاجه تانيه غير كده #دنيا #اه_والله,"['مبقتش', 'مشكله', 'انهم', 'يدايقوك', 'ولا', 'حتى', 'يزعلوك', 'عادى', 'اصلا', '،', 'المشكله', 'انك', 'كنت', 'فاكرهم', 'حاجه', 'تانيه', 'غير', 'كده', '#دنيا', '#اه_والله']","['PART+V+PRON+NEG_PART', 'NOUN+NSUFF', 'PART+PRON', 'V+PRON+PRON', 'CONJ+PART', 'PART', 'V+PRON+PRON', 'ADJ', 'NOUN+CASE', 'PUNC', 'DET+NOUN+NSUFF', 'PART+PRON', 'V+PRON', 'ADJ+PRON', 'NOUN+NSUFF', 'ADJ+NSUFF', 'NOUN', 'ADV', 'HASH', 'HASH']",Egypt
31,32,عارف اللي بتصحى تكلمه اول واحد و قبل ما تنام يكون هو اخر واحد مكلمه ؟ مفيش اهم منه في حياتك,"['عارف', 'اللي', 'بتصحى', 'تكلمه', 'اول', 'واحد', 'و', 'قبل', 'ما', 'تنام', 'يكون', 'هو', 'اخر', 'واحد', 'مكلمه', '؟', 'مفيش', 'اهم', 'منه', 'في', 'حياتك']","['ADJ', 'PART', 'PROG_PART+V', 'V+PRON', 'NUM', 'NOUN', 'CONJ', 'NOUN', 'PART', 'V', 'V', 'PRON', 'ADJ', 'NOUN', 'ADJ+PRON', 'PUNC', 'PART+PREP+NEG_PART', 'ADJ', 'PREP+PRON', 'PREP', 'NOUN+NSUFF+PRON']",Egypt
