sentID.BTEC	split	lang
153	corpus-6-train	EN
154	corpus-6-train	EN
155	corpus-6-train	EN
156	corpus-6-dev	EN
157	corpus-6-test-corpus-26-train	EN
158	corpus-6-test-corpus-26-train	EN
159	corpus-6-train	EN
160	corpus-6-train	EN
161	corpus-6-train	EN
162	corpus-6-train	EN
163	corpus-6-train	EN
168	corpus-6-train	EN
169	corpus-6-test-corpus-26-train	EN
170	corpus-6-test-corpus-26-train	EN
172	corpus-6-train	EN
173	corpus-6-test-corpus-26-test	EN
174	corpus-6-train	EN
175	corpus-6-train	EN
176	corpus-6-test-corpus-26-train	EN
177	corpus-6-test-corpus-26-test	EN
178	corpus-6-train	EN
179	corpus-6-train	EN
180	corpus-6-train	EN
181	corpus-6-train	EN
182	corpus-6-train	EN
184	corpus-6-test-corpus-26-train	EN
186	corpus-6-train	EN
187	corpus-6-test-corpus-26-train	EN
188	corpus-6-train	EN
189	corpus-6-train	EN
191	corpus-6-train	EN
192	corpus-6-test-corpus-26-train	EN
195	corpus-6-train	EN
196	corpus-6-train	EN
198	corpus-6-train	EN
199	corpus-6-train	EN
204	corpus-6-train	EN
205	corpus-6-train	EN
206	corpus-6-test-corpus-26-train	EN
207	corpus-6-dev	EN
208	corpus-6-train	EN
209	corpus-6-train	EN
213	corpus-6-train	EN
217	corpus-6-train	EN
221	corpus-6-test-corpus-26-train	EN
224	corpus-6-train	EN
225	corpus-6-train	EN
227	corpus-6-train	EN
228	corpus-6-train	EN
229	corpus-6-dev	EN
232	corpus-6-train	EN
235	corpus-6-train	EN
238	corpus-6-test-corpus-26-train	EN
239	corpus-6-train	EN
240	corpus-6-train	EN
241	corpus-6-train	EN
242	corpus-6-train	EN
243	corpus-6-train	EN
246	corpus-6-train	EN
248	corpus-6-train	EN
250	corpus-6-train	EN
252	corpus-6-train	EN
255	corpus-6-train	EN
256	corpus-6-dev	EN
258	corpus-6-train	EN
259	corpus-6-train	EN
261	corpus-6-test-corpus-26-train	EN
263	corpus-6-train	EN
267	corpus-6-train	EN
268	corpus-6-train	EN
269	corpus-6-train	EN
271	corpus-6-train	EN
272	corpus-6-train	EN
274	corpus-6-train	EN
275	corpus-6-train	EN
277	corpus-6-train	EN
278	corpus-6-train	EN
279	corpus-6-train	EN
280	corpus-6-test-corpus-26-train	EN
281	corpus-6-train	EN
285	corpus-6-test-corpus-26-train	EN
286	corpus-6-train	EN
287	corpus-6-train	EN
288	corpus-6-train	EN
290	corpus-6-train	EN
293	corpus-6-train	EN
296	corpus-6-train	EN
298	corpus-6-train	EN
299	corpus-6-dev	EN
301	corpus-6-train	EN
302	corpus-6-train	EN
303	corpus-6-train	EN
304	corpus-6-train	EN
305	corpus-6-train	EN
306	corpus-6-train	EN
307	corpus-6-train	EN
308	corpus-6-train	EN
312	corpus-6-train	EN
313	corpus-6-train	EN
314	corpus-6-train	EN
315	corpus-6-test-corpus-26-train	EN
319	corpus-6-test-corpus-26-train	EN
320	corpus-6-test-corpus-26-train	EN
322	corpus-6-train	EN
323	corpus-6-train	EN
324	corpus-6-train	EN
325	corpus-6-train	EN
326	corpus-6-test-corpus-26-train	EN
327	corpus-6-train	EN
329	corpus-6-dev	EN
331	corpus-6-train	EN
333	corpus-6-test-corpus-26-test	EN
336	corpus-6-train	EN
338	corpus-6-train	EN
346	corpus-6-test-corpus-26-train	EN
349	corpus-6-train	EN
350	corpus-6-train	EN
351	corpus-6-train	EN
352	corpus-6-train	EN
353	corpus-6-train	EN
355	corpus-6-train	EN
358	corpus-6-train	EN
359	corpus-6-train	EN
360	corpus-6-test-corpus-26-train	EN
364	corpus-6-train	EN
365	corpus-6-train	EN
366	corpus-6-train	EN
367	corpus-6-train	EN
368	corpus-6-test-corpus-26-train	EN
369	corpus-6-train	EN
370	corpus-6-test-corpus-26-train	EN
373	corpus-6-test-corpus-26-test	EN
374	corpus-6-train	EN
375	corpus-6-test-corpus-26-train	EN
379	corpus-6-train	EN
380	corpus-6-train	EN
381	corpus-6-train	EN
383	corpus-6-train	EN
384	corpus-6-train	EN
386	corpus-6-test-corpus-26-test	EN
389	corpus-6-train	EN
390	corpus-6-train	EN
391	corpus-6-test-corpus-26-train	EN
392	corpus-6-train	EN
394	corpus-6-train	EN
397	corpus-6-train	EN
398	corpus-6-test-corpus-26-dev	EN
400	corpus-6-train	EN
401	corpus-6-test-corpus-26-dev	EN
403	corpus-6-train	EN
404	corpus-6-train	EN
405	corpus-6-train	EN
407	corpus-6-train	EN
408	corpus-6-test-corpus-26-train	EN
411	corpus-6-train	EN
412	corpus-6-train	EN
414	corpus-6-train	EN
416	corpus-6-test-corpus-26-train	EN
417	corpus-6-train	EN
419	corpus-6-test-corpus-26-train	EN
422	corpus-6-train	EN
423	corpus-6-test-corpus-26-train	EN
426	corpus-6-train	EN
427	corpus-6-train	EN
429	corpus-6-train	EN
431	corpus-6-train	EN
432	corpus-6-train	EN
437	corpus-6-train	EN
438	corpus-6-train	EN
439	corpus-6-train	EN
440	corpus-6-train	EN
442	corpus-6-test-corpus-26-test	EN
446	corpus-6-test-corpus-26-train	EN
447	corpus-6-test-corpus-26-train	EN
448	corpus-6-train	EN
452	corpus-6-train	EN
454	corpus-6-dev	EN
456	corpus-6-train	EN
457	corpus-6-train	EN
458	corpus-6-train	EN
459	corpus-6-train	EN
461	corpus-6-train	EN
462	corpus-6-train	EN
463	corpus-6-train	EN
465	corpus-6-train	EN
466	corpus-6-train	EN
470	corpus-6-train	EN
471	corpus-6-test-corpus-26-dev	EN
475	corpus-6-train	EN
477	corpus-6-train	EN
479	corpus-6-train	EN
480	corpus-6-dev	EN
482	corpus-6-train	EN
483	corpus-6-train	EN
485	corpus-6-train	EN
487	corpus-6-dev	EN
488	corpus-6-test-corpus-26-train	EN
489	corpus-6-train	EN
490	corpus-6-train	EN
492	corpus-6-train	EN
493	corpus-6-test-corpus-26-train	EN
495	corpus-6-train	EN
496	corpus-6-train	EN
497	corpus-6-train	EN
498	corpus-6-train	EN
499	corpus-6-train	EN
502	corpus-6-train	EN
503	corpus-6-test-corpus-26-train	EN
505	corpus-6-train	EN
507	corpus-6-train	EN
508	corpus-6-train	EN
509	corpus-6-train	EN
511	corpus-6-train	EN
512	corpus-6-test-corpus-26-train	EN
513	corpus-6-train	EN
514	corpus-6-train	EN
516	corpus-6-test-corpus-26-train	EN
517	corpus-6-train	EN
523	corpus-6-train	EN
524	corpus-6-train	EN
525	corpus-6-train	EN
528	corpus-6-train	EN
530	corpus-6-train	EN
531	corpus-6-train	EN
532	corpus-6-train	EN
533	corpus-6-train	EN
535	corpus-6-train	EN
538	corpus-6-train	EN
539	corpus-6-train	EN
540	corpus-6-test-corpus-26-train	EN
541	corpus-6-dev	EN
542	corpus-6-dev	EN
543	corpus-6-train	EN
544	corpus-6-train	EN
545	corpus-6-train	EN
546	corpus-6-train	EN
547	corpus-6-train	EN
548	corpus-6-test-corpus-26-train	EN
549	corpus-6-train	EN
551	corpus-6-test-corpus-26-train	EN
553	corpus-6-test-corpus-26-train	EN
556	corpus-6-train	EN
557	corpus-6-train	EN
558	corpus-6-train	EN
560	corpus-6-train	EN
561	corpus-6-dev	EN
563	corpus-6-train	EN
564	corpus-6-train	EN
565	corpus-6-test-corpus-26-train	EN
567	corpus-6-train	EN
568	corpus-6-train	EN
569	corpus-6-train	EN
570	corpus-6-train	EN
571	corpus-6-test-corpus-26-train	EN
572	corpus-6-train	EN
573	corpus-6-train	EN
575	corpus-6-train	EN
576	corpus-6-train	EN
577	corpus-6-train	EN
579	corpus-6-train	EN
580	corpus-6-train	EN
581	corpus-6-train	EN
582	corpus-6-train	EN
584	corpus-6-train	EN
586	corpus-6-train	EN
588	corpus-6-train	EN
589	corpus-6-train	EN
591	corpus-6-train	EN
594	corpus-6-train	EN
596	corpus-6-train	EN
597	corpus-6-train	EN
599	corpus-6-test-corpus-26-train	EN
600	corpus-6-train	EN
604	corpus-6-train	EN
605	corpus-6-train	EN
607	corpus-6-train	EN
608	corpus-6-train	EN
609	corpus-6-train	EN
610	corpus-6-dev	EN
611	corpus-6-train	EN
612	corpus-6-test-corpus-26-train	EN
614	corpus-6-train	EN
616	corpus-6-train	EN
619	corpus-6-train	EN
621	corpus-6-train	EN
623	corpus-6-train	EN
625	corpus-6-train	EN
627	corpus-6-train	EN
629	corpus-6-train	EN
631	corpus-6-test-corpus-26-train	EN
632	corpus-6-test-corpus-26-train	EN
633	corpus-6-train	EN
634	corpus-6-train	EN
636	corpus-6-train	EN
637	corpus-6-train	EN
638	corpus-6-train	EN
639	corpus-6-train	EN
640	corpus-6-train	EN
641	corpus-6-test-corpus-26-test	EN
642	corpus-6-train	EN
643	corpus-6-test-corpus-26-train	EN
645	corpus-6-train	EN
646	corpus-6-train	EN
647	corpus-6-train	EN
648	corpus-6-train	EN
650	corpus-6-test-corpus-26-train	EN
652	corpus-6-test-corpus-26-dev	EN
653	corpus-6-train	EN
655	corpus-6-train	EN
656	corpus-6-train	EN
659	corpus-6-train	EN
660	corpus-6-train	EN
666	corpus-6-train	EN
667	corpus-6-test-corpus-26-test	EN
668	corpus-6-train	EN
670	corpus-6-train	EN
671	corpus-6-train	EN
672	corpus-6-train	EN
673	corpus-6-test-corpus-26-train	EN
674	corpus-6-train	EN
676	corpus-6-train	EN
677	corpus-6-train	EN
678	corpus-6-train	EN
679	corpus-6-test-corpus-26-test	EN
680	corpus-6-test-corpus-26-train	EN
681	corpus-6-test-corpus-26-train	EN
683	corpus-6-test-corpus-26-train	EN
684	corpus-6-train	EN
685	corpus-6-train	EN
686	corpus-6-train	EN
687	corpus-6-train	EN
688	corpus-6-test-corpus-26-train	EN
690	corpus-6-train	EN
691	corpus-6-dev	EN
692	corpus-6-train	EN
693	corpus-6-train	EN
694	corpus-6-train	EN
695	corpus-6-train	EN
696	corpus-6-train	EN
698	corpus-6-dev	EN
699	corpus-6-train	EN
700	corpus-6-train	EN
701	corpus-6-train	EN
702	corpus-6-dev	EN
703	corpus-6-test-corpus-26-train	EN
704	corpus-6-train	EN
705	corpus-6-train	EN
706	corpus-6-train	EN
707	corpus-6-train	EN
708	corpus-6-test-corpus-26-train	EN
709	corpus-6-train	EN
710	corpus-6-train	EN
713	corpus-6-train	EN
715	corpus-6-train	EN
717	corpus-6-train	EN
719	corpus-6-test-corpus-26-train	EN
722	corpus-6-train	EN
723	corpus-6-test-corpus-26-train	EN
724	corpus-6-train	EN
726	corpus-6-train	EN
728	corpus-6-train	EN
730	corpus-6-train	EN
731	corpus-6-train	EN
732	corpus-6-train	EN
735	corpus-6-train	EN
736	corpus-6-train	EN
738	corpus-6-train	EN
739	corpus-6-train	EN
740	corpus-6-train	EN
741	corpus-6-test-corpus-26-dev	EN
742	corpus-6-test-corpus-26-train	EN
743	corpus-6-train	EN
747	corpus-6-train	EN
750	corpus-6-train	EN
752	corpus-6-dev	EN
755	corpus-6-dev	EN
756	corpus-6-train	EN
758	corpus-6-train	EN
759	corpus-6-train	EN
761	corpus-6-test-corpus-26-test	EN
763	corpus-6-train	EN
764	corpus-6-train	EN
765	corpus-6-train	EN
766	corpus-6-train	EN
767	corpus-6-train	EN
768	corpus-6-train	EN
769	corpus-6-train	EN
770	corpus-6-train	EN
773	corpus-6-test-corpus-26-train	EN
774	corpus-6-train	EN
775	corpus-6-train	EN
776	corpus-6-train	EN
777	corpus-6-test-corpus-26-train	EN
778	corpus-6-train	EN
779	corpus-6-train	EN
780	corpus-6-train	EN
781	corpus-6-train	EN
782	corpus-6-train	EN
783	corpus-6-train	EN
785	corpus-6-dev	EN
786	corpus-6-test-corpus-26-train	EN
787	corpus-6-test-corpus-26-train	EN
789	corpus-6-train	EN
790	corpus-6-train	EN
791	corpus-6-train	EN
792	corpus-6-train	EN
793	corpus-6-test-corpus-26-test	EN
794	corpus-6-train	EN
796	corpus-6-train	EN
797	corpus-6-train	EN
801	corpus-6-train	EN
802	corpus-6-dev	EN
804	corpus-6-train	EN
810	corpus-6-train	EN
811	corpus-6-train	EN
812	corpus-6-train	EN
813	corpus-6-train	EN
814	corpus-6-train	EN
816	corpus-6-train	EN
817	corpus-6-train	EN
820	corpus-6-train	EN
821	corpus-6-train	EN
823	corpus-6-train	EN
825	corpus-6-train	EN
827	corpus-6-dev	EN
830	corpus-6-train	EN
831	corpus-6-train	EN
832	corpus-6-train	EN
836	corpus-6-train	EN
837	corpus-6-train	EN
838	corpus-6-train	EN
841	corpus-6-dev	EN
844	corpus-6-train	EN
846	corpus-6-train	EN
847	corpus-6-train	EN
848	corpus-6-test-corpus-26-train	EN
850	corpus-6-train	EN
851	corpus-6-train	EN
853	corpus-6-train	EN
854	corpus-6-train	EN
855	corpus-6-test-corpus-26-train	EN
856	corpus-6-train	EN
857	corpus-6-train	EN
859	corpus-6-test-corpus-26-train	EN
860	corpus-6-train	EN
861	corpus-6-train	EN
863	corpus-6-train	EN
864	corpus-6-train	EN
866	corpus-6-train	EN
868	corpus-6-train	EN
869	corpus-6-train	EN
870	corpus-6-train	EN
872	corpus-6-train	EN
873	corpus-6-train	EN
875	corpus-6-train	EN
877	corpus-6-train	EN
878	corpus-6-train	EN
880	corpus-6-train	EN
881	corpus-6-train	EN
883	corpus-6-train	EN
884	corpus-6-train	EN
885	corpus-6-train	EN
888	corpus-6-train	EN
889	corpus-6-train	EN
891	corpus-6-train	EN
893	corpus-6-train	EN
895	corpus-6-train	EN
897	corpus-6-test-corpus-26-train	EN
898	corpus-6-train	EN
899	corpus-6-train	EN
902	corpus-6-test-corpus-26-train	EN
903	corpus-6-train	EN
905	corpus-6-train	EN
906	corpus-6-train	EN
907	corpus-6-train	EN
909	corpus-6-train	EN
910	corpus-6-dev	EN
912	corpus-6-train	EN
914	corpus-6-train	EN
915	corpus-6-train	EN
917	corpus-6-test-corpus-26-train	EN
918	corpus-6-train	EN
923	corpus-6-train	EN
924	corpus-6-train	EN
928	corpus-6-train	EN
929	corpus-6-train	EN
930	corpus-6-train	EN
931	corpus-6-train	EN
933	corpus-6-train	EN
934	corpus-6-train	EN
937	corpus-6-train	EN
941	corpus-6-test-corpus-26-train	EN
944	corpus-6-train	EN
947	corpus-6-train	EN
948	corpus-6-train	EN
950	corpus-6-train	EN
951	corpus-6-train	EN
954	corpus-6-train	EN
955	corpus-6-train	EN
956	corpus-6-train	EN
957	corpus-6-test-corpus-26-dev	EN
958	corpus-6-train	EN
962	corpus-6-train	EN
963	corpus-6-train	EN
964	corpus-6-train	EN
965	corpus-6-train	EN
967	corpus-6-train	EN
968	corpus-6-train	EN
969	corpus-6-train	EN
972	corpus-6-train	EN
973	corpus-6-train	EN
974	corpus-6-train	EN
978	corpus-6-train	EN
979	corpus-6-train	EN
981	corpus-6-train	EN
983	corpus-6-train	EN
985	corpus-6-train	EN
987	corpus-6-train	EN
989	corpus-6-dev	EN
991	corpus-6-train	EN
993	corpus-6-train	EN
994	corpus-6-train	EN
995	corpus-6-train	EN
996	corpus-6-dev	EN
997	corpus-6-dev	EN
998	corpus-6-train	EN
1002	corpus-6-train	EN
1003	corpus-6-test-corpus-26-train	EN
1007	corpus-6-test-corpus-26-train	EN
1008	corpus-6-dev	EN
1010	corpus-6-test-corpus-26-train	EN
1011	corpus-6-dev	EN
1014	corpus-6-train	EN
1016	corpus-6-train	EN
1019	corpus-6-train	EN
1020	corpus-6-train	EN
1021	corpus-6-train	EN
1022	corpus-6-train	EN
1023	corpus-6-test-corpus-26-test	EN
1024	corpus-6-dev	EN
1025	corpus-6-train	EN
1026	corpus-6-train	EN
1027	corpus-6-train	EN
1029	corpus-6-train	EN
1030	corpus-6-train	EN
1031	corpus-6-train	EN
1032	corpus-6-train	EN
1036	corpus-6-test-corpus-26-train	EN
1037	corpus-6-test-corpus-26-dev	EN
1038	corpus-6-test-corpus-26-train	EN
1039	corpus-6-train	EN
1041	corpus-6-train	EN
1042	corpus-6-train	EN
1043	corpus-6-dev	EN
1044	corpus-6-train	EN
1045	corpus-6-train	EN
1046	corpus-6-train	EN
1047	corpus-6-test-corpus-26-train	EN
1048	corpus-6-train	EN
1050	corpus-6-train	EN
1052	corpus-6-train	EN
1053	corpus-6-train	EN
1054	corpus-6-train	EN
1056	corpus-6-test-corpus-26-dev	EN
1059	corpus-6-train	EN
1061	corpus-6-train	EN
1062	corpus-6-test-corpus-26-train	EN
1063	corpus-6-train	EN
1064	corpus-6-train	EN
1065	corpus-6-train	EN
1067	corpus-6-train	EN
1068	corpus-6-train	EN
1069	corpus-6-train	EN
1070	corpus-6-train	EN
1071	corpus-6-train	EN
1074	corpus-6-test-corpus-26-train	EN
1075	corpus-6-train	EN
1076	corpus-6-train	EN
1081	corpus-6-train	EN
1082	corpus-6-train	EN
1083	corpus-6-train	EN
1084	corpus-6-train	EN
1085	corpus-6-train	EN
1086	corpus-6-train	EN
1088	corpus-6-train	EN
1092	corpus-6-train	EN
1093	corpus-6-train	EN
1096	corpus-6-train	EN
1098	corpus-6-test-corpus-26-train	EN
1099	corpus-6-train	EN
1100	corpus-6-test-corpus-26-train	EN
1104	corpus-6-train	EN
1107	corpus-6-dev	EN
1108	corpus-6-train	EN
1111	corpus-6-train	EN
1112	corpus-6-train	EN
1113	corpus-6-train	EN
1114	corpus-6-train	EN
1117	corpus-6-train	EN
1120	corpus-6-train	EN
1121	corpus-6-train	EN
1122	corpus-6-test-corpus-26-train	EN
1124	corpus-6-test-corpus-26-train	EN
1126	corpus-6-train	EN
1127	corpus-6-train	EN
1128	corpus-6-train	EN
1130	corpus-6-train	EN
1131	corpus-6-train	EN
1132	corpus-6-train	EN
1133	corpus-6-train	EN
1134	corpus-6-train	EN
1136	corpus-6-train	EN
1138	corpus-6-train	EN
1139	corpus-6-test-corpus-26-train	EN
1140	corpus-6-train	EN
1142	corpus-6-train	EN
1146	corpus-6-test-corpus-26-train	EN
1147	corpus-6-dev	EN
1148	corpus-6-train	EN
1149	corpus-6-train	EN
1151	corpus-6-dev	EN
1152	corpus-6-train	EN
1153	corpus-6-train	EN
1154	corpus-6-train	EN
1156	corpus-6-train	EN
1157	corpus-6-dev	EN
1161	corpus-6-dev	EN
1162	corpus-6-train	EN
1163	corpus-6-test-corpus-26-dev	EN
1165	corpus-6-test-corpus-26-train	EN
1167	corpus-6-test-corpus-26-train	EN
1168	corpus-6-train	EN
1169	corpus-6-train	EN
1171	corpus-6-train	EN
1172	corpus-6-train	EN
1173	corpus-6-dev	EN
1174	corpus-6-train	EN
1176	corpus-6-dev	EN
1177	corpus-6-train	EN
1179	corpus-6-train	EN
1180	corpus-6-train	EN
1181	corpus-6-train	EN
1182	corpus-6-train	EN
1183	corpus-6-test-corpus-26-train	EN
1184	corpus-6-train	EN
1186	corpus-6-train	EN
1191	corpus-6-train	EN
1192	corpus-6-train	EN
1193	corpus-6-test-corpus-26-test	EN
1194	corpus-6-test-corpus-26-train	EN
1195	corpus-6-train	EN
1196	corpus-6-train	EN
1197	corpus-6-train	EN
1198	corpus-6-train	EN
1199	corpus-6-test-corpus-26-dev	EN
1201	corpus-6-train	EN
1202	corpus-6-dev	EN
1205	corpus-6-train	EN
1208	corpus-6-train	EN
1210	corpus-6-train	EN
1211	corpus-6-train	EN
1212	corpus-6-test-corpus-26-train	EN
1213	corpus-6-test-corpus-26-train	EN
1215	corpus-6-train	EN
1216	corpus-6-train	EN
1217	corpus-6-train	EN
1218	corpus-6-test-corpus-26-train	EN
1220	corpus-6-train	EN
1221	corpus-6-train	EN
1222	corpus-6-train	EN
1223	corpus-6-dev	EN
1224	corpus-6-test-corpus-26-train	EN
1225	corpus-6-dev	EN
1227	corpus-6-train	EN
1230	corpus-6-dev	EN
1231	corpus-6-dev	EN
1233	corpus-6-train	EN
1234	corpus-6-test-corpus-26-train	EN
1235	corpus-6-test-corpus-26-train	EN
1240	corpus-6-train	EN
1241	corpus-6-train	EN
1243	corpus-6-train	EN
1245	corpus-6-train	EN
1246	corpus-6-train	EN
1247	corpus-6-train	EN
1248	corpus-6-train	EN
1251	corpus-6-train	EN
1254	corpus-6-train	EN
1256	corpus-6-train	EN
1257	corpus-6-train	EN
1259	corpus-6-train	EN
1260	corpus-6-train	EN
1263	corpus-6-train	EN
1270	corpus-6-train	EN
1274	corpus-6-train	EN
1276	corpus-6-test-corpus-26-train	EN
1277	corpus-6-dev	EN
1278	corpus-6-train	EN
1280	corpus-6-train	EN
1281	corpus-6-train	EN
1283	corpus-6-train	EN
1284	corpus-6-train	EN
1285	corpus-6-train	EN
1286	corpus-6-dev	EN
1287	corpus-6-train	EN
1288	corpus-6-train	EN
1289	corpus-6-train	EN
1290	corpus-6-train	EN
1291	corpus-6-train	EN
1292	corpus-6-train	EN
1293	corpus-6-train	EN
1294	corpus-6-train	EN
1296	corpus-6-train	EN
1297	corpus-6-dev	EN
1299	corpus-6-train	EN
1301	corpus-6-train	EN
1302	corpus-6-train	EN
1305	corpus-6-train	EN
1306	corpus-6-train	EN
1308	corpus-6-train	EN
1310	corpus-6-dev	EN
1311	corpus-6-train	EN
1312	corpus-6-test-corpus-26-train	EN
1314	corpus-6-train	EN
1317	corpus-6-train	EN
1318	corpus-6-train	EN
1319	corpus-6-train	EN
1320	corpus-6-train	EN
1321	corpus-6-test-corpus-26-train	EN
1322	corpus-6-train	EN
1323	corpus-6-dev	EN
1326	corpus-6-train	EN
1327	corpus-6-train	EN
1328	corpus-6-dev	EN
1329	corpus-6-test-corpus-26-train	EN
1330	corpus-6-train	EN
1331	corpus-6-train	EN
1333	corpus-6-train	EN
1336	corpus-6-train	EN
1337	corpus-6-train	EN
1339	corpus-6-dev	EN
1340	corpus-6-train	EN
1342	corpus-6-train	EN
1345	corpus-6-dev	EN
1346	corpus-6-train	EN
1347	corpus-6-train	EN
1348	corpus-6-train	EN
1350	corpus-6-train	EN
1351	corpus-6-train	EN
1353	corpus-6-train	EN
1358	corpus-6-dev	EN
1360	corpus-6-train	EN
1361	corpus-6-test-corpus-26-dev	EN
1366	corpus-6-train	EN
1367	corpus-6-train	EN
1368	corpus-6-train	EN
1369	corpus-6-test-corpus-26-train	EN
1371	corpus-6-dev	EN
1372	corpus-6-train	EN
1374	corpus-6-train	EN
1375	corpus-6-test-corpus-26-train	EN
1376	corpus-6-train	EN
1379	corpus-6-train	EN
1382	corpus-6-train	EN
1384	corpus-6-test-corpus-26-train	EN
1385	corpus-6-train	EN
1386	corpus-6-train	EN
1388	corpus-6-train	EN
1389	corpus-6-train	EN
1390	corpus-6-train	EN
1391	corpus-6-train	EN
1394	corpus-6-test-corpus-26-train	EN
1396	corpus-6-test-corpus-26-train	EN
1397	corpus-6-train	EN
1398	corpus-6-train	EN
1403	corpus-6-train	EN
1404	corpus-6-test-corpus-26-train	EN
1406	corpus-6-train	EN
1407	corpus-6-train	EN
1410	corpus-6-train	EN
1411	corpus-6-train	EN
1412	corpus-6-train	EN
1413	corpus-6-train	EN
1415	corpus-6-train	EN
1417	corpus-6-dev	EN
1418	corpus-6-test-corpus-26-train	EN
1419	corpus-6-train	EN
1423	corpus-6-dev	EN
1424	corpus-6-train	EN
1426	corpus-6-train	EN
1427	corpus-6-train	EN
1428	corpus-6-train	EN
1433	corpus-6-test-corpus-26-test	EN
1434	corpus-6-test-corpus-26-train	EN
1435	corpus-6-train	EN
1436	corpus-6-test-corpus-26-train	EN
1438	corpus-6-train	EN
1439	corpus-6-train	EN
1440	corpus-6-train	EN
1441	corpus-6-train	EN
1443	corpus-6-dev	EN
1444	corpus-6-train	EN
1446	corpus-6-train	EN
1447	corpus-6-dev	EN
1450	corpus-6-train	EN
1451	corpus-6-train	EN
1454	corpus-6-train	EN
1457	corpus-6-dev	EN
1458	corpus-6-train	EN
1459	corpus-6-train	EN
1460	corpus-6-train	EN
1462	corpus-6-test-corpus-26-train	EN
1464	corpus-6-train	EN
1465	corpus-6-test-corpus-26-test	EN
1470	corpus-6-train	EN
1471	corpus-6-train	EN
1472	corpus-6-train	EN
1473	corpus-6-train	EN
1474	corpus-6-test-corpus-26-train	EN
1475	corpus-6-dev	EN
1476	corpus-6-train	EN
1477	corpus-6-train	EN
1478	corpus-6-train	EN
1480	corpus-6-train	EN
1484	corpus-6-train	EN
1487	corpus-6-train	EN
1489	corpus-6-train	EN
1490	corpus-6-train	EN
1491	corpus-6-train	EN
1492	corpus-6-test-corpus-26-train	EN
1494	corpus-6-train	EN
1496	corpus-6-train	EN
1497	corpus-6-dev	EN
1498	corpus-6-train	EN
1499	corpus-6-train	EN
1504	corpus-6-dev	EN
1506	corpus-6-test-corpus-26-train	EN
1507	corpus-6-train	EN
1508	corpus-6-test-corpus-26-test	EN
1510	corpus-6-train	EN
1512	corpus-6-train	EN
1513	corpus-6-train	EN
1515	corpus-6-train	EN
1517	corpus-6-train	EN
1519	corpus-6-test-corpus-26-train	EN
1521	corpus-6-train	EN
1522	corpus-6-train	EN
1523	corpus-6-train	EN
1525	corpus-6-test-corpus-26-train	EN
1538	corpus-6-dev	EN
1539	corpus-6-test-corpus-26-train	EN
1540	corpus-6-train	EN
1541	corpus-6-train	EN
1543	corpus-6-train	EN
1544	corpus-6-train	EN
1546	corpus-6-train	EN
