sentID.BTEC	split	lang
493	corpus-6-test-corpus-26-train	FR
495	corpus-6-train	FR
496	corpus-6-train	FR
497	corpus-6-train	FR
498	corpus-6-train	FR
499	corpus-6-train	FR
502	corpus-6-train	FR
503	corpus-6-test-corpus-26-train	FR
505	corpus-6-train	FR
507	corpus-6-train	FR
508	corpus-6-train	FR
509	corpus-6-train	FR
511	corpus-6-train	FR
512	corpus-6-test-corpus-26-train	FR
513	corpus-6-train	FR
514	corpus-6-train	FR
516	corpus-6-test-corpus-26-train	FR
517	corpus-6-train	FR
523	corpus-6-train	FR
524	corpus-6-train	FR
525	corpus-6-train	FR
528	corpus-6-train	FR
530	corpus-6-train	FR
531	corpus-6-train	FR
532	corpus-6-train	FR
533	corpus-6-train	FR
535	corpus-6-train	FR
538	corpus-6-train	FR
539	corpus-6-train	FR
540	corpus-6-test-corpus-26-train	FR
541	corpus-6-dev	FR
542	corpus-6-dev	FR
543	corpus-6-train	FR
544	corpus-6-train	FR
545	corpus-6-train	FR
546	corpus-6-train	FR
547	corpus-6-train	FR
548	corpus-6-test-corpus-26-train	FR
549	corpus-6-train	FR
551	corpus-6-test-corpus-26-train	FR
553	corpus-6-test-corpus-26-train	FR
556	corpus-6-train	FR
557	corpus-6-train	FR
558	corpus-6-train	FR
560	corpus-6-train	FR
561	corpus-6-dev	FR
563	corpus-6-train	FR
564	corpus-6-train	FR
565	corpus-6-test-corpus-26-train	FR
567	corpus-6-train	FR
568	corpus-6-train	FR
569	corpus-6-train	FR
570	corpus-6-train	FR
571	corpus-6-test-corpus-26-train	FR
572	corpus-6-train	FR
573	corpus-6-train	FR
575	corpus-6-train	FR
576	corpus-6-train	FR
577	corpus-6-train	FR
579	corpus-6-train	FR
580	corpus-6-train	FR
581	corpus-6-train	FR
582	corpus-6-train	FR
584	corpus-6-train	FR
586	corpus-6-train	FR
588	corpus-6-train	FR
589	corpus-6-train	FR
591	corpus-6-train	FR
594	corpus-6-train	FR
596	corpus-6-train	FR
597	corpus-6-train	FR
599	corpus-6-test-corpus-26-train	FR
600	corpus-6-train	FR
604	corpus-6-train	FR
605	corpus-6-train	FR
607	corpus-6-train	FR
608	corpus-6-train	FR
609	corpus-6-train	FR
610	corpus-6-dev	FR
611	corpus-6-train	FR
612	corpus-6-test-corpus-26-train	FR
614	corpus-6-train	FR
616	corpus-6-train	FR
619	corpus-6-train	FR
621	corpus-6-train	FR
623	corpus-6-train	FR
625	corpus-6-train	FR
627	corpus-6-train	FR
629	corpus-6-train	FR
631	corpus-6-test-corpus-26-train	FR
632	corpus-6-test-corpus-26-train	FR
633	corpus-6-train	FR
634	corpus-6-train	FR
636	corpus-6-train	FR
637	corpus-6-train	FR
638	corpus-6-train	FR
639	corpus-6-train	FR
640	corpus-6-train	FR
641	corpus-6-test-corpus-26-test	FR
642	corpus-6-train	FR
643	corpus-6-test-corpus-26-train	FR
645	corpus-6-train	FR
646	corpus-6-train	FR
647	corpus-6-train	FR
648	corpus-6-train	FR
650	corpus-6-test-corpus-26-train	FR
652	corpus-6-test-corpus-26-dev	FR
653	corpus-6-train	FR
655	corpus-6-train	FR
656	corpus-6-train	FR
659	corpus-6-train	FR
660	corpus-6-train	FR
666	corpus-6-train	FR
667	corpus-6-test-corpus-26-test	FR
668	corpus-6-train	FR
670	corpus-6-train	FR
671	corpus-6-train	FR
672	corpus-6-train	FR
673	corpus-6-test-corpus-26-train	FR
674	corpus-6-train	FR
676	corpus-6-train	FR
677	corpus-6-train	FR
678	corpus-6-train	FR
679	corpus-6-test-corpus-26-test	FR
680	corpus-6-test-corpus-26-train	FR
681	corpus-6-test-corpus-26-train	FR
683	corpus-6-test-corpus-26-train	FR
684	corpus-6-train	FR
685	corpus-6-train	FR
686	corpus-6-train	FR
687	corpus-6-train	FR
688	corpus-6-test-corpus-26-train	FR
690	corpus-6-train	FR
691	corpus-6-dev	FR
692	corpus-6-train	FR
693	corpus-6-train	FR
694	corpus-6-train	FR
695	corpus-6-train	FR
696	corpus-6-train	FR
698	corpus-6-dev	FR
699	corpus-6-train	FR
700	corpus-6-train	FR
701	corpus-6-train	FR
702	corpus-6-dev	FR
703	corpus-6-test-corpus-26-train	FR
704	corpus-6-train	FR
705	corpus-6-train	FR
706	corpus-6-train	FR
707	corpus-6-train	FR
708	corpus-6-test-corpus-26-train	FR
709	corpus-6-train	FR
710	corpus-6-train	FR
713	corpus-6-train	FR
715	corpus-6-train	FR
717	corpus-6-train	FR
719	corpus-6-test-corpus-26-train	FR
722	corpus-6-train	FR
723	corpus-6-test-corpus-26-train	FR
724	corpus-6-train	FR
726	corpus-6-train	FR
728	corpus-6-train	FR
730	corpus-6-train	FR
731	corpus-6-train	FR
732	corpus-6-train	FR
735	corpus-6-train	FR
736	corpus-6-train	FR
738	corpus-6-train	FR
739	corpus-6-train	FR
740	corpus-6-train	FR
741	corpus-6-test-corpus-26-dev	FR
742	corpus-6-test-corpus-26-train	FR
743	corpus-6-train	FR
747	corpus-6-train	FR
750	corpus-6-train	FR
752	corpus-6-dev	FR
755	corpus-6-dev	FR
756	corpus-6-train	FR
758	corpus-6-train	FR
759	corpus-6-train	FR
761	corpus-6-test-corpus-26-test	FR
763	corpus-6-train	FR
764	corpus-6-train	FR
765	corpus-6-train	FR
766	corpus-6-train	FR
767	corpus-6-train	FR
768	corpus-6-train	FR
769	corpus-6-train	FR
770	corpus-6-train	FR
773	corpus-6-test-corpus-26-train	FR
774	corpus-6-train	FR
775	corpus-6-train	FR
776	corpus-6-train	FR
777	corpus-6-test-corpus-26-train	FR
778	corpus-6-train	FR
779	corpus-6-train	FR
780	corpus-6-train	FR
781	corpus-6-train	FR
782	corpus-6-train	FR
783	corpus-6-train	FR
785	corpus-6-dev	FR
786	corpus-6-test-corpus-26-train	FR
787	corpus-6-test-corpus-26-train	FR
789	corpus-6-train	FR
790	corpus-6-train	FR
791	corpus-6-train	FR
792	corpus-6-train	FR
793	corpus-6-test-corpus-26-test	FR
794	corpus-6-train	FR
796	corpus-6-train	FR
797	corpus-6-train	FR
801	corpus-6-train	FR
802	corpus-6-dev	FR
804	corpus-6-train	FR
810	corpus-6-train	FR
811	corpus-6-train	FR
812	corpus-6-train	FR
813	corpus-6-train	FR
814	corpus-6-train	FR
816	corpus-6-train	FR
817	corpus-6-train	FR
820	corpus-6-train	FR
821	corpus-6-train	FR
823	corpus-6-train	FR
825	corpus-6-train	FR
827	corpus-6-dev	FR
830	corpus-6-train	FR
831	corpus-6-train	FR
832	corpus-6-train	FR
836	corpus-6-train	FR
837	corpus-6-train	FR
838	corpus-6-train	FR
841	corpus-6-dev	FR
844	corpus-6-train	FR
846	corpus-6-train	FR
847	corpus-6-train	FR
848	corpus-6-test-corpus-26-train	FR
850	corpus-6-train	FR
851	corpus-6-train	FR
853	corpus-6-train	FR
854	corpus-6-train	FR
855	corpus-6-test-corpus-26-train	FR
856	corpus-6-train	FR
857	corpus-6-train	FR
859	corpus-6-test-corpus-26-train	FR
860	corpus-6-train	FR
861	corpus-6-train	FR
863	corpus-6-train	FR
864	corpus-6-train	FR
866	corpus-6-train	FR
868	corpus-6-train	FR
869	corpus-6-train	FR
870	corpus-6-train	FR
872	corpus-6-train	FR
873	corpus-6-train	FR
875	corpus-6-train	FR
877	corpus-6-train	FR
878	corpus-6-train	FR
880	corpus-6-train	FR
881	corpus-6-train	FR
883	corpus-6-train	FR
884	corpus-6-train	FR
885	corpus-6-train	FR
888	corpus-6-train	FR
889	corpus-6-train	FR
891	corpus-6-train	FR
893	corpus-6-train	FR
895	corpus-6-train	FR
897	corpus-6-test-corpus-26-train	FR
898	corpus-6-train	FR
899	corpus-6-train	FR
902	corpus-6-test-corpus-26-train	FR
903	corpus-6-train	FR
905	corpus-6-train	FR
906	corpus-6-train	FR
907	corpus-6-train	FR
909	corpus-6-train	FR
910	corpus-6-dev	FR
912	corpus-6-train	FR
914	corpus-6-train	FR
915	corpus-6-train	FR
917	corpus-6-test-corpus-26-train	FR
918	corpus-6-train	FR
923	corpus-6-train	FR
924	corpus-6-train	FR
928	corpus-6-train	FR
929	corpus-6-train	FR
930	corpus-6-train	FR
931	corpus-6-train	FR
933	corpus-6-train	FR
934	corpus-6-train	FR
937	corpus-6-train	FR
941	corpus-6-test-corpus-26-train	FR
944	corpus-6-train	FR
947	corpus-6-train	FR
948	corpus-6-train	FR
950	corpus-6-train	FR
951	corpus-6-train	FR
954	corpus-6-train	FR
955	corpus-6-train	FR
956	corpus-6-train	FR
957	corpus-6-test-corpus-26-dev	FR
958	corpus-6-train	FR
962	corpus-6-train	FR
963	corpus-6-train	FR
964	corpus-6-train	FR
965	corpus-6-train	FR
967	corpus-6-train	FR
968	corpus-6-train	FR
969	corpus-6-train	FR
972	corpus-6-train	FR
973	corpus-6-train	FR
974	corpus-6-train	FR
978	corpus-6-train	FR
979	corpus-6-train	FR
981	corpus-6-train	FR
983	corpus-6-train	FR
985	corpus-6-train	FR
987	corpus-6-train	FR
989	corpus-6-dev	FR
991	corpus-6-train	FR
993	corpus-6-train	FR
994	corpus-6-train	FR
995	corpus-6-train	FR
996	corpus-6-dev	FR
997	corpus-6-dev	FR
998	corpus-6-train	FR
1002	corpus-6-train	FR
1003	corpus-6-test-corpus-26-train	FR
1007	corpus-6-test-corpus-26-train	FR
1008	corpus-6-dev	FR
1010	corpus-6-test-corpus-26-train	FR
1011	corpus-6-dev	FR
1014	corpus-6-train	FR
1016	corpus-6-train	FR
1019	corpus-6-train	FR
1020	corpus-6-train	FR
1021	corpus-6-train	FR
1022	corpus-6-train	FR
1023	corpus-6-test-corpus-26-test	FR
1024	corpus-6-dev	FR
1025	corpus-6-train	FR
1026	corpus-6-train	FR
1027	corpus-6-train	FR
1029	corpus-6-train	FR
1030	corpus-6-train	FR
1031	corpus-6-train	FR
1032	corpus-6-train	FR
1036	corpus-6-test-corpus-26-train	FR
1037	corpus-6-test-corpus-26-dev	FR
1038	corpus-6-test-corpus-26-train	FR
1039	corpus-6-train	FR
1041	corpus-6-train	FR
1042	corpus-6-train	FR
1043	corpus-6-dev	FR
1044	corpus-6-train	FR
1045	corpus-6-train	FR
1046	corpus-6-train	FR
1047	corpus-6-test-corpus-26-train	FR
1048	corpus-6-train	FR
1050	corpus-6-train	FR
1052	corpus-6-train	FR
1053	corpus-6-train	FR
1054	corpus-6-train	FR
1056	corpus-6-test-corpus-26-dev	FR
1059	corpus-6-train	FR
1061	corpus-6-train	FR
1062	corpus-6-test-corpus-26-train	FR
1063	corpus-6-train	FR
1064	corpus-6-train	FR
1065	corpus-6-train	FR
1067	corpus-6-train	FR
1068	corpus-6-train	FR
1069	corpus-6-train	FR
1070	corpus-6-train	FR
1071	corpus-6-train	FR
1074	corpus-6-test-corpus-26-train	FR
1075	corpus-6-train	FR
1076	corpus-6-train	FR
1081	corpus-6-train	FR
1082	corpus-6-train	FR
1083	corpus-6-train	FR
1084	corpus-6-train	FR
1085	corpus-6-train	FR
1086	corpus-6-train	FR
1088	corpus-6-train	FR
1092	corpus-6-train	FR
1093	corpus-6-train	FR
1096	corpus-6-train	FR
1098	corpus-6-test-corpus-26-train	FR
1099	corpus-6-train	FR
1100	corpus-6-test-corpus-26-train	FR
1104	corpus-6-train	FR
1107	corpus-6-dev	FR
1108	corpus-6-train	FR
1111	corpus-6-train	FR
1112	corpus-6-train	FR
1113	corpus-6-train	FR
1114	corpus-6-train	FR
1117	corpus-6-train	FR
1120	corpus-6-train	FR
1121	corpus-6-train	FR
1122	corpus-6-test-corpus-26-train	FR
1124	corpus-6-test-corpus-26-train	FR
1126	corpus-6-train	FR
1127	corpus-6-train	FR
1128	corpus-6-train	FR
1130	corpus-6-train	FR
1131	corpus-6-train	FR
1132	corpus-6-train	FR
1133	corpus-6-train	FR
1134	corpus-6-train	FR
1136	corpus-6-train	FR
1138	corpus-6-train	FR
1139	corpus-6-test-corpus-26-train	FR
1140	corpus-6-train	FR
1142	corpus-6-train	FR
1146	corpus-6-test-corpus-26-train	FR
1147	corpus-6-dev	FR
1148	corpus-6-train	FR
1149	corpus-6-train	FR
1151	corpus-6-dev	FR
1152	corpus-6-train	FR
1153	corpus-6-train	FR
1154	corpus-6-train	FR
1156	corpus-6-train	FR
1157	corpus-6-dev	FR
1161	corpus-6-dev	FR
1162	corpus-6-train	FR
1163	corpus-6-test-corpus-26-dev	FR
1165	corpus-6-test-corpus-26-train	FR
1167	corpus-6-test-corpus-26-train	FR
1168	corpus-6-train	FR
1169	corpus-6-train	FR
1171	corpus-6-train	FR
1172	corpus-6-train	FR
1173	corpus-6-dev	FR
1174	corpus-6-train	FR
1176	corpus-6-dev	FR
1177	corpus-6-train	FR
1179	corpus-6-train	FR
1180	corpus-6-train	FR
1181	corpus-6-train	FR
1182	corpus-6-train	FR
1183	corpus-6-test-corpus-26-train	FR
1184	corpus-6-train	FR
1186	corpus-6-train	FR
1191	corpus-6-train	FR
1192	corpus-6-train	FR
1193	corpus-6-test-corpus-26-test	FR
1194	corpus-6-test-corpus-26-train	FR
1195	corpus-6-train	FR
1196	corpus-6-train	FR
1197	corpus-6-train	FR
1198	corpus-6-train	FR
1199	corpus-6-test-corpus-26-dev	FR
1201	corpus-6-train	FR
1202	corpus-6-dev	FR
1205	corpus-6-train	FR
1208	corpus-6-train	FR
1210	corpus-6-train	FR
1211	corpus-6-train	FR
1212	corpus-6-test-corpus-26-train	FR
1213	corpus-6-test-corpus-26-train	FR
1215	corpus-6-train	FR
1216	corpus-6-train	FR
1217	corpus-6-train	FR
1218	corpus-6-test-corpus-26-train	FR
1220	corpus-6-train	FR
1221	corpus-6-train	FR
1222	corpus-6-train	FR
1223	corpus-6-dev	FR
1224	corpus-6-test-corpus-26-train	FR
1225	corpus-6-dev	FR
1227	corpus-6-train	FR
1230	corpus-6-dev	FR
1231	corpus-6-dev	FR
1233	corpus-6-train	FR
1234	corpus-6-test-corpus-26-train	FR
1235	corpus-6-test-corpus-26-train	FR
1240	corpus-6-train	FR
1241	corpus-6-train	FR
1243	corpus-6-train	FR
1245	corpus-6-train	FR
1246	corpus-6-train	FR
1247	corpus-6-train	FR
1248	corpus-6-train	FR
1251	corpus-6-train	FR
1254	corpus-6-train	FR
1256	corpus-6-train	FR
1257	corpus-6-train	FR
1259	corpus-6-train	FR
1260	corpus-6-train	FR
1263	corpus-6-train	FR
1270	corpus-6-train	FR
1274	corpus-6-train	FR
1276	corpus-6-test-corpus-26-train	FR
1277	corpus-6-dev	FR
1278	corpus-6-train	FR
1280	corpus-6-train	FR
1281	corpus-6-train	FR
1283	corpus-6-train	FR
1284	corpus-6-train	FR
1285	corpus-6-train	FR
1286	corpus-6-dev	FR
1287	corpus-6-train	FR
1288	corpus-6-train	FR
1289	corpus-6-train	FR
1290	corpus-6-train	FR
1291	corpus-6-train	FR
1292	corpus-6-train	FR
1293	corpus-6-train	FR
1294	corpus-6-train	FR
1296	corpus-6-train	FR
1297	corpus-6-dev	FR
1299	corpus-6-train	FR
1301	corpus-6-train	FR
1302	corpus-6-train	FR
1305	corpus-6-train	FR
1306	corpus-6-train	FR
1308	corpus-6-train	FR
1310	corpus-6-dev	FR
1311	corpus-6-train	FR
1312	corpus-6-test-corpus-26-train	FR
1314	corpus-6-train	FR
1317	corpus-6-train	FR
1318	corpus-6-train	FR
1319	corpus-6-train	FR
1320	corpus-6-train	FR
1321	corpus-6-test-corpus-26-train	FR
1322	corpus-6-train	FR
1323	corpus-6-dev	FR
1326	corpus-6-train	FR
1327	corpus-6-train	FR
1328	corpus-6-dev	FR
1329	corpus-6-test-corpus-26-train	FR
1330	corpus-6-train	FR
1331	corpus-6-train	FR
1333	corpus-6-train	FR
1336	corpus-6-train	FR
1337	corpus-6-train	FR
1339	corpus-6-dev	FR
1340	corpus-6-train	FR
1342	corpus-6-train	FR
1345	corpus-6-dev	FR
1346	corpus-6-train	FR
1347	corpus-6-train	FR
1348	corpus-6-train	FR
1350	corpus-6-train	FR
1351	corpus-6-train	FR
1353	corpus-6-train	FR
1358	corpus-6-dev	FR
1360	corpus-6-train	FR
1361	corpus-6-test-corpus-26-dev	FR
1366	corpus-6-train	FR
1367	corpus-6-train	FR
1368	corpus-6-train	FR
1369	corpus-6-test-corpus-26-train	FR
1371	corpus-6-dev	FR
1372	corpus-6-train	FR
1374	corpus-6-train	FR
1375	corpus-6-test-corpus-26-train	FR
1376	corpus-6-train	FR
1379	corpus-6-train	FR
1382	corpus-6-train	FR
1384	corpus-6-test-corpus-26-train	FR
1385	corpus-6-train	FR
1386	corpus-6-train	FR
1388	corpus-6-train	FR
1389	corpus-6-train	FR
1390	corpus-6-train	FR
1391	corpus-6-train	FR
1394	corpus-6-test-corpus-26-train	FR
1396	corpus-6-test-corpus-26-train	FR
1397	corpus-6-train	FR
1398	corpus-6-train	FR
1403	corpus-6-train	FR
1404	corpus-6-test-corpus-26-train	FR
1406	corpus-6-train	FR
1407	corpus-6-train	FR
1410	corpus-6-train	FR
1411	corpus-6-train	FR
1412	corpus-6-train	FR
1413	corpus-6-train	FR
1415	corpus-6-train	FR
1417	corpus-6-dev	FR
1418	corpus-6-test-corpus-26-train	FR
1419	corpus-6-train	FR
1423	corpus-6-dev	FR
1424	corpus-6-train	FR
1426	corpus-6-train	FR
1427	corpus-6-train	FR
1428	corpus-6-train	FR
1433	corpus-6-test-corpus-26-test	FR
1434	corpus-6-test-corpus-26-train	FR
1435	corpus-6-train	FR
1436	corpus-6-test-corpus-26-train	FR
1438	corpus-6-train	FR
1439	corpus-6-train	FR
1440	corpus-6-train	FR
1441	corpus-6-train	FR
1443	corpus-6-dev	FR
1444	corpus-6-train	FR
1446	corpus-6-train	FR
1447	corpus-6-dev	FR
1450	corpus-6-train	FR
1451	corpus-6-train	FR
1454	corpus-6-train	FR
1457	corpus-6-dev	FR
1458	corpus-6-train	FR
1459	corpus-6-train	FR
1460	corpus-6-train	FR
1462	corpus-6-test-corpus-26-train	FR
1464	corpus-6-train	FR
1465	corpus-6-test-corpus-26-test	FR
1470	corpus-6-train	FR
1471	corpus-6-train	FR
1472	corpus-6-train	FR
1473	corpus-6-train	FR
1474	corpus-6-test-corpus-26-train	FR
1475	corpus-6-dev	FR
1476	corpus-6-train	FR
1477	corpus-6-train	FR
1478	corpus-6-train	FR
1480	corpus-6-train	FR
1484	corpus-6-train	FR
1487	corpus-6-train	FR
1489	corpus-6-train	FR
1490	corpus-6-train	FR
1491	corpus-6-train	FR
1492	corpus-6-test-corpus-26-train	FR
1494	corpus-6-train	FR
1496	corpus-6-train	FR
1497	corpus-6-dev	FR
1498	corpus-6-train	FR
1499	corpus-6-train	FR
1504	corpus-6-dev	FR
1506	corpus-6-test-corpus-26-train	FR
1507	corpus-6-train	FR
1508	corpus-6-test-corpus-26-test	FR
1510	corpus-6-train	FR
1512	corpus-6-train	FR
1513	corpus-6-train	FR
1515	corpus-6-train	FR
1517	corpus-6-train	FR
1519	corpus-6-test-corpus-26-train	FR
1521	corpus-6-train	FR
1522	corpus-6-train	FR
1523	corpus-6-train	FR
1525	corpus-6-test-corpus-26-train	FR
1538	corpus-6-dev	FR
1539	corpus-6-test-corpus-26-train	FR
1540	corpus-6-train	FR
1541	corpus-6-train	FR
1543	corpus-6-train	FR
1544	corpus-6-train	FR
1546	corpus-6-train	FR
