sentID.BTEC	split	lang	sent
1167	corpus-6-test-corpus-26-train	ALX	من فضلك عاوزة أسيتون.
1183	corpus-6-test-corpus-26-train	ALX	من فضلك عاوز بطارية.
1193	corpus-6-test-corpus-26-test	ALX	فى فرقة موسيقية لايف ولا دى جى؟
1194	corpus-6-test-corpus-26-train	ALX	ممكن أأجر عدة غطس؟
1199	corpus-6-test-corpus-26-dev	ALX	أنا عاوز أحجز أوضة لأربع ليالى من اتنين وعشرين ديسمبر.
1212	corpus-6-test-corpus-26-train	ALX	الشنطة دى مثالية لكل أحوال الجو؟
1213	corpus-6-test-corpus-26-train	ALX	عاوز دونات، من فضلك.
1218	corpus-6-test-corpus-26-train	ALX	عاوز أأجر عربية أوتوماتيك لمدة يومين.
1224	corpus-6-test-corpus-26-train	ALX	فاتتنى رحلة طيران عشرين اللى رايحة سان فرانسيسكو.
1234	corpus-6-test-corpus-26-train	ALX	بكام لحد المطار؟
1235	corpus-6-test-corpus-26-train	ALX	كويس. دة إمتى؟
1276	corpus-6-test-corpus-26-train	ALX	بنتك عندها كام سنة؟
1312	corpus-6-test-corpus-26-train	ALX	ممكن تقوللى على فنادق رخيصة و نضيفة؟
1321	corpus-6-test-corpus-26-train	ALX	إحنا ممكن نحجزلك أوضة مريحة فى برج قديم قريب من نادى جولف مشهور.
1329	corpus-6-test-corpus-26-train	ALX	أنا أرشح دة علشان معمول من مواد طبيعية مية فى المية.
1361	corpus-6-test-corpus-26-dev	ALX	هو القطر بيقف فى برايتون؟
1369	corpus-6-test-corpus-26-train	ALX	ممكن تقوللى منين أقدر أجيب كاب؟
1375	corpus-6-test-corpus-26-train	ALX	تذكرتين درجة تانية، من فضلك.
1384	corpus-6-test-corpus-26-train	ALX	من فضلك عاوز أبعت فاكس.
1394	corpus-6-test-corpus-26-train	ALX	من فضلك عاوز مكوة سفر.
1396	corpus-6-test-corpus-26-train	ALX	أقدر أقدملك أى حاجة؟
1404	corpus-6-test-corpus-26-train	ALX	يومى؟ خايف أسأل، بس تقصد إيه؟
1418	corpus-6-test-corpus-26-train	ALX	أنا عاوز واحد يشيل مستندات بحجم ورق عادي من غير ما أحتاج أتنيهم.
1433	corpus-6-test-corpus-26-test	ALX	أه. بس مش جامد أوى.
1434	corpus-6-test-corpus-26-train	ALX	أنا عندى حساسية من القطط.
1436	corpus-6-test-corpus-26-train	ALX	أيوة، إنت المفروض يكون معاك رخصة سواق و، آه، المفروض يكون معاك رخصة من لجنة عربيات الأجرة والليموزين.
1462	corpus-6-test-corpus-26-train	ALX	إتفضل، يا فندم.
1465	corpus-6-test-corpus-26-test	ALX	مش باين إنى هلاقى مية سخنة.
1474	corpus-6-test-corpus-26-train	ALX	من فضلك عاوز أحجز أوضة لليلة دى.
1492	corpus-6-test-corpus-26-train	ALX	لأ، دة مش شامل الضريبة ورسوم الخدمة.
1506	corpus-6-test-corpus-26-train	ALX	تحب تيجى معايا نعمل شوبينج النهاردة بعد الضهر؟
1508	corpus-6-test-corpus-26-test	ALX	هاى، دة فعلا فستان جميل.
1519	corpus-6-test-corpus-26-train	ALX	دلوقتى، مكالمتك اتحولت، اتفضل لو سمحت.
1525	corpus-6-test-corpus-26-train	ALX	رقم البوابة كام؟
1539	corpus-6-test-corpus-26-train	ALX	إيه أكتر هدية تذكارية مثالية من هاواى؟
1556	corpus-6-test-corpus-26-train	ALX	أقدر أوصل هناك عن طريق مترو الأنفاق؟
1560	corpus-6-test-corpus-26-train	ALX	عاوز سيشوار.
1562	corpus-6-test-corpus-26-train	ALX	إحنا هنروح أى مكان بيتكلموا فيه زى كدة؟
1585	corpus-6-test-corpus-26-train	ALX	أنا جاى من نورواى.
1603	corpus-6-test-corpus-26-dev	ALX	من عشرة لاتناشر لو سمحت.
1619	corpus-6-test-corpus-26-train	ALX	بالتأكيد. خلينى أشوفه. إنت أتعورت من المرجان، متهيألى.
1620	corpus-6-test-corpus-26-train	ALX	احتياطي، خلينى آخد رقم الشخص المسئول.
1622	corpus-6-test-corpus-26-train	ALX	فى طريق سريع؟
1630	corpus-6-test-corpus-26-train	ALX	هو مجاش ليه الحفلة إمبارح؟
1637	corpus-6-test-corpus-26-train	ALX	كان فى حادثة مرور.
1650	corpus-6-test-corpus-26-train	ALX	أسف، أخدت الرقم الغلط.
1653	corpus-6-test-corpus-26-test	ALX	من فضلك دخل رقم التعريف الشخصى بتاعك.
1663	corpus-6-test-corpus-26-dev	ALX	مش عارف أظبط الصورة.
1668	corpus-6-test-corpus-26-train	ALX	واحد تشيزبرجر وعصير برتقان، من فضلك.
1670	corpus-6-test-corpus-26-test	ALX	الباسبور بتاعى أهو.
1682	corpus-6-test-corpus-26-test	ALX	ليه، شكرا جدا. آه، ممكن أطلع لفوق؟
1702	corpus-6-test-corpus-26-train	ALX	ممكن أخد تذكرتين للمسرحية الموسيقية للجمعة الجاية؟
1718	corpus-6-test-corpus-26-train	ALX	فى راكب تانى هناك قال إنه ممكن يبدل الكراسى معاك.
1754	corpus-6-test-corpus-26-train	ALX	ممكن أمد إقامتى؟
1766	corpus-6-test-corpus-26-train	ALX	قول، تعرف أى حاجة تستاهل تتشاف قريب من هنا؟
1768	corpus-6-test-corpus-26-dev	ALX	لأ، أنا عاوز أأجر نص مجموعة مضارب وجزمة.
1782	corpus-6-test-corpus-26-train	ALX	ممكن تعرفنى لما الشنطة الضايعة تتلاقى؟
1788	corpus-6-test-corpus-26-train	ALX	الجنينة القومية دى إسمها إيه؟
1791	corpus-6-test-corpus-26-train	ALX	أنا اتخربشت.
1792	corpus-6-test-corpus-26-dev	ALX	فين مكان كويس للسياحة؟
1800	corpus-6-test-corpus-26-train	ALX	ممكن أخد فاكهة؟
1834	corpus-6-test-corpus-26-train	ALX	ممكن أخد غدا دلوقتى؟
1837	corpus-6-test-corpus-26-train	ALX	محتاج أغير الدولارات دى.
1867	corpus-6-test-corpus-26-train	ALX	أنا محتاج تاكسى. أنا فى ساوث ماين وليبيرتى.
1876	corpus-6-test-corpus-26-dev	ALX	بالتأكيد، إنت محتاج كيرلى؟
1878	corpus-6-test-corpus-26-train	ALX	دى مش تفاحة لكن خوخة.
1903	corpus-6-test-corpus-26-train	ALX	هديلك روشتة. خدها للصيدلية.
1927	corpus-6-test-corpus-26-train	ALX	إحنا بنطير ثلاث مرات فى الأسبوع، التلات، الجمعة، والسبت.
1931	corpus-6-test-corpus-26-dev	ALX	دة غالى، مش كدة؟
1948	corpus-6-test-corpus-26-train	ALX	أه، عندنا دة. هنجهزهولك.
1950	corpus-6-test-corpus-26-dev	ALX	إنت هتشيل شنطى لحد الساعة تلاتة؟
1951	corpus-6-test-corpus-26-train	ALX	لأ، أنا عاوز بس أعدى.
1954	corpus-6-test-corpus-26-dev	ALX	ممكن أحجز أجر-عربية هنا؟
1968	corpus-6-test-corpus-26-train	ALX	إنت أمريكانى؟
1980	corpus-6-test-corpus-26-test	ALX	للمكان دة، لو سمحت.
1985	corpus-6-test-corpus-26-train	ALX	عربيتى عطلت.
1988	corpus-6-test-corpus-26-train	ALX	فين الآيشادو؟
1993	corpus-6-test-corpus-26-train	ALX	إحنا عاوزين ركن هادى، لو ممكن.
1997	corpus-6-test-corpus-26-train	ALX	التاكسى دة فاضى؟
1998	corpus-6-test-corpus-26-train	ALX	هي دي محطة اكسبريس؟
2001	corpus-6-test-corpus-26-train	ALX	المفروض أجى الساعة كام؟
2003	corpus-6-test-corpus-26-train	ALX	من فضلك عاوز قارورة نبيت أبيض صغير.
2005	corpus-6-test-corpus-26-train	ALX	آه. ممكن أخد الوجبة بتاعتى بعدين؟ مش حاسس إنى كويس أوى دلوقتى.
2025	corpus-6-test-corpus-26-train	ALX	فعليا، انا عندى أخبار. أنا هتجوز.
2033	corpus-6-test-corpus-26-train	ALX	أى بنطلونات تانية؟
2035	corpus-6-test-corpus-26-train	ALX	ممكن أخد برنامج؟
2052	corpus-6-test-corpus-26-train	ALX	فى حد اقتحم أوضتى الليلة اللى فاتت.
2055	corpus-6-test-corpus-26-train	ALX	ورينى السمكة اللى شفتها النهاردة فى كتاب الصور، من فضلك.
2083	corpus-6-test-corpus-26-train	ALX	شوف التعليمات على عبوة الأكل المفرغة من الهوا.
2086	corpus-6-test-corpus-26-train	ALX	أنا عاوز فلوس ورق.
2100	corpus-6-test-corpus-26-test	ALX	هو خطف المحفظة بتاعتى وهرب.
2119	corpus-6-test-corpus-26-train	ALX	معندكش دروس تجريبية؟
2147	corpus-6-test-corpus-26-train	ALX	أقدر أشترى منين طوابع بريد؟
2148	corpus-6-test-corpus-26-train	ALX	أنا من بريطانيا العظمى.
2156	corpus-6-test-corpus-26-train	ALX	لازم أشوف دة مع مراتى.
2161	corpus-6-test-corpus-26-train	ALX	من فضلك عاوز استرجاع لدة.
2179	corpus-6-test-corpus-26-train	ALX	فى كشك تليفون قدام البنك دة.
2180	corpus-6-test-corpus-26-train	ALX	أنا هوصل تسعة من مارس وهمشى أربعتاشر.
2205	corpus-6-test-corpus-26-train	ALX	دة غالى شوية، مش كدة؟
2235	corpus-6-test-corpus-26-train	ALX	الكعب عندك؟
2236	corpus-6-test-corpus-26-train	ALX	فين محطة الأتوبيس؟
2238	corpus-6-test-corpus-26-train	ALX	هتهتم بصحرا؟
2302	corpus-6-test-corpus-26-train	ALX	انت بتتكلم؟
2306	corpus-6-test-corpus-26-train	ALX	نفس الحاجة ليا، من فضلك.
2318	corpus-6-test-corpus-26-train	ALX	الأوردر بتاعى ماوصلش.
2324	corpus-6-test-corpus-26-train	ALX	فى ينابيع سخنة كتير.
2329	corpus-6-test-corpus-26-train	ALX	من فضلك غير خمسين ألف ين لدولارات أمريكية.
2338	corpus-6-test-corpus-26-train	ALX	دة كويس بالنسبة لى. فى الحقيقة انا عاوز أدخن.
2347	corpus-6-test-corpus-26-test	ALX	منين أقدر أأجر حاجات السكي وشوز؟
2353	corpus-6-test-corpus-26-dev	ALX	إنت نسيت المشاريب بتاعتنا؟
2368	corpus-6-test-corpus-26-test	ALX	ممكن تبعته على عنوانى فى اليابان عن طريق بريد جمع الطرود الدولية؟
2381	corpus-6-test-corpus-26-train	ALX	من فضلك عاوز كوباية نبيت أحمر.
2389	corpus-6-test-corpus-26-train	ALX	دة بس لو بتاعك، يا فندم. هاها، بهزر معاك.
2401	corpus-6-test-corpus-26-train	ALX	بالتأكيد. إزاى نقدر نخدمك؟
2412	corpus-6-test-corpus-26-dev	ALX	عندنا بيرة، ويسكى، براندى، جين، فودكا و نبيت.
2425	corpus-6-test-corpus-26-train	ALX	بطاقة شخصية. آوه، صحيح. بسبور أوكى؟
2428	corpus-6-test-corpus-26-train	ALX	رقم أوضتى تلاتة ستة وعشرين. ممكن تلم الغسيل بتاعى؟
2440	corpus-6-test-corpus-26-train	ALX	هشوف لو أى حاجة من دول تناسب.
2441	corpus-6-test-corpus-26-train	ALX	من فضلك عاوز غلاية.
2445	corpus-6-test-corpus-26-train	ALX	هاتلى جبنة مبشورة لو سمحت.
2462	corpus-6-test-corpus-26-train	ALX	أقدر أخذ القمصان بتاعى نضيفة على بكرة الصبح؟
2476	corpus-6-test-corpus-26-train	ALX	ممكن تخليه يرجع يكلمنى؟
2490	corpus-6-test-corpus-26-train	ALX	يبقى ليه؟
2492	corpus-6-test-corpus-26-train	ALX	لو سمحت، فى مكتبة قريب من هنا؟
2496	corpus-6-test-corpus-26-test	ALX	أفتكر إنت عملت غلطة، الأوضة كان مدفوعلها من قبل كدة. أنا معايا إيصال.
2505	corpus-6-test-corpus-26-train	ALX	الأتوبيس هناك.
2516	corpus-6-test-corpus-26-train	ALX	عاوز لفتين أيزو مية، فيلم ألوان، ستة وتلاتين صورة، لو سمحت.
2519	corpus-6-test-corpus-26-train	ALX	عاوز أدفع الشيك دة بسبعين دولار.
2521	corpus-6-test-corpus-26-train	ALX	عاوز أشترى طوابع لعشر بطاقات بريد لليابان، من فضلك.
2528	corpus-6-test-corpus-26-train	ALX	فى أى بنوك قريب من المحطة؟
2531	corpus-6-test-corpus-26-train	ALX	فى غلطة فى الفاتورة.
2552	corpus-6-test-corpus-26-test	ALX	هو هنا.
2557	corpus-6-test-corpus-26-train	ALX	واحد تشيزبرجر علشان أمشى، من فضلك.
2578	corpus-6-test-corpus-26-test	ALX	مش هتقدر حقيقى تعمل شغل تصميمات من غير كمبيوتر أكتر من كدة.
2591	corpus-6-test-corpus-26-train	ALX	إجرى.
2601	corpus-6-test-corpus-26-train	ALX	فى قطع هنا فى البلوزة بتاعتى. أنا بسأل لو ممكن تخيطهولى لو سمحت؟
2613	corpus-6-test-corpus-26-dev	ALX	كام الأجرة لمانشيستر؟
2643	corpus-6-test-corpus-26-train	ALX	ممكن تسلفنى كابل تقوية؟
2644	corpus-6-test-corpus-26-train	ALX	منين أقدر أشترى حصيرة بحر؟
2670	corpus-6-test-corpus-26-test	ALX	يبقى، من فضلك إدينى حجز جديد.
2676	corpus-6-test-corpus-26-train	ALX	إدينى شريحة لحم الخنزير دى، بس مش تقيلة كدة.
2678	corpus-6-test-corpus-26-train	ALX	إحنا جايين الساعة سبعة.
2687	corpus-6-test-corpus-26-train	ALX	لما بشوف أسعار قليلة كدة، بيكون من السخافة إن الواحد يشترى أى حاجة فى اليابان.
2690	corpus-6-test-corpus-26-train	ALX	السجلات بتاعتى اتسرقت، هى كمان.
2695	corpus-6-test-corpus-26-train	ALX	بسكوتة أيس كريم فانيليا، من فضلك.
2702	corpus-6-test-corpus-26-train	ALX	أنا موافق. دة المفروض يبقى طبيعى جدا.
2704	corpus-6-test-corpus-26-train	ALX	خلى بالك من الحفرة، خلى بالك من الحفرة، وبعدين قريب من الأبواب، من فضلك.
2707	corpus-6-test-corpus-26-train	ALX	هحتاج كريديت كارد.
2708	corpus-6-test-corpus-26-dev	ALX	الرقم أهو.
2715	corpus-6-test-corpus-26-test	ALX	قوللى موقع كويس فى النهر دة، من فضلك.
2726	corpus-6-test-corpus-26-train	ALX	لو سمحت إدينى تقرير حادث.
2729	corpus-6-test-corpus-26-train	ALX	لأ، شكرا ليك دلوقتى.
2734	corpus-6-test-corpus-26-train	ALX	أوكى، من فضلك خليك على الخط. أستاذ. ناكاجيما، الآنسة. سايتو واضح إنها مش بترد على المكالمة. تحبنى أرن عليها حبة أطول؟
2736	corpus-6-test-corpus-26-dev	ALX	يمكن، بس إحنا محتاجين نوزنهم بشكل منفصل.
2747	corpus-6-test-corpus-26-train	ALX	واضح شوية إنه نادر جدا.
2748	corpus-6-test-corpus-26-train	ALX	فين مكان استلام الشنط لرحلة طيران سبعة زيرو ثلاثة؟
2760	corpus-6-test-corpus-26-train	ALX	فى حاجة غلط فى الشنطة بتاعتك.
2765	corpus-6-test-corpus-26-train	ALX	دة هيبوظ؟
2772	corpus-6-test-corpus-26-train	ALX	لأ، شكرا. أحسن لى مشربش أكتر من كدة.
2808	corpus-6-test-corpus-26-train	ALX	من فضلك قوللى على شوارع مناسبة للشوبينج.
2811	corpus-6-test-corpus-26-dev	ALX	الأتوبيس دة بيروح لفندق هيلتون؟
2816	corpus-6-test-corpus-26-train	ALX	دلوقتى، اللوحة دى مميزة جدا. هى عن طريق تسوروتارو كاتاوكا، هو معترف بيه كفنان كعالمى.
2850	corpus-6-test-corpus-26-train	ALX	أنا عندى تقدير كبير للموسيقى الكلاسيكية.
2851	corpus-6-test-corpus-26-dev	ALX	ممكن أعزمك فى مرة برة على العشا؟
2862	corpus-6-test-corpus-26-train	ALX	تمام. إيه إسم الطرف التانى بتاعك ورقمه، لو سمحت.
2871	corpus-6-test-corpus-26-train	ALX	لو سمحت، إسمحلى أخرج، من فضلك.
2878	corpus-6-test-corpus-26-train	ALX	هل ممكن تطلب موظفين بيتكلموا يابانى؟
2898	corpus-6-test-corpus-26-train	ALX	إحنا بنزور قرايبنا أوقات كتير.
2939	corpus-6-test-corpus-26-train	ALX	ميكى هاياكاوا. دى أوضة سبعة زيرو اتنين.
2945	corpus-6-test-corpus-26-train	ALX	أنا لازم أفضل هنا الليلة دى، مش كدة؟ ممكن تساعدنى أحجز أوضة فندق؟
2947	corpus-6-test-corpus-26-train	ALX	مش المفروض يطول. خمستاشر دقيقة بالكتير.
2960	corpus-6-test-corpus-26-train	ALX	ممكن تقوللى سعر المكالمة دى؟
2964	corpus-6-test-corpus-26-train	ALX	طيب، ممكن تقولها إنى إتصلت، من فضلك؟ انا هكلمها تانى بعدين.
