sentID.BTEC	split	lang	sent
68	corpus-6-train	ENG	"Driving on the right side of the road is actually quite different.
"
69	corpus-6-train	ENG	"The actor was already great.
"
72	corpus-6-train	ENG	"What's the unimaginable side of your character?
"
74	corpus-6-test-corpus-26-train	ENG	"If that happens, please call me.
"
78	corpus-6-dev	ENG	"Can you change my seat, please?
"
79	corpus-6-train	ENG	"Is there a guarantee?
"
83	corpus-6-train	ENG	"Excuse me, I'll take care of the dog.
"
84	corpus-6-train	ENG	"I want two cat tickets for Thursday.
"
86	corpus-6-test-corpus-26-train	ENG	"Where's the coffee shop?
"
87	corpus-6-test-corpus-26-train	ENG	"I want a jacket for the kids.
"
89	corpus-6-dev	ENG	"Your name again?
"
90	corpus-6-train	ENG	"Is Mr. Brown there?
"
91	corpus-6-test-corpus-26-train	ENG	"Well, it costs eighty-five dollars for regular mail and three dollars for private delivery.
"
92	corpus-6-train	ENG	"Can I rent a boat for a day?
"
93	corpus-6-train	ENG	"At what window can I make the reservation?
"
94	corpus-6-train	ENG	"What is that?
"
96	corpus-6-train	ENG	"Can you tell me how I can get to the opera?
"
97	corpus-6-train	ENG	"You weren't a little too drunk last night, honey?
"
98	corpus-6-train	ENG	"Please follow the instructions from our staff.
"
100	corpus-6-dev	ENG	"Is there a department store near here?
"
102	corpus-6-train	ENG	"Fill the tank, please.
"
103	corpus-6-train	ENG	"Is there a cheaper room?
"
104	corpus-6-train	ENG	"I prefer a car with a traffic jam system.
"
105	corpus-6-train	ENG	"I'm staying at the Harvard student residence.
"
106	corpus-6-train	ENG	"What's the exchange rate today?
"
108	corpus-6-train	ENG	"I have chronic asthma.
"
109	corpus-6-train	ENG	"I got about three thousand dollars.
"
111	corpus-6-train	ENG	"Okay, sir. I have two French fries or rice with spices and meat. Which do you like?
"
112	corpus-6-train	ENG	"How do I get there?
"
113	corpus-6-train	ENG	"What kind of stories are they?
"
115	corpus-6-train	ENG	"Three times.
"
116	corpus-6-train	ENG	"Which window sells stamps?
"
117	corpus-6-train	ENG	"After he attacked me, he ran off in a white truck.
"
119	corpus-6-train	ENG	"Okay. Please keep this coupon and fill it out when you make the choice.
"
120	corpus-6-test-corpus-26-test	ENG	"I'd buy that if I were you.
"
122	corpus-6-train	ENG	"Two hundred dollars. Immediate or credit card.
"
125	corpus-6-train	ENG	"How long does it take a ship to cross this ocean?
"
128	corpus-6-train	ENG	"Do I have to avoid certain foods while I'm taking this medicine?
"
129	corpus-6-test-corpus-26-train	ENG	"Do you have my shoes at your toes?
"
130	corpus-6-test-corpus-26-train	ENG	"Will I have any trouble with customs?
"
131	corpus-6-train	ENG	"Can I have some red wine?
"
133	corpus-6-train	ENG	"Tell me when we get to the museum.
"
134	corpus-6-dev	ENG	"Does this bus go to the Sheraton Hotel?
"
135	corpus-6-dev	ENG	"What's that got to do with it?
"
136	corpus-6-dev	ENG	"It's a little hot. Can I open the window?
"
138	corpus-6-train	ENG	"Just a shower is enough.
"
139	corpus-6-dev	ENG	"My eyes are a little red.
"
140	corpus-6-test-corpus-26-train	ENG	"No, can I suggest a room with two beds for single use?
"
142	corpus-6-dev	ENG	"I can't say for sure, but we're gonna do our best.
"
143	corpus-6-test-corpus-26-train	ENG	"I want a close coronation for my hair, please.
"
144	corpus-6-train	ENG	"The sea was down from far away.
"
145	corpus-6-test-corpus-26-train	ENG	"She wants a beer.
"
146	corpus-6-train	ENG	"You need an operation.
"
147	corpus-6-train	ENG	"More eggs, please.
"
148	corpus-6-train	ENG	"Where's the bus stop for Central Park?
"
149	corpus-6-train	ENG	"A cab?
"
151	corpus-6-train	ENG	"Here's your key, sir. Room six and fifty-two.
"
153	corpus-6-train	ENG	"I love your jacket.
"
154	corpus-6-train	ENG	"Keep going.
"
155	corpus-6-train	ENG	"Here we are. This is your hotel.
"
156	corpus-6-dev	ENG	"When did the basketball game start?
"
157	corpus-6-test-corpus-26-train	ENG	"Good morning. How are you?
"
158	corpus-6-test-corpus-26-train	ENG	"Sorry I need to look at any ID.
"
159	corpus-6-train	ENG	"What was your impression?
"
160	corpus-6-train	ENG	"Sure. Would you like coffee with dinner or after?
"
161	corpus-6-train	ENG	"I'm taking flight twelve to Tokyo.
"
162	corpus-6-train	ENG	"I'd like to make an international call, please.
"
163	corpus-6-train	ENG	"Five months.
"
168	corpus-6-train	ENG	"What days of the week are they?
"
169	corpus-6-test-corpus-26-train	ENG	"What kind of clothes?
"
170	corpus-6-test-corpus-26-train	ENG	"It's kind of cold. Can you heat it up?
"
172	corpus-6-train	ENG	"I want some hair-dressing gel.
"
173	corpus-6-test-corpus-26-test	ENG	"Sorry, this place is already booked.
"
174	corpus-6-train	ENG	"Can we look at the list?
"
175	corpus-6-train	ENG	"My size is six.
"
176	corpus-6-test-corpus-26-train	ENG	"I'm serious, but would you mind calling a friend?
"
177	corpus-6-test-corpus-26-test	ENG	"Thank you. That's enough.
"
178	corpus-6-train	ENG	"No cabs will stop unless you wait in the parking lot?
"
179	corpus-6-train	ENG	"My budget is not more than fifty dollars a night.
"
180	corpus-6-train	ENG	"Shall we take a picture together?
"
181	corpus-6-train	ENG	"How much is this service?
"
182	corpus-6-train	ENG	"Did total sales in North America rise by more than five percent?
"
184	corpus-6-test-corpus-26-train	ENG	"Who's your best friend?
"
186	corpus-6-train	ENG	"Did you know that one of the biggest sumo wrestling events, a traditional Japanese wrestling event, is an American championship?
"
187	corpus-6-test-corpus-26-train	ENG	"Sports Health Day is on October 10th and is a national holiday aimed at improving the health of citizens.
"
188	corpus-6-train	ENG	"Is this for Wall Street?
"
189	corpus-6-train	ENG	"I'd like to rent this one from December 5th through 10th.
"
191	corpus-6-train	ENG	"How are you, ma'am?
"
192	corpus-6-test-corpus-26-train	ENG	"You want me to check the engine?
"
195	corpus-6-train	ENG	"Sugar?
"
196	corpus-6-train	ENG	"Can I pay by Mastercard?
"
198	corpus-6-train	ENG	"Is this the place to collect luggage for flight NWN nine-zero seven?
"
199	corpus-6-train	ENG	"I'll take this one.
"
204	corpus-6-train	ENG	"I'm so glad I could come to this country.
"
205	corpus-6-train	ENG	"My name and address are on it.
"
206	corpus-6-test-corpus-26-train	ENG	"Can you help me get to my bag?
"
207	corpus-6-dev	ENG	"What kind of stones are these?
"
208	corpus-6-train	ENG	"I would point out that our government is very strict with what they call boat people. I have realized that Japan already has a population increase that does not allow these uninvited guests to be hosted. But on the other hand, many of our industries need a working hand.
"
209	corpus-6-train	ENG	"From this mountain, you can see the whole city. During this season, many kinds of flowers bloom. They look so beautiful.
"
213	corpus-6-train	ENG	"Follow me.
"
217	corpus-6-train	ENG	"Please tell him you're Yama.
"
221	corpus-6-test-corpus-26-train	ENG	"Will you make the arrangements in advance?
"
224	corpus-6-train	ENG	"Okay, please put this data here. Was it one bag?
"
225	corpus-6-train	ENG	"Would you like beef, chicken, or fish?
"
227	corpus-6-train	ENG	"Can you take different ways to go and back?
"
228	corpus-6-train	ENG	"Is there a snack bar here?
"
229	corpus-6-dev	ENG	"Excuse me, sir. I'd like to explore some of the sights in Boston.
"
232	corpus-6-train	ENG	"Do you have a list in Japanese?
"
235	corpus-6-train	ENG	"It's one and five minutes.
"
238	corpus-6-test-corpus-26-train	ENG	"Give me a hand, thank you.
"
239	corpus-6-train	ENG	"I want a pain reliever.
"
240	corpus-6-train	ENG	"Who's your favorite actress?
"
241	corpus-6-train	ENG	"I want one of those eggshells?
"
242	corpus-6-train	ENG	"What kind of music do they play there?
"
243	corpus-6-train	ENG	"I don't like this color. Please show me another color.
"
246	corpus-6-train	ENG	"Please take me to the morning market.
"
248	corpus-6-train	ENG	"My glass frame is broken.
"
250	corpus-6-train	ENG	"From 3: 00.
"
252	corpus-6-train	ENG	"Great. I have a seat by the window. Uh, if you want to swap seats later, miss.
"
255	corpus-6-train	ENG	"I enjoyed the tour of New York yesterday.
"
256	corpus-6-dev	ENG	"I like the blue bag in the showcase.
"
258	corpus-6-train	ENG	"Call the building owner if you have any problems.
"
259	corpus-6-train	ENG	"Wash it with shampoo and straighten it out, please.
"
261	corpus-6-test-corpus-26-train	ENG	"When you get there, ask someone else, please.
"
263	corpus-6-train	ENG	"Please tell me the quickest way to San Francisco.
"
267	corpus-6-train	ENG	"Can I have the key to room two fifteen?
"
268	corpus-6-train	ENG	"Excuse me, can you take pictures of me?
"
269	corpus-6-train	ENG	"Just type in the room number and sign here.
"
271	corpus-6-train	ENG	"Color acceptable, but size incorrect. Can you change it in an hour?
"
272	corpus-6-train	ENG	"We'll be waiting for you that day.
"
274	corpus-6-train	ENG	"We have enough to last two days.
"
275	corpus-6-train	ENG	"I can't understand that.
"
277	corpus-6-train	ENG	"How can I get back to my destination?
"
278	corpus-6-train	ENG	"Is this tax-exempt?
"
279	corpus-6-train	ENG	"Well, they're gonna have to play extra roles until the tie is over.
"
280	corpus-6-test-corpus-26-train	ENG	"I want the extension twenty-four, please.
"
281	corpus-6-train	ENG	"Can you spell it?
"
285	corpus-6-test-corpus-26-train	ENG	"Here's two bucks. Keep the rest.
"
286	corpus-6-train	ENG	"When's lunch?
"
287	corpus-6-train	ENG	"Sorry, that's too much for me?
"
288	corpus-6-train	ENG	"Where do I start to get to Yenyon Square?
"
290	corpus-6-train	ENG	"You can ask the rental office there.
"
293	corpus-6-train	ENG	"Hey, Jane, can you take all the stuff to the cleaners?
"
296	corpus-6-train	ENG	"I'm on vacation.
"
298	corpus-6-train	ENG	"No, I plan on visiting Paris on my way home.
"
299	corpus-6-dev	ENG	"Are you taking her with you or should we send her?
"
301	corpus-6-train	ENG	"There's been a recent outbreak among food experts, hasn't there?
"
302	corpus-6-train	ENG	"It happened about six hours ago.
"
303	corpus-6-train	ENG	"Delta Airlines flight one one two.
"
304	corpus-6-train	ENG	"Can you give me two for the night?
"
305	corpus-6-train	ENG	"Can you write me a report about my insurance company being stolen, please?
"
306	corpus-6-train	ENG	"Since I'm not very good with the camera, I think a camera that's easy to use might be the best one for me.
"
307	corpus-6-train	ENG	"Is this the right dock for New York?
"
308	corpus-6-train	ENG	"Enjoy your vacation.
"
312	corpus-6-train	ENG	"Please give me some screen.
"
313	corpus-6-train	ENG	"I want fries with sour cream, please.
"
314	corpus-6-train	ENG	"Yeah, every ten minutes.
"
315	corpus-6-test-corpus-26-train	ENG	"One hamburger and one cheeseburger, please.
"
319	corpus-6-test-corpus-26-train	ENG	"How much do you charge to edit the film?
"
320	corpus-6-test-corpus-26-train	ENG	"We both want to be billed for our meal.
"
322	corpus-6-train	ENG	"I'll pay the bill tomorrow morning.
"
323	corpus-6-train	ENG	"I'm going there, too. How about we take a cab together?
"
324	corpus-6-train	ENG	"Would you like a chair and relax? Can I get you something to drink? Coffee, tea or soda?
"
325	corpus-6-train	ENG	"It's so nice of you to say that.
"
326	corpus-6-test-corpus-26-train	ENG	"The place was on a chair in the hallway.
"
327	corpus-6-train	ENG	"Roast beef, please.
"
329	corpus-6-dev	ENG	"Will the table be ready?
"
331	corpus-6-train	ENG	"I'd rather have a moss than a rockfish.
"
333	corpus-6-test-corpus-26-test	ENG	"Please change these yen to pounds.
"
336	corpus-6-train	ENG	"What a surgical removal of worms.
"
338	corpus-6-train	ENG	"Will you give me the medical bills?
"
346	corpus-6-test-corpus-26-train	ENG	"I want a pocket dictionary, please.
"
349	corpus-6-train	ENG	"Well, I don't know.
"
350	corpus-6-train	ENG	"Congratulations, I knew you'd been promoted to vice president.
"
351	corpus-6-train	ENG	"Tomorrow night after tomorrow.
"
352	corpus-6-train	ENG	"I live in southern Japan.
"
353	corpus-6-train	ENG	"A ticket back and forth to Chicago, please.
"
355	corpus-6-train	ENG	"Do you like to eat with eggs, salted pork or pork loin?
"
358	corpus-6-train	ENG	"To study.
"
359	corpus-6-train	ENG	"Please, hurry up.
"
360	corpus-6-test-corpus-26-train	ENG	"For two people at seven, name and tanap.
"
364	corpus-6-train	ENG	"The air conditioning's not working.
"
365	corpus-6-train	ENG	"It's like this every Monday.
"
366	corpus-6-train	ENG	"Please go to the International Departure Hall, I wish you a happy trip.
"
367	corpus-6-train	ENG	"Do you have any flights to Paris by Eurostar?
"
368	corpus-6-test-corpus-26-train	ENG	"My watch. It was a digital psycho watch.
"
369	corpus-6-train	ENG	"I brought my doctor's medical certificate from Japan.
"
370	corpus-6-test-corpus-26-train	ENG	"We're happy to offer you the drink you want for lunch. A complete guide to the drinks we offer on our trip is in our magazine's information guide.
"
373	corpus-6-test-corpus-26-test	ENG	"Do you live near here?
"
374	corpus-6-train	ENG	"Can you send it to Japan?
"
375	corpus-6-test-corpus-26-train	ENG	"Where's the gift shop?
"
379	corpus-6-train	ENG	"Can I get you back on Friday?
"
380	corpus-6-train	ENG	"Okay, let me check the missing and found. What kind of cameras are they?
"
381	corpus-6-train	ENG	"I'm so sorry, we're getting you the room you ordered.
"
383	corpus-6-train	ENG	"Oh, it shows subway stations and bus stations. Can I keep it?
"
384	corpus-6-train	ENG	"Oh, I lost my glasses.
"
386	corpus-6-test-corpus-26-test	ENG	"I'm on the main road by Morava Bay.
"
389	corpus-6-train	ENG	"Yeah, we have a half-day schedule, a full-day schedule.
"
390	corpus-6-train	ENG	"I like a throat.
"
391	corpus-6-test-corpus-26-train	ENG	"I want a light, please.
"
392	corpus-6-train	ENG	"I want to cancel my booking, please.
"
394	corpus-6-train	ENG	"What's the recovery system?
"
397	corpus-6-train	ENG	"The lights are off.
"
398	corpus-6-test-corpus-26-dev	ENG	"By the way, my name is Hirosh Igma.
"
400	corpus-6-train	ENG	"What's the time difference between Tokyo and here?
"
401	corpus-6-test-corpus-26-dev	ENG	"This train stops at Lake Forest, right?
"
403	corpus-6-train	ENG	"How much is the total?
"
404	corpus-6-train	ENG	"Thank you, sir.
"
405	corpus-6-train	ENG	"Go ahead. Turn right at the third pole.
"
407	corpus-6-train	ENG	"I feel a sharp pain in my stomach.
"
408	corpus-6-test-corpus-26-train	ENG	"Most Japanese eat oak and squid.
"
411	corpus-6-train	ENG	"Did you see that?
"
412	corpus-6-train	ENG	"It's a gift. Can you wrap this gift up for me?
"
414	corpus-6-train	ENG	"Good evening, Mrs. Kent. We haven't met in a long time.
"
416	corpus-6-test-corpus-26-train	ENG	"Can I get two second-class tickets to Chicago, please?
"
417	corpus-6-train	ENG	"I'm happier.
"
419	corpus-6-test-corpus-26-train	ENG	"I went to New York.
"
422	corpus-6-train	ENG	"I would like to change my booking to flight two zero five on October 2nd.
"
423	corpus-6-test-corpus-26-train	ENG	"What's the flight number?
"
426	corpus-6-train	ENG	"Where's the Delta registration table?
"
427	corpus-6-train	ENG	"Is this a low-sodium meal?
"
429	corpus-6-train	ENG	"This item is not allowed.
"
431	corpus-6-train	ENG	"I think we can. Here's your paper.
"
432	corpus-6-train	ENG	"What was the last thing you took off your clothes before you went to bed?
"
437	corpus-6-train	ENG	"No, I'll take it during my stay.
"
438	corpus-6-train	ENG	"Is it colored?
"
439	corpus-6-train	ENG	"Is this a private property in this neighborhood?
"
440	corpus-6-train	ENG	"I want some biscuits.
"
442	corpus-6-test-corpus-26-test	ENG	"One for New York, please.
"
446	corpus-6-test-corpus-26-train	ENG	"For a few days.
"
447	corpus-6-test-corpus-26-train	ENG	"The second one is on the left.
"
448	corpus-6-train	ENG	"They look very small.
"
452	corpus-6-train	ENG	"How was the tour?
"
454	corpus-6-dev	ENG	"I want a seat by the window, please.
"
456	corpus-6-train	ENG	"Can I take the train with a European train ticket?
"
457	corpus-6-train	ENG	"How long does it take to get to Japan?
"
458	corpus-6-train	ENG	"Do you have road maps?
"
459	corpus-6-train	ENG	"Oh, yeah, I read about it in the manual.
"
461	corpus-6-train	ENG	"I ordered three cups of tea. But only two came.
"
462	corpus-6-train	ENG	"Electrical appliances are very cheap, but the cost of food and housing is very high.
"
463	corpus-6-train	ENG	"I'll have it outside.
"
465	corpus-6-train	ENG	"He often took a size two and twenty in Japan.
"
466	corpus-6-train	ENG	"What are the hours of the Art Museum?
"
470	corpus-6-train	ENG	"Where should I pay?
"
471	corpus-6-test-corpus-26-dev	ENG	"This card, okay?
"
475	corpus-6-train	ENG	"Is this your first trip abroad?
"
477	corpus-6-train	ENG	"Which one's for the beginner's curriculum?
"
479	corpus-6-train	ENG	"Surely this country has more than one kind of fruit.
"
480	corpus-6-dev	ENG	"I want to check out this bag.
"
482	corpus-6-train	ENG	"Is there food at the ski resort over this slope?
"
483	corpus-6-train	ENG	"Excuse me, I locked the door while I was out. Can I have another key?
"
485	corpus-6-train	ENG	"Convert these US dollars to Japanese yen, please.
"
487	corpus-6-dev	ENG	"It's hard to say goodbye.
"
488	corpus-6-test-corpus-26-train	ENG	"Is this the front desk? Is there a clinic nearby?
"
489	corpus-6-train	ENG	"Excuse me, can I ask you what your dish is?
"
490	corpus-6-train	ENG	"They hurt me.
"
492	corpus-6-train	ENG	"Which gate should I go to after that?
"
493	corpus-6-test-corpus-26-train	ENG	"Will ten dollars be enough for a cab?
"
495	corpus-6-train	ENG	"I think she was excellent. Good acting and good rubbish.
"
496	corpus-6-train	ENG	"Hey, thank you so much.
"
497	corpus-6-train	ENG	"I didn't like this room. Can I see another room?
"
498	corpus-6-train	ENG	"It's the latest fashion of the summer.
"
499	corpus-6-train	ENG	"Take me to the city centre, please.
"
502	corpus-6-train	ENG	"Can I rent a car?
"
503	corpus-6-test-corpus-26-train	ENG	"It tastes weird.
"
505	corpus-6-train	ENG	"Fix it while I'm out of your way.
"
507	corpus-6-train	ENG	"Do you have any snacks?
"
508	corpus-6-train	ENG	"Please speak slowly.
"
509	corpus-6-train	ENG	"I'll be an hour late.
"
511	corpus-6-train	ENG	"I was.
"
512	corpus-6-test-corpus-26-train	ENG	"Wait, I'll get you one.
"
513	corpus-6-train	ENG	"A waiter.
"
514	corpus-6-train	ENG	"Is it going to rain all week?
"
516	corpus-6-test-corpus-26-train	ENG	"Half a bottle, please.
"
517	corpus-6-train	ENG	"Do they have live shows?
"
523	corpus-6-train	ENG	"Can I see this bag?
"
524	corpus-6-train	ENG	"You got something else?
"
525	corpus-6-train	ENG	"You need rest.
"
528	corpus-6-train	ENG	"Please fill out the following arrival card and customs form.
"
530	corpus-6-train	ENG	"Is this car heading to Seattle?
"
531	corpus-6-train	ENG	"Can I pay a portion of the fee now?
"
532	corpus-6-train	ENG	"Is it natural or artificial?
"
533	corpus-6-train	ENG	"Will you wait for me here?
"
535	corpus-6-train	ENG	"Oh, thank you. I've been looking for her for a while.
"
538	corpus-6-train	ENG	"Cash or credit card?
"
539	corpus-6-train	ENG	"I'm completely out of place.
"
540	corpus-6-test-corpus-26-train	ENG	"Not exactly. Just something not expensive.
"
541	corpus-6-dev	ENG	"Can it be washed in the laundry or hand-washed at home?
"
542	corpus-6-dev	ENG	"I need a watercolor box, please.
"
543	corpus-6-train	ENG	"Sorry, what did you want?
"
544	corpus-6-train	ENG	"I'd like to change the date to May 19th.
"
545	corpus-6-train	ENG	"Please sign here. This is your bill.
"
546	corpus-6-train	ENG	"I want some socks.
"
547	corpus-6-train	ENG	"I need some beef.
"
548	corpus-6-test-corpus-26-train	ENG	"Are you looking for something?
"
549	corpus-6-train	ENG	"I want to be taken by bus to the bus station. Which buses do I take?
"
551	corpus-6-test-corpus-26-train	ENG	"Four nights.
"
553	corpus-6-test-corpus-26-train	ENG	"I want some men's socks.
"
556	corpus-6-train	ENG	"It's very low in calories. Only 30.
"
557	corpus-6-train	ENG	"I want to reserve a room.
"
558	corpus-6-train	ENG	"Where in Japan are you from?
"
560	corpus-6-train	ENG	"Unfortunately, he's too busy that day.
"
561	corpus-6-dev	ENG	"In that case, I recommend this one.
"
563	corpus-6-train	ENG	"Room service.
"
564	corpus-6-train	ENG	"Please be careful.
"
565	corpus-6-test-corpus-26-train	ENG	"Can you cut it down for some stains?
"
567	corpus-6-train	ENG	"Do you have any commemorative stamps?
"
568	corpus-6-train	ENG	"This is room three seventeen. Can I have another blanket?
"
569	corpus-6-train	ENG	"Can you get me to the station in fifteen minutes?
"
570	corpus-6-train	ENG	"We need a mortgage on the wagon.
"
571	corpus-6-test-corpus-26-train	ENG	"Someone hit me and then I found out my wallet was stolen.
"
572	corpus-6-train	ENG	"There are no vacancies in single-bed rooms, but there are vacancies in double-bed rooms.
"
573	corpus-6-train	ENG	"Is this ticket only valid for the day?
"
575	corpus-6-train	ENG	"When do you get to Milan?
"
576	corpus-6-train	ENG	"Do you have anyone who speaks Japanese?
"
577	corpus-6-train	ENG	"What station is the pop music station on?
"
579	corpus-6-train	ENG	"Delta Airlines.
"
580	corpus-6-train	ENG	"I want a cup of coffee.
"
581	corpus-6-train	ENG	"Does it have a bathroom and a toilet?
"
582	corpus-6-train	ENG	"Time is up.
"
584	corpus-6-train	ENG	"I heard Mr. Yamada has two sons.
"
586	corpus-6-train	ENG	"I'd like to rent a shark boat.
"
588	corpus-6-train	ENG	"Can you make the dishes later?
"
589	corpus-6-train	ENG	"I want a gas stove.
"
591	corpus-6-train	ENG	"Can you change US dollars to pounds?
"
594	corpus-6-train	ENG	"Sure, sir. What's your name?
"
596	corpus-6-train	ENG	"I'm not in uniform.
"
597	corpus-6-train	ENG	"Please just come next time.
"
599	corpus-6-test-corpus-26-train	ENG	"I'm not sure if I've packed enough clothes for a three-day trip.
"
600	corpus-6-train	ENG	"Two bucks each.
"
604	corpus-6-train	ENG	"We all made sure the chairs were sent to you by mail.
"
605	corpus-6-train	ENG	"There's something wrong with the rear-view detectors.
"
607	corpus-6-train	ENG	"Show me some leather gloves, please.
"
608	corpus-6-train	ENG	"The car broke down. Please send someone to fix it.
"
609	corpus-6-train	ENG	"Can you suggest a picture book for a six-year-old?
"
610	corpus-6-dev	ENG	"Can you keep my valuables, please?
"
611	corpus-6-train	ENG	"Hey, Harry. Thanks for inviting us.
"
612	corpus-6-test-corpus-26-train	ENG	"Well, I'd like to try white wine.
"
614	corpus-6-train	ENG	"They're in the movies till this time.
"
616	corpus-6-train	ENG	"I got about a thousand dollars in it.
"
619	corpus-6-train	ENG	"It's my fault.
"
621	corpus-6-train	ENG	"I need some laundry matches.
"
623	corpus-6-train	ENG	"What kind of CDs are imported?
"
625	corpus-6-train	ENG	"I'll study the conversation in English.
"
627	corpus-6-train	ENG	"Have you read any good books lately?
"
629	corpus-6-train	ENG	"I'm staying with a friend in New York.
"
631	corpus-6-test-corpus-26-train	ENG	"If anyone asks about me, tell them I'll be at the cafe.
"
632	corpus-6-test-corpus-26-train	ENG	"I'm sure I put it in the jacket pocket.
"
633	corpus-6-train	ENG	"Do you have a place I can leave my luggage?
"
634	corpus-6-train	ENG	"I came here on business.
"
636	corpus-6-train	ENG	"Do you know any good diving schools?
"
637	corpus-6-train	ENG	"How much is the price inclusive of taxes?
"
638	corpus-6-train	ENG	"Give me some paper towels.
"
639	corpus-6-train	ENG	"The apartment next door is a lot of noise.
"
640	corpus-6-train	ENG	"Yes, Dr. Kripps doesn't examine any patient without an appointment.
"
641	corpus-6-test-corpus-26-test	ENG	"Can you tell me the name and number of the person you want to call?
"
642	corpus-6-train	ENG	"Is that a gift?
"
643	corpus-6-test-corpus-26-train	ENG	"Will the airline pay me to buy some basic personal needs?
"
645	corpus-6-train	ENG	"Is this a road to the Grand Hotel?
"
646	corpus-6-train	ENG	"There's no one here by that name.
"
647	corpus-6-train	ENG	"Where's the cop, please?
"
648	corpus-6-train	ENG	"Can I borrow some tapes?
"
650	corpus-6-test-corpus-26-train	ENG	"I want a room with a bathroom.
"
652	corpus-6-test-corpus-26-dev	ENG	"Nothing came out of the machine.
"
653	corpus-6-train	ENG	"Does that have a guarantee?
"
655	corpus-6-train	ENG	"What's your diagnosis?
"
656	corpus-6-train	ENG	"It's at the end of the hallway on the seventh floor. Please take the elevator on your right.
"
659	corpus-6-train	ENG	"We're at Jones Street Station.
"
660	corpus-6-train	ENG	"I never thought about going to classical concerts when I was in Japan.
"
666	corpus-6-train	ENG	"Can you describe this dish to me?
"
667	corpus-6-test-corpus-26-test	ENG	"You were supposed to be on the eight-two-zero plane that took off fifteen minutes ago.
"
668	corpus-6-train	ENG	"Your seats are near here.
"
670	corpus-6-train	ENG	"He's on a business trip until next Friday.
"
671	corpus-6-train	ENG	"My wife and I are so happy you're coming to spend the weekend with us so you can experience American life in the country.
"
672	corpus-6-train	ENG	"She's next on the Yemen.
"
673	corpus-6-test-corpus-26-train	ENG	"Someone opened my box.
"
674	corpus-6-train	ENG	"Yes, please. My name is Kirosawa. How long can you keep my ticket?
"
676	corpus-6-train	ENG	"Where can I buy a ticket to get where I want to go?
"
677	corpus-6-train	ENG	"Six hundred dollars a month plus a month's advance and a month's worth of our semester.
"
678	corpus-6-train	ENG	"Do you prefer a one-row coat of buttons or a two-row coat?
"
679	corpus-6-test-corpus-26-test	ENG	"Oh, it's simple. Are you here, anyway?
"
680	corpus-6-test-corpus-26-train	ENG	"Japanese Airlines, plane number one two three.
"
681	corpus-6-test-corpus-26-train	ENG	"I want to buy a shampoo.
"
683	corpus-6-test-corpus-26-train	ENG	"Can you tell us when we get to the public services complex?
"
684	corpus-6-train	ENG	"I'll come back again with the rest for you.
"
685	corpus-6-train	ENG	"No, I'm not.
"
686	corpus-6-train	ENG	"What a piece of pottery. That dish is worth thirty dollars?
"
687	corpus-6-train	ENG	"You have a nice jacket for about thirty dollars.
"
688	corpus-6-test-corpus-26-train	ENG	"- Where's the nearest butcher shop?
"
690	corpus-6-train	ENG	"Right. Do you have any secondary or detestable reactions?
"
691	corpus-6-dev	ENG	"Once you look at it, it looks like you've picked up some infection from it.
"
692	corpus-6-train	ENG	"Can I have a receipt, please?
"
