sentID.BTEC	split	lang	sent
786	corpus-6-test-corpus-26-train	AMM	وين معلومات الرياضة؟
787	corpus-6-test-corpus-26-train	AMM	هي المقاس هون، اللي حكيت عنه المقاس العادي، راح أخده.
793	corpus-6-test-corpus-26-test	AMM	وين راح تخلص الرحلة، ومتى؟
848	corpus-6-test-corpus-26-train	AMM	وين لازم أغير القطار عشان أوصل لادنبرة؟
855	corpus-6-test-corpus-26-train	AMM	أنا بدي أحط هاد في صندوق حفظ أمانات.
859	corpus-6-test-corpus-26-train	AMM	وين بقدر أصرف فلوسي؟
897	corpus-6-test-corpus-26-train	AMM	ممكن نترك أغراضنا، إلا الأشياء الغالية، في الباص؟
902	corpus-6-test-corpus-26-train	AMM	أنا مستغرب ليش كل هاد المصروف على فاتورتي.
917	corpus-6-test-corpus-26-train	AMM	أنا راح أدفع خمسين دولار.
941	corpus-6-test-corpus-26-train	AMM	هلأ أنا عرفت شو اللي كان غلط.
957	corpus-6-test-corpus-26-dev	AMM	انا ايكيدا بيحكي. عندي حجز لطاولة الساعة ستة ونص المساء. بس أنا آسف راح أوصل متأخر نص ساعة.
1003	corpus-6-test-corpus-26-train	AMM	كم أوقية من العطر ممكن أخد معي بدون رسوم جمركية؟
1007	corpus-6-test-corpus-26-train	AMM	بس للسياحة.
1010	corpus-6-test-corpus-26-train	AMM	هيك تمام، لو سمحت وقعهم. كيف بتحبه يكون؟
1023	corpus-6-test-corpus-26-test	AMM	لسا في عندك مقاعد لعرض الليلة؟
1036	corpus-6-test-corpus-26-train	AMM	أنا بدي واحد كبير.
1037	corpus-6-test-corpus-26-dev	AMM	أنا نمت بين منبه الساعة ستة ونص.
1038	corpus-6-test-corpus-26-train	AMM	أنا مصور حر.
1047	corpus-6-test-corpus-26-train	AMM	التجار ممكن يحولوا الدولارات لحيل الكازينو. لازم نروح؟
1056	corpus-6-test-corpus-26-dev	AMM	عنا حوالي تلاتين نوع من زيوت الحمام.
1062	corpus-6-test-corpus-26-train	AMM	راح يكون عندي الاقتراح الك الأسبوع الجاي.
1074	corpus-6-test-corpus-26-train	AMM	شكراً الك. كم سعر هاي الكفوف؟
1098	corpus-6-test-corpus-26-train	AMM	أنا لازم أروح. راح أحكي معك بعدين.
1100	corpus-6-test-corpus-26-train	AMM	بدي حفاظات للاستعمال مرة وحدة.
1122	corpus-6-test-corpus-26-train	AMM	من وين أصل نشأة سمكة الفراشة؟
1124	corpus-6-test-corpus-26-train	AMM	ممكن تحولي اياهم لدولارات، لو سمحت؟
1139	corpus-6-test-corpus-26-train	AMM	احنا كتير محظوظين. في عندهم واحد مقاسه أربعة في محل ألا موانا.
1146	corpus-6-test-corpus-26-train	AMM	في هون ليموزين؟
1163	corpus-6-test-corpus-26-dev	AMM	ممكن تبعتلي مكالمة تصحيني فيها الساعة خمسة ونص الصبح؟
1165	corpus-6-test-corpus-26-train	AMM	أنا بفضل غرفة هادية.
1167	corpus-6-test-corpus-26-train	AMM	بدي مزيل للمناكير.
1183	corpus-6-test-corpus-26-train	AMM	بدي بطارية.
1193	corpus-6-test-corpus-26-test	AMM	في هناك فرقة موسيقية لايف أو دي جيه؟
1194	corpus-6-test-corpus-26-train	AMM	بقدر أستأجر معدات الغطس؟
1199	corpus-6-test-corpus-26-dev	AMM	أنا بدي أحجز غرفة لمدة أربع ليالي من اتنين وعشرين ديسمبر.
1212	corpus-6-test-corpus-26-train	AMM	هاي الشنطة بتلائم الجو بكل أحواله؟
1213	corpus-6-test-corpus-26-train	AMM	بدي دونت، لو سمحت.
1218	corpus-6-test-corpus-26-train	AMM	بدي استأجر سيارة أوتوماتيك ليومين.
1224	corpus-6-test-corpus-26-train	AMM	أنا راحت على رحلة الطيران عشرين لسان فرانسيسكو.
1234	corpus-6-test-corpus-26-train	AMM	كم بكلف للمطار؟
1235	corpus-6-test-corpus-26-train	AMM	هيك تمام. متى راح يكون؟
1276	corpus-6-test-corpus-26-train	AMM	كم عمر بنتك؟
1312	corpus-6-test-corpus-26-train	AMM	ممكن تحكيلي عن أوتيلات رخيصة ونظيفة؟
1321	corpus-6-test-corpus-26-train	AMM	ممكن نحجزلك غرفة مريحة في قصر قديم قريب من نادي الخليج المشهور.
1329	corpus-6-test-corpus-26-train	AMM	أنا بنصحك بهاد لأنه مصنوع من مواد طبيعية مية بالمية.
1361	corpus-6-test-corpus-26-dev	AMM	بوقف القطار عند برايتون؟
1369	corpus-6-test-corpus-26-train	AMM	بتقدر تحكيلي من وين بلاقي سيارة أجرة؟
1375	corpus-6-test-corpus-26-train	AMM	بطاقتين من الدرجة التانية، لو سمحت.
1384	corpus-6-test-corpus-26-train	AMM	أنا بدي أبعت فاكس.
1394	corpus-6-test-corpus-26-train	AMM	بدي مكواية للسفر.
1396	corpus-6-test-corpus-26-train	AMM	بقدر أجبلك أي اشي؟
1404	corpus-6-test-corpus-26-train	AMM	يومي؟ أنا خايف من السؤال، بس شو قصدك؟
1418	corpus-6-test-corpus-26-train	AMM	بدي واحد بيقدر يمسك الوثائق اللي بحجم الورق عادي بدون ما يتنيهم.
1433	corpus-6-test-corpus-26-test	AMM	اه، بس مش كتير قوي.
1434	corpus-6-test-corpus-26-train	AMM	أنا عندي حساسية من البسس.
1436	corpus-6-test-corpus-26-train	AMM	اه، لازم يكون عندك رخصة سواقة، اه، ولازم يكون عندك رخصة تاكسي وتفويض ليموزين.
1462	corpus-6-test-corpus-26-train	AMM	تفضل، أستاذ.
1465	corpus-6-test-corpus-26-test	AMM	مش قادر أبين أنه المي عندي سخنة.
1474	corpus-6-test-corpus-26-train	AMM	أنا بدي أحجز غرفة لهاي الليلة.
1492	corpus-6-test-corpus-26-train	AMM	لا، هي بتتضمن الضريبة وقيمة الخدمة.
1506	corpus-6-test-corpus-26-train	AMM	بتحب تيجي معي على التسوق بعد الظهر؟
1508	corpus-6-test-corpus-26-test	AMM	مرحبا، هاد فعلا فستان حلو.
1519	corpus-6-test-corpus-26-train	AMM	حاليا، مكالمتك بلشت. تفضل لو سمحت.
1525	corpus-6-test-corpus-26-train	AMM	كم رقم البوابة؟
1539	corpus-6-test-corpus-26-train	AMM	شو هو أحسن تذكار ممكن من هاواي؟
1556	corpus-6-test-corpus-26-train	AMM	بقدر أروح هناك من خلال القطار؟
1560	corpus-6-test-corpus-26-train	AMM	بدي مجفف للشعر.
1562	corpus-6-test-corpus-26-train	AMM	راح نضل نحكي هيك وين ما نروح؟
1585	corpus-6-test-corpus-26-train	AMM	أنا اجيت من النرويج.
1603	corpus-6-test-corpus-26-dev	AMM	من عشرة لطنعش لو سمحت.
1619	corpus-6-test-corpus-26-train	AMM	أكيد. خليني أشوف. انت انجرحت من المرجان، بتوقع.
1620	corpus-6-test-corpus-26-train	AMM	بس للاحتياط، أعطيني رقم الشخص المسؤول.
1622	corpus-6-test-corpus-26-train	AMM	في طريق سريع؟
1630	corpus-6-test-corpus-26-train	AMM	ليش ما اجيت على الحفلة مبارح؟
1637	corpus-6-test-corpus-26-train	AMM	كان في حادث سير.
1650	corpus-6-test-corpus-26-train	AMM	آسف، أنا أخدت الرقم الغلط.
1653	corpus-6-test-corpus-26-test	AMM	لو سمحت دخل البن الخاص فيك.
1663	corpus-6-test-corpus-26-dev	AMM	مش قادر أغير الصورة.
1668	corpus-6-test-corpus-26-train	AMM	واحد برجر بالجبنة وعصير برتقال، لو سمحت.
1670	corpus-6-test-corpus-26-test	AMM	هي جواز سفري.
1682	corpus-6-test-corpus-26-test	AMM	ليش، شكراً كتير الك. اه، بقدر أطلع فوق على القمة؟
1702	corpus-6-test-corpus-26-train	AMM	بقدر أحجز تذكرتين للحفلة الموسيقية الجمعة الجاي؟
1718	corpus-6-test-corpus-26-train	AMM	في مسافر تاني هناك حكي انه ممكن يبدلو الكراسي معكم.
1754	corpus-6-test-corpus-26-train	AMM	بقدر أمدد قعدتي؟
1766	corpus-6-test-corpus-26-train	AMM	حكى، بتعرف أي اشي بستحق الشوفة قريب من هون؟
1768	corpus-6-test-corpus-26-dev	AMM	لا، أنا بدي استأجر نص مجموعة من المضارب وشوز.
1782	corpus-6-test-corpus-26-train	AMM	ممكن تخبرني بس تبين الشنطة الضايعة؟
1788	corpus-6-test-corpus-26-train	AMM	شو بسمو هاي الحديقة الوطنية؟
1791	corpus-6-test-corpus-26-train	AMM	أنا انخدشت.
1792	corpus-6-test-corpus-26-dev	AMM	وين في مكان منيح للسياحة؟
1800	corpus-6-test-corpus-26-train	AMM	ممكن تجبلي شوية فواكة؟
1834	corpus-6-test-corpus-26-train	AMM	ممكن أتغدى هلأ؟
1837	corpus-6-test-corpus-26-train	AMM	بدي أصرف هاي الدولارات.
1867	corpus-6-test-corpus-26-train	AMM	بدي تاكسي. أنا في ساوث مين وليبرتي.
1876	corpus-6-test-corpus-26-dev	AMM	أكيد، بدك اياه كيرلي؟
1878	corpus-6-test-corpus-26-train	AMM	هاد مش تفاح هاد خوخ.
1903	corpus-6-test-corpus-26-train	AMM	راح أعطيك وصفة طبية. خدها على الصيدلية.
1927	corpus-6-test-corpus-26-train	AMM	احنا منسافر تلت أيام بالأسبوع، الثلاثاء، الجمعة والسبت.
1931	corpus-6-test-corpus-26-dev	AMM	هيك غالي، صح؟
1948	corpus-6-test-corpus-26-train	AMM	اه، موجود عنا. راح نجهزلك اياه.
1950	corpus-6-test-corpus-26-dev	AMM	ممكن تخليلي شنطي للساعة تلاتة؟
1951	corpus-6-test-corpus-26-train	AMM	لا، أنا بس بدي أقعد.
1954	corpus-6-test-corpus-26-dev	AMM	بقدر احجز أجر-سيارة هون؟
1968	corpus-6-test-corpus-26-train	AMM	انت أمريكي؟
1980	corpus-6-test-corpus-26-test	AMM	لهاد المكان، لو سمحت.
1985	corpus-6-test-corpus-26-train	AMM	سيارتي مسروقة.
1988	corpus-6-test-corpus-26-train	AMM	وين ضل العيون؟
1993	corpus-6-test-corpus-26-train	AMM	بدنا زاوية هادية، ازا ممكن.
1997	corpus-6-test-corpus-26-train	AMM	هاد التاكسي مجاني؟
1998	corpus-6-test-corpus-26-train	AMM	هاي محطة اكسبريس؟
2001	corpus-6-test-corpus-26-train	AMM	متى لازم آجي هون؟
2003	corpus-6-test-corpus-26-train	AMM	بدي قنينة من النبيذ الأبيض.
2005	corpus-6-test-corpus-26-train	AMM	ممم. ممكن أخد وجبتي بعدين؟ حاسس حالي مو على بعضي هلأ.
2025	corpus-6-test-corpus-26-train	AMM	فعلياً، عندي أخبار. أنا تزوجت.
2033	corpus-6-test-corpus-26-train	AMM	في بلاطين تانية؟
2035	corpus-6-test-corpus-26-train	AMM	بقدر آخد برنامج؟
2052	corpus-6-test-corpus-26-train	AMM	في حد اقتحم غرفتي الليلة الماضية.
2055	corpus-6-test-corpus-26-train	AMM	ورجيني السمكة اللي شفتها اليوم في كتاب الصور، لو سمحت.
2083	corpus-6-test-corpus-26-train	AMM	شوف الارشادات اللي على باكيدج الأكل المغلفة.
2086	corpus-6-test-corpus-26-train	AMM	بدي فلوس من ورق.
2100	corpus-6-test-corpus-26-test	AMM	هو أخد محفظتي وهرب بعيد.
2119	corpus-6-test-corpus-26-train	AMM	ما أخدت دروس عن ممر المشاة؟
2147	corpus-6-test-corpus-26-train	AMM	من وين بقدر أشتري طوابع البريد؟
2148	corpus-6-test-corpus-26-train	AMM	أنا من بريطانيا العظمى.
2156	corpus-6-test-corpus-26-train	AMM	لازم أشيك على الموضوع مع زوجتي.
2161	corpus-6-test-corpus-26-train	AMM	أنا بدي أعمل استرجاع لهاد.
2179	corpus-6-test-corpus-26-train	AMM	هناك في كشك تليفون مقابل البنك.
2180	corpus-6-test-corpus-26-train	AMM	راح أوصل بتسعة مارس وراح أروح بأربعطعش.
2205	corpus-6-test-corpus-26-train	AMM	هاد غالي شوي، مش شايف هيك؟
2235	corpus-6-test-corpus-26-train	AMM	عندك السيجارة؟
2236	corpus-6-test-corpus-26-train	AMM	وين محطة الباص؟
2238	corpus-6-test-corpus-26-train	AMM	بتحب الحلويات؟
2302	corpus-6-test-corpus-26-train	AMM	انت بتحكي؟
2306	corpus-6-test-corpus-26-train	AMM	ومتله الي، لو سمحت.
2318	corpus-6-test-corpus-26-train	AMM	طلبي ما وصل.
2324	corpus-6-test-corpus-26-train	AMM	في كتير ينابيع سخنة.
2329	corpus-6-test-corpus-26-train	AMM	لو سمحت أصرفلي خمسين ألف ين للدولار الأمريكي.
2338	corpus-6-test-corpus-26-train	AMM	هيك تمام معي. بصراحة أنا بحب أدخن.
2347	corpus-6-test-corpus-26-test	AMM	من وين ممكن استأجر أدوات سكي و بوت؟
2353	corpus-6-test-corpus-26-dev	AMM	انت نسيت عصايرنا؟
2368	corpus-6-test-corpus-26-test	AMM	ممكن تبعتلي اياه على عنواني في اليابان وأستلمه من خلال صفحة الطرود الدولية؟
2381	corpus-6-test-corpus-26-train	AMM	بدي كاسة خمر أحمر.
2389	corpus-6-test-corpus-26-train	AMM	بس ازا كانت الك، أستاذ. ههههههه، هاي مزحة صغيرة.
2401	corpus-6-test-corpus-26-train	AMM	أكيد. كيف منقدر نخدمك؟
2412	corpus-6-test-corpus-26-dev	AMM	عنا بيرة، ويسكي، براندي، جين، فوديكا وخمر.
2425	corpus-6-test-corpus-26-train	AMM	هويتك الشخصية. اوه، صح. جواز سفر صح؟
2428	corpus-6-test-corpus-26-train	AMM	رقم غرفتي تلاتة ستة وعشرين. ممكن تجبلي غسيلي؟
2440	corpus-6-test-corpus-26-train	AMM	راح أشوف اذا أي واحد من هدول بتزبط معي.
2441	corpus-6-test-corpus-26-train	AMM	بدي غلاية مي.
2445	corpus-6-test-corpus-26-train	AMM	أعطيني شوي من الجبنة المبشورة.
2462	corpus-6-test-corpus-26-train	AMM	ممكن يكونو قمصاني مغسولين بكرا الصبح؟
2476	corpus-6-test-corpus-26-train	AMM	ممكن تخليه يتصل فيي بعدين؟
2490	corpus-6-test-corpus-26-train	AMM	طيب ليش؟
2492	corpus-6-test-corpus-26-train	AMM	عفواً. في حولينا هون مكتبة بتبيع كتب؟
2496	corpus-6-test-corpus-26-test	AMM	أظن انك عملت غلط. الغرفة كانت أجرتها مدفوعة. عندي فاتورة.
2505	corpus-6-test-corpus-26-train	AMM	الباص موجود هناك فوق.
2516	corpus-6-test-corpus-26-train	AMM	بدي شريطين أيزو مية، فيلم ملون، ستة وتلاتين صورة، لو سمحت.
2519	corpus-6-test-corpus-26-train	AMM	بدي أصرف هاد الشيك بقيمة سبعين دولار.
2521	corpus-6-test-corpus-26-train	AMM	أنا بدي أشتري طوابع لعشر بطاقات بريدية لليابان، لو سمحت.
2528	corpus-6-test-corpus-26-train	AMM	في أي بنك قريب من المحطة؟
2531	corpus-6-test-corpus-26-train	AMM	أنا خايف يكون في خطأ بالفاتورة.
2552	corpus-6-test-corpus-26-test	AMM	هيو هون.
2557	corpus-6-test-corpus-26-train	AMM	واحد برجر بالجبنة عشان أروح، لو سمحت.
2578	corpus-6-test-corpus-26-test	AMM	ما بتقدر تعمل تصميم شغل حقيقي من دون كمبيوتر أبداً.
2591	corpus-6-test-corpus-26-train	AMM	أركد.
2601	corpus-6-test-corpus-26-train	AMM	في خزق هون في بلوزتي. بدي اسألك ازا بتقدر تخيطلي اياه، لو سمحت؟
2613	corpus-6-test-corpus-26-dev	AMM	كم الأجرة لمانشستر؟
2643	corpus-6-test-corpus-26-train	AMM	ممكن تعيرني وصلة كهربا؟
2644	corpus-6-test-corpus-26-train	AMM	من وين بقدر أشتري حصيرة للبحر؟
2670	corpus-6-test-corpus-26-test	AMM	بعدين، لو سمحت أعطيني حجز جديد.
2676	corpus-6-test-corpus-26-train	AMM	أعطييني شريحة اللحم هاي، بس ما تكون سميكة متل هديك.
2678	corpus-6-test-corpus-26-train	AMM	راح نيجي الساعة سبعة.
2687	corpus-6-test-corpus-26-train	AMM	لما أشوف الأسعار رخيصة متل هيك، بحس أنه مسخرة الواحد يجيب أي شي من اليابان.
2690	corpus-6-test-corpus-26-train	AMM	انسرقوا تسجيلاتي، كمان.
2695	corpus-6-test-corpus-26-train	AMM	قرطوس بوظة على فانيلا، لو سمحت.
2702	corpus-6-test-corpus-26-train	AMM	أنا موافق. لازم يكون كتير طبيعي.
2704	corpus-6-test-corpus-26-train	AMM	انتبه للحفرة، انتبه للحفرة، بعدين قريب من البواب، لو سمحت.
2707	corpus-6-test-corpus-26-train	AMM	راح أحتاج لبطاقة البنك.
2708	corpus-6-test-corpus-26-dev	AMM	هون الرقم.
2715	corpus-6-test-corpus-26-test	AMM	احكيلي عن موقع كويس في هاد النهر، لو سمحت.
2726	corpus-6-test-corpus-26-train	AMM	لو سمحت أعطيني تقرير للحادث.
2729	corpus-6-test-corpus-26-train	AMM	لا، شكراً الك لهلأ.
2734	corpus-6-test-corpus-26-train	AMM	اوك، لو سمحت خليك معي على الخط. السيد ناكاجيما، والست سايتو شكلهم ما بردوا على المكالمة. بتحب أرن عليها لمدة أطول شوي؟
2736	corpus-6-test-corpus-26-dev	AMM	ممكن، بس لازم نوزنهم كل واحد لحاله.
2747	corpus-6-test-corpus-26-train	AMM	شكله شوي نادر.
2748	corpus-6-test-corpus-26-train	AMM	وين استلام الشنط لرحلة الطيران رقم سبعة صفر تلاتة؟
2760	corpus-6-test-corpus-26-train	AMM	مالها اشي ايدك.
2765	corpus-6-test-corpus-26-train	AMM	راح يكون خراب؟
2772	corpus-6-test-corpus-26-train	AMM	لا، شكراً. أنا بفضل ما أشرب بعد هيك.
2808	corpus-6-test-corpus-26-train	AMM	لو سمحت احكيلي شوية شوارع منيحة للتسوق.
2811	corpus-6-test-corpus-26-dev	AMM	هاد الباص بودي لفندق الهلتون؟
2816	corpus-6-test-corpus-26-train	AMM	هلأ، هاي اللوحة كتير مميزة. تسوروتارو كاتاوكا. وهو مصنف على انه فنان عالمي.
2850	corpus-6-test-corpus-26-train	AMM	عندي إحترام كبير الموسيقى الكلاسيكية.
2851	corpus-6-test-corpus-26-dev	AMM	بقدر أدعيك على الغدا برا ليوم؟
2862	corpus-6-test-corpus-26-train	AMM	تمام. شو اسم الشخص اللي من طرفك ورقم تلفونه، لو سمحت.
2871	corpus-6-test-corpus-26-train	AMM	عفوا. مرقني، لو سمحت.
2878	corpus-6-test-corpus-26-train	AMM	ممكن تجبلي فريق بحكي باللغة اليابانية؟
2898	corpus-6-test-corpus-26-train	AMM	احنا منزور قرايبنا دائما وأبداً.
2939	corpus-6-test-corpus-26-train	AMM	ميكي هاياكاوا. هاي غرفة رقم سبعة صفر اتنين.
2945	corpus-6-test-corpus-26-train	AMM	لازم أضل هون الليلة، بقدر؟ بتقدر تساعدني أحجز غرفة بفندق؟
2947	corpus-6-test-corpus-26-train	AMM	المفروض ما يطول. خمسطعشر دقيقة كحد أقصى.
2960	corpus-6-test-corpus-26-train	AMM	بتقدر تحكيلي تكلفة هاي المكالمة؟
2964	corpus-6-test-corpus-26-train	AMM	طيب، بتقدر تحكيلها اني اتصلت، لو سمحت؟ راح أتصل فيها مرة تانية بعدين.
2973	corpus-6-test-corpus-26-train	AMM	في أي جولات صباحية؟
2982	corpus-6-test-corpus-26-train	AMM	انت بتصرف عملات أجنبية؟
