sentID.BTEC	split	lang	sent
471	corpus-6-test-corpus-26-dev	SAL	هاي البطاقة، تمام؟
488	corpus-6-test-corpus-26-train	SAL	هاي طاولة الاستقبال، في عيادة قريبة؟
493	corpus-6-test-corpus-26-train	SAL	العشرة دولار رح يكفو بالتكسي؟
503	corpus-6-test-corpus-26-train	SAL	هاذ الطعم غريب .
512	corpus-6-test-corpus-26-train	SAL	ماشي . استنى، رح اجيبلك وحدة .
516	corpus-6-test-corpus-26-train	SAL	نص قنينة، لو سمحت .
540	corpus-6-test-corpus-26-train	SAL	لا جد، بس اشي مش غالي.
548	corpus-6-test-corpus-26-train	SAL	بتدور على اشي؟
551	corpus-6-test-corpus-26-train	SAL	اربع ليالي .
553	corpus-6-test-corpus-26-train	SAL	بدي جرابات .
565	corpus-6-test-corpus-26-train	SAL	بتقدر ترخص السعر شوي لانو عليه شوية بقع؟
571	corpus-6-test-corpus-26-train	SAL	في زلمة صدمني . بعدين لاحظت انو محفظتي اختفت .
599	corpus-6-test-corpus-26-train	SAL	مش عارف إذا اللبس اللي اخذتو بيكفي ل رحلة ثلاث اسابيع .
612	corpus-6-test-corpus-26-train	SAL	طيب، احنا حابين نجرب النبيذ الابيض .
631	corpus-6-test-corpus-26-train	SAL	إذا حدا سأل عني، احكيلهم اني بالقهوة .
632	corpus-6-test-corpus-26-train	SAL	أنا متأكد انو كان بالجيبة جوا كبوتي.
641	corpus-6-test-corpus-26-test	SAL	بقدر أخذ اسم و رقم الشخص اللي بتتصل عليه؟
643	corpus-6-test-corpus-26-train	SAL	شركة الطيران رح تدفعلي حتى أشتري شوية أغراض شخصية؟
650	corpus-6-test-corpus-26-train	SAL	بدي غرفة مع حمام .
652	corpus-6-test-corpus-26-dev	SAL	ما في اشي طلع من الجهاز؟
667	corpus-6-test-corpus-26-test	SAL	كان المفروض انك تسافر بطيارة الثمنية و ثلث، و اللي طلعت قبل ربع ساعة . مش مشكلة، رح ارتبلك برحلة ثانية.
673	corpus-6-test-corpus-26-train	SAL	في حدا مفضي الطرد تبعي .
679	corpus-6-test-corpus-26-test	SAL	ااه، مش مشكلة . هيك هون على كل حال .
680	corpus-6-test-corpus-26-train	SAL	طيران اليابان، رحلة رقم واحد اثنين ثلاثة .
681	corpus-6-test-corpus-26-train	SAL	لازم اشتري شامبو .
683	corpus-6-test-corpus-26-train	SAL	بتقدر تحكيلي متى رح نوصل المركز المدني؟
688	corpus-6-test-corpus-26-train	SAL	وين اقرب لحام؟
703	corpus-6-test-corpus-26-train	SAL	حابين نضل اربع ليالي من واحد ثمنية .
708	corpus-6-test-corpus-26-train	SAL	شو اسم هاي الوردة؟
719	corpus-6-test-corpus-26-train	SAL	خمسطعش تسعة هوه يوم- الاحترام- للكبار .
723	corpus-6-test-corpus-26-train	SAL	ما في صابون بغرفتي .
741	corpus-6-test-corpus-26-dev	SAL	في اشي بقدر أعمله عشان هاي العجقة؟
742	corpus-6-test-corpus-26-train	SAL	بتقدر تغير صغية الحكي اللي قلته هلا؟
761	corpus-6-test-corpus-26-test	SAL	قديش بدو وقت؟
773	corpus-6-test-corpus-26-train	SAL	ممكن تحكي بصوت أعلى شوي، لو سمحت؟
777	corpus-6-test-corpus-26-train	SAL	قديش بدو وقت قبل ما يطلع؟
786	corpus-6-test-corpus-26-train	SAL	وين المعلومات الرياضية؟
787	corpus-6-test-corpus-26-train	SAL	هاد الحجم، اللي بتحكي عنو حجم عادي، اعملو .
793	corpus-6-test-corpus-26-test	SAL	وين رح تخلص الجولة، و متى؟
848	corpus-6-test-corpus-26-train	SAL	وين لازم أغير القطارات حتى أوصل ل ادنبره؟
855	corpus-6-test-corpus-26-train	SAL	حاب أحط هاد بصندوق امانات .
859	corpus-6-test-corpus-26-train	SAL	وين ممكن أحول المصاري اللي معي؟
897	corpus-6-test-corpus-26-train	SAL	بنقدر نترك أغراضنا، ما عدا الغالية، بالباص؟
902	corpus-6-test-corpus-26-train	SAL	ابصر لشو هاد السعر الي على الفاتورة .
917	corpus-6-test-corpus-26-train	SAL	رح أدفع خمسين دولار .
941	corpus-6-test-corpus-26-train	SAL	هلا فهمت شو كان الغلط .
957	corpus-6-test-corpus-26-dev	SAL	ايكيدا بيحكي معك . عندي حجز لطاولة اليوم على الساعة ستة و نص. بس للاسف رح أوصل متأخر نص ساعه .
1003	corpus-6-test-corpus-26-train	SAL	كم اوقية اخذ عطور معفية من الجمارك؟
1007	corpus-6-test-corpus-26-train	SAL	بس سياحة .
1010	corpus-6-test-corpus-26-train	SAL	تمام، وقع عليهم لو سمحت، كيف بتحب يكونو؟
1023	corpus-6-test-corpus-26-test	SAL	لسه في مقاعد لعرض الليلة؟
1036	corpus-6-test-corpus-26-train	SAL	بدي واحد كبير .
1037	corpus-6-test-corpus-26-dev	SAL	نمت حتى مع منبه السته و نص .
1038	corpus-6-test-corpus-26-train	SAL	أنا مصور حر .
1047	corpus-6-test-corpus-26-train	SAL	اللي بيوزعو بيقدرو يبدلو الدولارات للكازينو . يلا نروح؟
1056	corpus-6-test-corpus-26-dev	SAL	عنا تقريبا ثلاثين نوع من زيوت حمام .
1062	corpus-6-test-corpus-26-train	SAL	عندي الك اقتراح الاسبوع الجاي .
1074	corpus-6-test-corpus-26-train	SAL	شكرا . قديش حق هدول الكفوف؟
1098	corpus-6-test-corpus-26-train	SAL	لازم أروح . بحكي معك بعدين .
1100	corpus-6-test-corpus-26-train	SAL	بدي شوية حفاظات .
1122	corpus-6-test-corpus-26-train	SAL	وين منشأ هذول السمك الفراش؟
1124	corpus-6-test-corpus-26-train	SAL	ممكن تحول هذول ل دولارات، لو سمحت؟
1139	corpus-6-test-corpus-26-train	SAL	احنا محظوظين كثير . عندهم واحد بحجم اربعه بمحل الا موانا .
1146	corpus-6-test-corpus-26-train	SAL	في ليموزين؟
1163	corpus-6-test-corpus-26-dev	SAL	بتقدر تتصل علي تصحيني بكرا على الساعة خمسة و نص الصبح؟
1165	corpus-6-test-corpus-26-train	SAL	حاب غرفة هادية .
1167	corpus-6-test-corpus-26-train	SAL	بدي مزيل مناكير .
1183	corpus-6-test-corpus-26-train	SAL	بدي بطارية .
1193	corpus-6-test-corpus-26-test	SAL	في فرقة لايف و لا دي جي؟
1194	corpus-6-test-corpus-26-train	SAL	بقدر استأجر معدات الغطس؟
1199	corpus-6-test-corpus-26-dev	SAL	بدي أحجز غرفة ل اربع ليالي من اثنين و عشرين كانون الاول .
1212	corpus-6-test-corpus-26-train	SAL	هل هاي الشنتة مناسبة لكل الاجواء؟
1213	corpus-6-test-corpus-26-train	SAL	بدي دونت، لو سمحت .
1218	corpus-6-test-corpus-26-train	SAL	بدي استأجر سيارة اوتوماتيك ليومين .
1224	corpus-6-test-corpus-26-train	SAL	راحت رحلة عشرين ل سان فرانسيسكو .
1234	corpus-6-test-corpus-26-train	SAL	قديش للمطار؟
1235	corpus-6-test-corpus-26-train	SAL	كويس، متى؟
1276	corpus-6-test-corpus-26-train	SAL	قديش عمر بنتك؟
1312	corpus-6-test-corpus-26-train	SAL	بتقدر تحكيلي عن فنادق رخيصة و نظيفة؟
1321	corpus-6-test-corpus-26-train	SAL	بدنا نحجز غرفة مريحة الك بقصر قديم جنب نادي غولف مشهور .
1329	corpus-6-test-corpus-26-train	SAL	بنصحك بهاد لانو مصنوع من مواد طبيعية مية بالمية .
1361	corpus-6-test-corpus-26-dev	SAL	القطار رح يوقف ب بريتون؟
1369	corpus-6-test-corpus-26-train	SAL	بتقدر تحكيلي من وين بقدر أخذ تكسي؟
1375	corpus-6-test-corpus-26-train	SAL	تذكرتين درجة ثانية، لو سمحت .
1384	corpus-6-test-corpus-26-train	SAL	بدي ارسل بالفاكس .
1394	corpus-6-test-corpus-26-train	SAL	بدي مكواية للسفر .
1396	corpus-6-test-corpus-26-train	SAL	بقدر اعملك أي اشي؟
1404	corpus-6-test-corpus-26-train	SAL	يومي؟ انا خايف اسأل، بس شو قصدك؟
1418	corpus-6-test-corpus-26-train	SAL	بدي واحدة أنو تعقد الوثائق بحجم الورق العادي من غير ما اطويها .
1433	corpus-6-test-corpus-26-test	SAL	اه، بس مش كثير قوي .
1434	corpus-6-test-corpus-26-train	SAL	عندي حساسية من البسس .
1436	corpus-6-test-corpus-26-train	SAL	ااه، لازم يكون معك رخصة سواقة، اوه، لازم يكون معك رخصة من لجنة التكسي و الليموزين .
1462	corpus-6-test-corpus-26-train	SAL	تفضل يا سيدي .
1465	corpus-6-test-corpus-26-test	SAL	شكلو ما رح يكون عندي مي ساخنة .
1474	corpus-6-test-corpus-26-train	SAL	حاب احجز غرفة لليلة .
1492	corpus-6-test-corpus-26-train	SAL	لا، مش شامل الضريبة و رسوم الخدمة .
1506	corpus-6-test-corpus-26-train	SAL	بتحب تروح معي على السوق اليوم العصر؟
1508	corpus-6-test-corpus-26-test	SAL	مرحباا، عن جد هالفستان حلو .
1519	corpus-6-test-corpus-26-train	SAL	هلأ، مكالمتك انقبلت . تفصل لو سمحت .
1525	corpus-6-test-corpus-26-train	SAL	شو رقم البوابة؟
1539	corpus-6-test-corpus-26-train	SAL	شو التذكار التقليدي من هاوااي؟
1556	corpus-6-test-corpus-26-train	SAL	بقدر اوصل هناك عن طريق المترو؟
1560	corpus-6-test-corpus-26-train	SAL	بدي مجفف شعر.
1562	corpus-6-test-corpus-26-train	SAL	رح نوصل لمكان من هاد الحديث ؟
1585	corpus-6-test-corpus-26-train	SAL	انا جاي من النرويج .
1603	corpus-6-test-corpus-26-dev	SAL	من العشرة لل طنعش .
1619	corpus-6-test-corpus-26-train	SAL	أكيد . خليني أشوف . اتوقع انو المرجان آذاك .
1620	corpus-6-test-corpus-26-train	SAL	احتياطاً، أعطيني رقم الشخص المسؤول.
1622	corpus-6-test-corpus-26-train	SAL	في طريق سريع؟
1630	corpus-6-test-corpus-26-train	SAL	ليش ما اجى على الحفلة مبارح؟
1637	corpus-6-test-corpus-26-train	SAL	كان في حادث سير .
1650	corpus-6-test-corpus-26-train	SAL	اسف، أخذت الرقم الغلط .
1653	corpus-6-test-corpus-26-test	SAL	حط الرقم السري تبعك لو سمحت.
1663	corpus-6-test-corpus-26-dev	SAL	مش قادر أعدل الصورة .
1668	corpus-6-test-corpus-26-train	SAL	واحد برغر مع جبنة و عصير برتقان لو سمحت .
1670	corpus-6-test-corpus-26-test	SAL	هي جواز السفر تبعي .
1682	corpus-6-test-corpus-26-test	SAL	ليش، شكرا الك كثير . اه، بقدر أروح لفوق؟
1702	corpus-6-test-corpus-26-train	SAL	بقدر أخذ تذكرتين للموسيقى الجمعه الجاي؟
1718	corpus-6-test-corpus-26-train	SAL	في راكب ثاني حكى انو بقدر يبدل كرسيه معك .
1754	corpus-6-test-corpus-26-train	SAL	بقدر أمدد إقامتي؟
1766	corpus-6-test-corpus-26-train	SAL	احكي، بتعرف اشي بستاهل المشاهدة قريب من هون؟
1768	corpus-6-test-corpus-26-dev	SAL	لأ، بدي أستأجر نص مجموعة مضارب وحذاء.
1782	corpus-6-test-corpus-26-train	SAL	بتقدر تخبرني بس تبين الشنتة الضايعة؟
1788	corpus-6-test-corpus-26-train	SAL	شو اسم هاي الحديقة الوطنية؟
1791	corpus-6-test-corpus-26-train	SAL	اتخدشت.
1792	corpus-6-test-corpus-26-dev	SAL	وين في مكان منيح للسياحة؟
1800	corpus-6-test-corpus-26-train	SAL	بقدر آخذ شوية فواكه؟
1834	corpus-6-test-corpus-26-train	SAL	بقدر أتغدى هلا؟
1837	corpus-6-test-corpus-26-train	SAL	لازم أحول هذول ل دولارات .
1867	corpus-6-test-corpus-26-train	SAL	بدي تكسي . أنا في ساوث مين وليبرتي.
1876	corpus-6-test-corpus-26-dev	SAL	أكيد، بدك كيرلي؟
1878	corpus-6-test-corpus-26-train	SAL	هاي مش تفاحة، هاي دراقة .
1903	corpus-6-test-corpus-26-train	SAL	رح أعطيك وصفة طبية . خذها للصيدلية .
1927	corpus-6-test-corpus-26-train	SAL	عنا رحل ثلاث مرات بالاسبوع، الثلاثاء، الجمعه و السبت .
1931	corpus-6-test-corpus-26-dev	SAL	غالي، صح؟
1948	corpus-6-test-corpus-26-train	SAL	اه، موجود عنا . رح نحضره الك .
1950	corpus-6-test-corpus-26-dev	SAL	بتقدر تمسك أغراضي لحد الساعة ثلاثة؟
1951	corpus-6-test-corpus-26-train	SAL	لا، بس بدي أمر .
1954	corpus-6-test-corpus-26-dev	SAL	بقدر أحجز أجر-سيارة هون؟
1968	corpus-6-test-corpus-26-train	SAL	انت امريكي؟
1980	corpus-6-test-corpus-26-test	SAL	لهاد المكان، لو سمحت .
1985	corpus-6-test-corpus-26-train	SAL	سيارتي معطلة .
1988	corpus-6-test-corpus-26-train	SAL	وين ظلال العيون ؟
1993	corpus-6-test-corpus-26-train	SAL	بدي زواية هادية، اذا ممكن .
1997	corpus-6-test-corpus-26-train	SAL	هاد التكسي ببلاش؟
1998	corpus-6-test-corpus-26-train	SAL	هاي محطة اكسبريس؟
2001	corpus-6-test-corpus-26-train	SAL	أي ساعة لازم أجي؟
2003	corpus-6-test-corpus-26-train	SAL	بدي قنينة صغيرة من النبيذ لابيض .
2005	corpus-6-test-corpus-26-train	SAL	أوه . بقدر أخذ وجبتي بعدين . مش حاس حالي كويس هلا .
2025	corpus-6-test-corpus-26-train	SAL	صراحة، عندي أخبار، تزوجت .
2033	corpus-6-test-corpus-26-train	SAL	في بناطيل ثانية؟
2035	corpus-6-test-corpus-26-train	SAL	بقدرأخذ البرنامج؟
2052	corpus-6-test-corpus-26-train	SAL	حدا اقتحم غرفتي ليلة مبارح.
2055	corpus-6-test-corpus-26-train	SAL	فرجيني السمك اللي شفته اليوم بكتاب الصور، لو سمحت .
2083	corpus-6-test-corpus-26-train	SAL	شوف التعليمات اللي على غلاف الأكل المفرغة.
2086	corpus-6-test-corpus-26-train	SAL	بدي مصاري ورق .
2100	corpus-6-test-corpus-26-test	SAL	أخذ محفظتي و هرب .
2119	corpus-6-test-corpus-26-train	SAL	ما عندك دروس تجريبية؟
2147	corpus-6-test-corpus-26-train	SAL	من وين بقدر اشتري طوابع البريد؟
2148	corpus-6-test-corpus-26-train	SAL	أنا من بريطانيا .
2156	corpus-6-test-corpus-26-train	SAL	لازم أتأكد منو مع مرتي.
2161	corpus-6-test-corpus-26-train	SAL	بدي رد على هاد .
2179	corpus-6-test-corpus-26-train	SAL	في صندوق تلقون قدام هذا البنك.
2180	corpus-6-test-corpus-26-train	SAL	رح اوصل بتسعه ثلاثة و ارجع ب اربعطعش .
2205	corpus-6-test-corpus-26-train	SAL	هاد شوي غالي و لا شو رأيك؟
2235	corpus-6-test-corpus-26-train	SAL	عندك كعب؟
2236	corpus-6-test-corpus-26-train	SAL	وين محطة الباصات؟
2238	corpus-6-test-corpus-26-train	SAL	بتهتم بالتحلاية؟
2302	corpus-6-test-corpus-26-train	SAL	انت بتحكي؟
2306	corpus-6-test-corpus-26-train	SAL	نفس الشيء الي، لو سمحت.
2318	corpus-6-test-corpus-26-train	SAL	طلبي ما وصل .
2324	corpus-6-test-corpus-26-train	SAL	في كثير ينابيع ساخنة .
2329	corpus-6-test-corpus-26-train	SAL	لو سمحت حول خمسين الف ين ل دولار امريكي .
2338	corpus-6-test-corpus-26-train	SAL	هد كويس بالنسبة الي . صراحة بدي ادخن .
2347	corpus-6-test-corpus-26-test	SAL	من وين بقدر استأجر ادوات تزلج و احذية؟
2353	corpus-6-test-corpus-26-dev	SAL	نسيت مشروباتنا؟
2368	corpus-6-test-corpus-26-test	SAL	بتقدر ترسلها لعنواني باليابان عن طريق تجميع الطرود الدولية الثانية؟
2381	corpus-6-test-corpus-26-train	SAL	بدي كأسة نبيذ احمر.
2389	corpus-6-test-corpus-26-train	SAL	بس إذا كان لك، يا سيدي. ههههه، بس مزحة صغيرة.
2401	corpus-6-test-corpus-26-train	SAL	اكيد. كيف بقدر اخدمك؟
2412	corpus-6-test-corpus-26-dev	SAL	عنا البيرة، ويسكي، براندي، الجن، الفودكا والنبيذ.
2425	corpus-6-test-corpus-26-train	SAL	هوية شخصية. صحيح. جواز السفربيزبط؟
2428	corpus-6-test-corpus-26-train	SAL	رقم غرفتي هو ثلاثة ستة وعشرين. بتقدر تجيب غسيلي؟
2440	corpus-6-test-corpus-26-train	SAL	رح اشوف إذا كانت بتزبط.
2441	corpus-6-test-corpus-26-train	SAL	بدي غلاية.
2445	corpus-6-test-corpus-26-train	SAL	جيبلي شوية الجبن المبشور.
2462	corpus-6-test-corpus-26-train	SAL	بقدرانظف القمصان قبل بكرا الصبح؟
2476	corpus-6-test-corpus-26-train	SAL	رح يكون الك مكالمة ثانية معو؟
2490	corpus-6-test-corpus-26-train	SAL	ليش طيب؟
2492	corpus-6-test-corpus-26-train	SAL	عفوا. هل هناك مكتبة قريبة من هون؟
2496	corpus-6-test-corpus-26-test	SAL	أعتقد أنك ارتكبت خطأ. كانت الغرفة مسبقة الدفع. لدي إيصال.
2505	corpus-6-test-corpus-26-train	SAL	الحافلة موجودة هناك.
2516	corpus-6-test-corpus-26-train	SAL	بدي لفتين من ايزو مية، فيلم ملون، ستة و ثلاثين لقطة، لو سمحت.
2519	corpus-6-test-corpus-26-train	SAL	بدي اسدد هاد الشيك بسبعين دولار .
2521	corpus-6-test-corpus-26-train	SAL	بدي اشتري عشر طوابع لعشر بطاقات بريدية لليابان، لو سمحت.
2528	corpus-6-test-corpus-26-train	SAL	في بنوك قريبة من المحطة؟
2531	corpus-6-test-corpus-26-train	SAL	خايف انو يكون في خطأ بالفاتورة .
2552	corpus-6-test-corpus-26-test	SAL	هيها هون .
2557	corpus-6-test-corpus-26-train	SAL	واحد برغر مع جبنة سفري، لو سمحت.
2578	corpus-6-test-corpus-26-test	SAL	جد ما بتقدر تعمل اي شغل للتصميم من غير كمبيوتر .
2591	corpus-6-test-corpus-26-train	SAL	اركض.
2601	corpus-6-test-corpus-26-train	SAL	في مزعه هون ببلوزتي، بتقدر تخيطلي اياه، لو سمحت؟
2613	corpus-6-test-corpus-26-dev	SAL	شو الاجرة لمانشستر؟
2643	corpus-6-test-corpus-26-train	SAL	بتقدر تعيرني وصلة اضافية؟
2644	corpus-6-test-corpus-26-train	SAL	من وين بقدر اشتري حصيرة للشاطئ؟
2670	corpus-6-test-corpus-26-test	SAL	بعدين، لو سمحت اعملي حجز جديد .
2676	corpus-6-test-corpus-26-train	SAL	اعطيني شريحة لحم خنزير، بس مش سميكة زي هديك .
2678	corpus-6-test-corpus-26-train	SAL	رح نيجي على السبعة .
2687	corpus-6-test-corpus-26-train	SAL	بس اشوف الاسعار هيك رخيصة، بيكون اشي غبي انو اشتري اي اشي من اليابان .
2690	corpus-6-test-corpus-26-train	SAL	في سجلاتي انسرقو، كمان .
2695	corpus-6-test-corpus-26-train	SAL	بوزة فانيلا، لو سمحت .
2702	corpus-6-test-corpus-26-train	SAL	انا معك . لازن تكون كثير طبيعية .
2704	corpus-6-test-corpus-26-train	SAL	انسى الفتحة، انسى الفتحة، بعدين قريب البواب، لو سمحت.
2707	corpus-6-test-corpus-26-train	SAL	بدي بطاقة صراف .
2708	corpus-6-test-corpus-26-dev	SAL	هي الرقم.
2715	corpus-6-test-corpus-26-test	SAL	احكيلي نقطة كويسة من هذا النهر، لو سمحت .
2726	corpus-6-test-corpus-26-train	SAL	لو سمحت أعطني تقرير حادث.
2729	corpus-6-test-corpus-26-train	SAL	لا، شكرا لك هلا .
2734	corpus-6-test-corpus-26-train	SAL	طيب، لو سمحت خليك على الخط. سيد ناكاجيما، شكلو السيدة سايتو ما بترد، بتحب اضل ارنلها لمدة اطول؟
2736	corpus-6-test-corpus-26-dev	SAL	يمكن، بس لازم نوزنهم منفصلين .
2747	corpus-6-test-corpus-26-train	SAL	شكلو شوي كثير نادر .
2748	corpus-6-test-corpus-26-train	SAL	وين استلام الشناتي للرحلة سبعة صفر ثلاثة؟
2760	corpus-6-test-corpus-26-train	SAL	في اشي غلط بشنتتة سفرك .
2765	corpus-6-test-corpus-26-train	SAL	هاي رح تفسد؟
2772	corpus-6-test-corpus-26-train	SAL	لا شكرا. احسن انو ما شرب بعد هلا.
2808	corpus-6-test-corpus-26-train	SAL	لو سمحت، احكيلي عن شوية شوارع كويسة للتسوق.
2811	corpus-6-test-corpus-26-dev	SAL	بيرح هاد الباص على فندق هيلتون؟
2816	corpus-6-test-corpus-26-train	SAL	هلا . هاي الرسمة كثير خاصة. رسمها تسوروتارو كاتاوكا. معروف كفنان بكل العالم.
2850	corpus-6-test-corpus-26-train	SAL	عندي تقدير كبير للموسيقى الكلاسيكية.
2851	corpus-6-test-corpus-26-dev	SAL	بقدر اعزمكو مرة على العشا؟
2862	corpus-6-test-corpus-26-train	SAL	طيب . شو اسم الشخص الثاني تبعك ورقمو، لو سمحت.
2871	corpus-6-test-corpus-26-train	SAL	لو سمحت، خلوني اطلع، لو سمحت .
2878	corpus-6-test-corpus-26-train	SAL	بتقدر تتصل بالموظفين اللي بيحكو ياباني؟
2898	corpus-6-test-corpus-26-train	SAL	احنا بالعادة بنزور قرايبنا .
2939	corpus-6-test-corpus-26-train	SAL	ميكي هاياكاوا. ها الغرفة سبعة صفر اثنين.
2945	corpus-6-test-corpus-26-train	SAL	لازم اضل هون الليلة، صح؟ بتقدر تساعدني احجز غرفة بفندق؟
2947	corpus-6-test-corpus-26-train	SAL	لا ما يكون طويل . خمسطعشر دقيقة بالكثير .
2960	corpus-6-test-corpus-26-train	SAL	بتقدر تحكيلي قديش بتكلف هاي المكالمة؟
2964	corpus-6-test-corpus-26-train	SAL	طيب، بتقدر تحكيلها اني اتصلت، لو سمحت؟ رح احكي معها مرة ثانية بعدين .
2973	corpus-6-test-corpus-26-train	SAL	في اي جولة الصبح؟
2982	corpus-6-test-corpus-26-train	SAL	بتحول عملات اجنبية؟
2983	corpus-6-test-corpus-26-test	SAL	ميزانيتنا تقريبا خمسين دولار لمجموع ثلاث اشخاص .
2990	corpus-6-test-corpus-26-train	SAL	من وين بقدر اشتري لفة فيلم؟
2995	corpus-6-test-corpus-26-train	SAL	عندك بيرة يابانية؟
3001	corpus-6-test-corpus-26-test	SAL	بدي مايوه صغير، لو سمحت.
3016	corpus-6-test-corpus-26-train	SAL	بدي اسجل شناتي.
3029	corpus-6-test-corpus-26-train	SAL	معك الانسة كاوازو بغرفة ستطعش اهدعش .
3030	corpus-6-test-corpus-26-train	SAL	على الرحب و السعة.
3038	corpus-6-test-corpus-26-dev	SAL	ما في .
3040	corpus-6-test-corpus-26-train	SAL	شو الاهم بالنسبة لليابانيين، راس السنة و لا عيد الميلاد؟
