Sentence_ID,sentence,Tokens,NER_Tags,Dialect
12,تاريخيا لݣزيرة عمّر تسجل فيها نفيجار ديال شي بركان ، واخا كاينين أدلة باللي لحمم فايت ليهوم خرجو وزادو على الضص ديال لݣزيرة شحال هادا ، مابين لميات ولالوف دالسنين هادي .,"['تاريخيا', 'لݣزيرة', 'عمّر', 'تسجل', 'فيها', 'نفيجار', 'ديال', 'شي', 'بركان', '،', 'واخا', 'كاينين', 'أدلة', 'باللي', 'لحمم', 'فايت', 'ليهوم', 'خرجو', 'وزادو', 'على', 'الضص', 'ديال', 'لݣزيرة', 'شحال', 'هادا', '،', 'مابين', 'لميات', 'ولالوف', 'دالسنين', 'هادي', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
13,فالتقافة ديال الناس دصاموا ، أوپولو هي أوّل مرا سكنات لݣزيرة .,"['فالتقافة', 'ديال', 'الناس', 'دصاموا', '،', 'أوپولو', 'هي', 'أوّل', 'مرا', 'سكنات', 'لݣزيرة', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
14,ف 29 شتنبر 2009 ضرب تسونامي خايب لݣزيرة .,"['ف', '29', 'شتنبر', '2009', 'ضرب', 'تسونامي', 'خايب', 'لݣزيرة', '.']","['O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']",Morocco
15,20 ڤيلاج فالجيهة دلجانوب رابو ومنهوم لبلاد ديال الرايس دلويزارا ديك الساعات .,"['20', 'ڤيلاج', 'فالجيهة', 'دلجانوب', 'رابو', 'ومنهوم', 'لبلاد', 'ديال', 'الرايس', 'دلويزارا', 'ديك', 'الساعات', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
16,فلڤيلاج ديال ليپا ، لكنيسة ولپلاكة ديال الترحيب فالطريق اللي كاتدي للڤيلاج هوما اللي بقاو واقفين .,"['فلڤيلاج', 'ديال', 'ليپا', '،', 'لكنيسة', 'ولپلاكة', 'ديال', 'الترحيب', 'فالطريق', 'اللي', 'كاتدي', 'للڤيلاج', 'هوما', 'اللي', 'بقاو', 'واقفين', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
17,أوب ولاّ أوبي ( ب الروسية : Обь ) هو سابع أطول واد ف لعالم ، و جا ف لغرب ديال سيبيريا .,"['أوب', 'ولاّ', 'أوبي', '(', 'ب', 'الروسية', ':', 'Обь', ')', 'هو', 'سابع', 'أطول', 'واد', 'ف', 'لعالم', '،', 'و', 'جا', 'ف', 'لغرب', 'ديال', 'سيبيريا', '.']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']",Morocco
18,الطول ديالو كامل هو 5410 كيلوميطر ، و مع لفروع ديالو تيدوز من تلاتة د لبلدان ، اللي هي : روسيا ، مونݣوليا و كازاخستان .,"['الطول', 'ديالو', 'كامل', 'هو', '5410', 'كيلوميطر', '،', 'و', 'مع', 'لفروع', 'ديالو', 'تيدوز', 'من', 'تلاتة', 'د', 'لبلدان', '،', 'اللي', 'هي', ':', 'روسيا', '،', 'مونݣوليا', 'و', 'كازاخستان', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O']",Morocco
19,لعيون د واد أوب جاو ف جبال ألطاي ف لجنوب د سيبيريا ، و موراها تيبقا طالع للشمال ، تا تيصبّ ف لبحر د كارا ، ف لمحيط لمجمد الشمالي .,"['لعيون', 'د', 'واد', 'أوب', 'جاو', 'ف', 'جبال', 'ألطاي', 'ف', 'لجنوب', 'د', 'سيبيريا', '،', 'و', 'موراها', 'تيبقا', 'طالع', 'للشمال', '،', 'تا', 'تيصبّ', 'ف', 'لبحر', 'د', 'كارا', '،', 'ف', 'لمحيط', 'لمجمد', 'الشمالي', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']",Morocco
20,أوب تيدوز من لمدينة د نوڤوسيبيريسك ، اللي هي تالت أكبر مدينة ف روسيا من جيهت السكان ، و هي لبلاصة اللي تيقطع منها الطران د سيبيريا باش يكمّل طريقو .,"['أوب', 'تيدوز', 'من', 'لمدينة', 'د', 'نوڤوسيبيريسك', '،', 'اللي', 'هي', 'تالت', 'أكبر', 'مدينة', 'ف', 'روسيا', 'من', 'جيهت', 'السكان', '،', 'و', 'هي', 'لبلاصة', 'اللي', 'تيقطع', 'منها', 'الطران', 'د', 'سيبيريا', 'باش', 'يكمّل', 'طريقو', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']",Morocco
21,غشت هوّا شّهر تّامن ف تّقويم لݣريݣوري ، ؤ مرتابط ب فصل صّيف ف نّص شّمالي د لأرض ، ؤ ب فصل شّتا ف نّص لجانوبي د لأرض ، ؤ هوّا ضونك لموقابيل لفصلي ديال شهر فبراير .,"['غشت', 'هوّا', 'شّهر', 'تّامن', 'ف', 'تّقويم', 'لݣريݣوري', '،', 'ؤ', 'مرتابط', 'ب', 'فصل', 'صّيف', 'ف', 'نّص', 'شّمالي', 'د', 'لأرض', '،', 'ؤ', 'ب', 'فصل', 'شّتا', 'ف', 'نّص', 'لجانوبي', 'د', 'لأرض', '،', 'ؤ', 'هوّا', 'ضونك', 'لموقابيل', 'لفصلي', 'ديال', 'شهر', 'فبراير', '.']","['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O']",Morocco
22,تاونات ، جهة فاس مكناس ، ساكنين فيها 9856 واحد ، على حسب لإحصاء لعام 2014 .,"['تاونات', '،', 'جهة', 'فاس', 'مكناس', '،', 'ساكنين', 'فيها', '9856', 'واحد', '،', 'على', 'حسب', 'لإحصاء', 'لعام', '2014', '.']","['B-LOC', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
23,"نسبة لأمية ( نّاس لّي ما كايعرفوش يقراو ولا يكتبو ) : 58 % نسبة سّكان لّي قاريين فوق تّانوي ( تانوي و جامعة ) : 3 , 1 % نسبة نّاس نّشيطين ( لّي يقدرو يخدمو ) : 47 % نسبة لبطالة ( نّاس لّي ما خدامينش و تايقلبو على خدمة ) : 2 , 1 % نسبة نّاس اللي خدامين ف دّولة ( ولا لعاطلين اللي سبق ليهوم خدمو ) : 2 % نسبة نّاس اللي خدامين في لقطاع لخاص ( ولا لعاطلين اللي سبق ليهوم خدمو ) : 18 % جيهة أ وطاݣو ( ب النݣليزية : Otago Region ، بلوغة شعب لماوري : Ōtākou ) هي وحدة من لجيهات ديال نيوزيلاندا اللي كاينة فلجانوب الشرقي ديال لݣزيرة دلجانوب .","['نسبة', 'لأمية', '(', 'نّاس', 'لّي', 'ما', 'كايعرفوش', 'يقراو', 'ولا', 'يكتبو', ')', ':', '58', '%', 'نسبة', 'سّكان', 'لّي', 'قاريين', 'فوق', 'تّانوي', '(', 'تانوي', 'و', 'جامعة', ')', ':', '3', ',', '1', '%', 'نسبة', 'نّاس', 'نّشيطين', '(', 'لّي', 'يقدرو', 'يخدمو', ')', ':', '47', '%', 'نسبة', 'لبطالة', '(', 'نّاس', 'لّي', 'ما', 'خدامينش', 'و', 'تايقلبو', 'على', 'خدمة', ')', ':', '2', ',', '1', '%', 'نسبة', 'نّاس', 'اللي', 'خدامين', 'ف', 'دّولة', '(', 'ولا', 'لعاطلين', 'اللي', 'سبق', 'ليهوم', 'خدمو', ')', ':', '2', '%', 'نسبة', 'نّاس', 'اللي', 'خدامين', 'في', 'لقطاع', 'لخاص', '(', 'ولا', 'لعاطلين', 'اللي', 'سبق', 'ليهوم', 'خدمو', ')', ':', '18', '%', 'جيهة', 'أ', 'وطاݣو', '(', 'ب', 'النݣليزية', ':', 'Otago', 'Region', '،', 'بلوغة', 'شعب', 'لماوري', ':', 'Ōtākou', ')', 'هي', 'وحدة', 'من', 'لجيهات', 'ديال', 'نيوزيلاندا', 'اللي', 'كاينة', 'فلجانوب', 'الشرقي', 'ديال', 'لݣزيرة', 'دلجانوب', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']",Morocco
24,لعاصيمة ديال هاد لجيهة هي دونيدين .,"['لعاصيمة', 'ديال', 'هاد', 'لجيهة', 'هي', 'دونيدين', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']",Morocco
25,"لميساحة ديالها واصلة ل 31 , 241 كم² ، والسكان ديالها واصلين ل 229 , 200 على حساب ليحصاء ديال 2018 .","['لميساحة', 'ديالها', 'واصلة', 'ل', '31', ',', '241', 'كم²', '،', 'والسكان', 'ديالها', 'واصلين', 'ل', '229', ',', '200', 'على', 'حساب', 'ليحصاء', 'ديال', '2018', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
26,محادينها جيهة كانطربوري ، جيهة الساحل لغربي وجيهة ساوتلاند .,"['محادينها', 'جيهة', 'كانطربوري', '،', 'جيهة', 'الساحل', 'لغربي', 'وجيهة', 'ساوتلاند', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']",Morocco
27,لمدون لعشرة لكبار ديال جيهة أوطاݣو : ؤطاكو ( ب جاپونية お宅 ؤلا オタク ؤلا ヲタク ) هيّا واحد لكلمة أصلها جاپوني كتݣال ف لمغريب ؤ ف بزاف د لبلدان علا نّاس لي عزيز عليهوم لأنيمي ؤلا لمانݣا .,"['لمدون', 'لعشرة', 'لكبار', 'ديال', 'جيهة', 'أوطاݣو', ':', 'ؤطاكو', '(', 'ب', 'جاپونية', 'お宅', 'ؤلا', 'オタク', 'ؤلا', 'ヲタク', ')', 'هيّا', 'واحد', 'لكلمة', 'أصلها', 'جاپوني', 'كتݣال', 'ف', 'لمغريب', 'ؤ', 'ف', 'بزاف', 'د', 'لبلدان', 'علا', 'نّاس', 'لي', 'عزيز', 'عليهوم', 'لأنيمي', 'ؤلا', 'لمانݣا', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O']",Morocco
28,ف جاپونية كتشير ل أي واحد عندو هواية كيحماق عليها ، بحال لّوعاب د تيليجو ، ؤ كيتبع لجديد ؤ لأخبار ديالها ؤ ف بعض لمرات كيشري أي حاجة متعلقة ب ديك لهواية .,"['ف', 'جاپونية', 'كتشير', 'ل', 'أي', 'واحد', 'عندو', 'هواية', 'كيحماق', 'عليها', '،', 'بحال', 'لّوعاب', 'د', 'تيليجو', '،', 'ؤ', 'كيتبع', 'لجديد', 'ؤ', 'لأخبار', 'ديالها', 'ؤ', 'ف', 'بعض', 'لمرات', 'كيشري', 'أي', 'حاجة', 'متعلقة', 'ب', 'ديك', 'لهواية', '.']","['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
29,كتكوّن هاد لكلمة من جوج د لمورصوات : مورصو ؤ كيعني تّفخيم ؤ مرصو طاكو لي كيعني دّار ب جّاپونية ( ؤطاكو هي طريقة مأدبة ؤ مصوابة باش تݣول ل شي واحد دارك ؤلا نتا ) .,"['كتكوّن', 'هاد', 'لكلمة', 'من', 'جوج', 'د', 'لمورصوات', ':', 'مورصو', 'ؤ', 'كيعني', 'تّفخيم', 'ؤ', 'مرصو', 'طاكو', 'لي', 'كيعني', 'دّار', 'ب', 'جّاپونية', '(', 'ؤطاكو', 'هي', 'طريقة', 'مأدبة', 'ؤ', 'مصوابة', 'باش', 'تݣول', 'ل', 'شي', 'واحد', 'دارك', 'ؤلا', 'نتا', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
30,لمقابل ديالها ب نݣليزية هوّا ݣيك Geek .,"['لمقابل', 'ديالها', 'ب', 'نݣليزية', 'هوّا', 'ݣيك', 'Geek', '.']","['O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O']",Morocco
31,كلمة ؤطاكو تستعملات ل أول مرة بشكل رسمي ف مقال ديال صّحفي أكيو ناكاموري نشرو ف 1983 ب عنوان おたくの研究 ( دراسة ديال لؤطاكو ) ، ؤ من تماك ولّات منتاشرة بزاف .,"['كلمة', 'ؤطاكو', 'تستعملات', 'ل', 'أول', 'مرة', 'بشكل', 'رسمي', 'ف', 'مقال', 'ديال', 'صّحفي', 'أكيو', 'ناكاموري', 'نشرو', 'ف', '1983', 'ب', 'عنوان', 'おたくの研究', '(', 'دراسة', 'ديال', 'لؤطاكو', ')', '،', 'ؤ', 'من', 'تماك', 'ولّات', 'منتاشرة', 'بزاف', '.']","['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
32,قبل من داكشي كانو شلّة د لكلمات موجودين ف جّاپون كيشيرو ل هاد نّوع د نّاس .,"['قبل', 'من', 'داكشي', 'كانو', 'شلّة', 'د', 'لكلمات', 'موجودين', 'ف', 'جّاپون', 'كيشيرو', 'ل', 'هاد', 'نّوع', 'د', 'نّاس', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
33,كلمة ؤطاكو ف تّمانينات كان عندها معنى شوية تحقيري ؤ كانت كتشير ل ناس عندهم مشاكل نفسية ؤ جتيماعية ، نعيزاليين ؤ مهووسين ب لهواية ديالهم .,"['كلمة', 'ؤطاكو', 'ف', 'تّمانينات', 'كان', 'عندها', 'معنى', 'شوية', 'تحقيري', 'ؤ', 'كانت', 'كتشير', 'ل', 'ناس', 'عندهم', 'مشاكل', 'نفسية', 'ؤ', 'جتيماعية', '،', 'نعيزاليين', 'ؤ', 'مهووسين', 'ب', 'لهواية', 'ديالهم', '.']","['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
34,معا مرور لوقت ، سيرتو معا لنتيشار د لأنترنيت ولّا عندها معنى إيجابي .,"['معا', 'مرور', 'لوقت', '،', 'سيرتو', 'معا', 'لنتيشار', 'د', 'لأنترنيت', 'ولّا', 'عندها', 'معنى', 'إيجابي', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
35,ؤ معا ولّات طبقة كبيرة ديال لؤطاكو ف جّاپون ؤ علا برا ، ولّات صناعات خاصة باش تلبي رّغبات ديالهم ، من لإنتاج ديال لأنيميات ، لمانݣات ، لپوسطيرات ، تّماتيل ديال شّخصيات ، لّبسات ؤ غيرهم .,"['ؤ', 'معا', 'ولّات', 'طبقة', 'كبيرة', 'ديال', 'لؤطاكو', 'ف', 'جّاپون', 'ؤ', 'علا', 'برا', '،', 'ولّات', 'صناعات', 'خاصة', 'باش', 'تلبي', 'رّغبات', 'ديالهم', '،', 'من', 'لإنتاج', 'ديال', 'لأنيميات', '،', 'لمانݣات', '،', 'لپوسطيرات', '،', 'تّماتيل', 'ديال', 'شّخصيات', '،', 'لّبسات', 'ؤ', 'غيرهم', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
